Site,Hole,Core,Type,Section,Interval,Depth CSF,TotalCPS,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,Cr,Mn,Fe,Ni,Cu,Zn,Br,Rb,Sr,Y,Zr,Mo,Ag,Ba
U1523,B,8,F,1,72,70.92,123992,177,6219,112318,313,784,23747,-1492,45721,29410,14764,716,1634,121355,4249,298,792,806,6494,10194,1270,12251,364,208733,2230
U1523,B,8,F,1,86,71.06,129299,196,7180,119066,426,1041,24345,-1842,48816,33884,15662,904,2290,126118,4137,362,829,732,6351,10782,1257,11124,93,213333,2277
U1523,B,8,F,1,90,71.1,122004,132,6227,109152,353,681,19995,-638,45713,29947,14621,572,1713,121033,4089,285,782,887,6211,9746,1379,10546,441,207263,1826
U1523,B,8,F,1,92,71.12,138977,212,9008,139442,553,943,23249,-3311,54763,38127,17221,1021,2362,132529,4197,295,1044,808,7231,10827,1598,13305,293,210873,2057
U1523,B,8,F,1,95,71.15,147430,194,8887,144178,605,1124,26247,-2364,56036,40986,17382,1004,2580,152186,4112,254,909,1004,6610,9599,1586,12311,81,208657,1808
U1523,B,8,F,1,96,71.16,148936,365,9293,146569,680,1098,27304,-3297,59014,39567,18129,934,2299,151867,4234,269,824,920,6811,10771,1475,13328,183,211905,2112
U1523,B,8,F,1,98,71.18,137470,148,8029,134103,533,896,25404,-3141,55274,35832,15944,371,1833,129129,4271,414,938,914,6753,11710,1714,14833,254,501007,6919
U1523,B,8,F,1,100,71.2,139268,204,8298,135689,501,946,24525,-3280,53996,35616,16670,1029,2477,140071,4263,297,878,900,7027,11092,1599,12899,369,208916,2080
U1523,B,8,F,1,102,71.22,142793,223,9061,140360,564,904,24863,-3481,55839,39577,17619,550,2441,143041,4186,274,812,940,7154,11212,1408,14880,125,211344,2228
U1523,B,8,F,1,112,71.32,141113,159,8510,140241,525,754,23576,-3581,53686,34013,17488,826,2224,140342,4336,264,838,864,6991,11254,1978,16187,58,205771,2020
U1523,B,8,F,1,116,71.36,123136,234,7280,118906,380,798,18884,-2271,46144,27451,14853,736,2012,123620,4333,324,869,802,6760,9780,1479,11927,130,211873,2366
U1523,B,8,F,1,122,71.42,117096,152,5858,105613,338,476,17823,38,42441,21541,14294,776,1929,119540,4191,248,801,756,6122,9799,1472,11610,353,498130,5829
U1523,B,8,F,1,126,71.46,126101,226,7376,124919,386,715,19664,-1698,48204,28745,15657,953,1841,122164,4254,275,740,791,6655,11977,1273,12111,42,208587,2206
U1523,B,8,F,1,128,71.48,135287,156,7680,128714,419,947,22272,-2643,50874,31783,16450,559,1842,144175,3963,257,833,799,5274,10999,1384,11048,426,498434,5392
U1523,B,8,F,1,133,71.53,128027,186,7588,130212,476,823,20310,-2459,48184,28638,15341,743,1803,121524,4145,266,793,732,6271,10252,1532,12534,53,205136,2209
U1523,B,8,F,1,134,71.54,130962,200,8152,133088,405,645,21390,-2571,49360,31196,16269,571,1904,124827,4373,310,843,850,6846,10956,1457,14098,273,207531,2267
U1523,B,8,F,1,136,71.56,147798,255,9332,150499,562,902,24347,-3702,58569,28542,18115,707,1886,163521,4343,275,898,967,6919,10791,1602,12650,171,201150,2179
U1523,B,8,F,1,140,71.6,119109,189,6493,106299,366,556,17115,-561,45399,29272,14363,1019,1798,115147,4163,327,768,715,6429,9494,1339,11142,79,211297,1791
U1523,B,8,F,1,142,71.62,123854,168,7116,117669,374,588,19929,-1350,48644,26953,15501,981,1915,115985,4130,302,701,589,7046,10291,1384,12668,113,211426,2077
U1523,B,8,F,1,144,71.64,125155,171,6590,112140,428,560,19319,-274,48534,25293,15015,334,2027,130130,4023,287,779,725,6794,8823,1362,11825,-64,210894,2023
U1523,B,8,F,1,146,71.66,133035,162,7502,123038,417,701,21103,-288,52403,29472,16648,844,1919,134684,4040,315,925,718,6304,11460,1432,12755,-216,214120,2052
U1523,B,8,F,CC,2,74.48,123012,219,6924,120217,321,496,13885,-2325,45081,24930,14245,649,1765,136432,4205,213,751,779,6399,9973,1605,11256,82,210571,2011
U1523,B,8,F,CC,4,74.5,148784,226,9308,158552,673,720,18524,-3247,56654,38252,17350,911,2411,161327,4290,182,892,954,6631,10229,1472,12316,-101,208337,1930
U1523,B,8,F,CC,6,74.52,149909,216,9527,165362,591,681,19378,-3550,57845,31891,17671,698,2640,167196,4299,226,990,938,6766,10001,1568,13378,-59,496799,5212
U1523,B,8,F,CC,8,74.54,150433,240,9684,161204,599,598,18445,-3675,57767,37867,17544,926,2517,167401,4389,195,906,897,6836,10112,1475,12029,92,495140,5491
U1523,B,8,F,CC,10,74.56,157268,141,10014,168697,641,649,19631,-3662,60150,39138,18572,930,2530,175997,4220,256,955,871,6819,10516,1604,13071,317,496260,5289
U1523,B,8,F,CC,12,74.58,145820,232,9418,159753,571,483,17417,-4085,55724,33790,17205,620,2387,160378,4333,209,847,782,6803,10395,1329,11382,20,496953,5463
U1523,B,8,F,CC,14,74.6,148384,217,8565,155030,884,1391,20052,-4019,55423,41173,16852,878,2425,158067,4385,246,908,866,6884,10478,1390,11695,387,205056,2121
U1523,B,8,F,CC,16,74.62,124034,193,6990,134236,470,407,14317,-2787,44687,28667,13514,642,1913,120651,4313,265,854,737,6616,10407,1349,11958,143,180643,1807
U1523,B,8,F,CC,18,74.64,136687,221,7973,145275,540,728,16750,-3011,50259,34818,15008,524,2245,140651,4141,296,782,747,6160,10181,1519,12128,263,207958,1989
U1523,B,8,F,CC,20,74.66,136452,229,7934,139754,516,702,16286,-2731,50895,32841,15649,942,2408,147884,4331,205,878,928,6731,10269,1791,11610,247,204148,1946
U1523,B,9,F,1,8,74.98,126718,78,3334,104067,165,2262,47939,-2536,31569,29867,10620,172,1951,100825,4351,266,730,1365,5239,9049,1558,9899,88,213067,1641
U1523,B,9,F,1,10,75,113250,124,3296,97405,232,1813,36297,-974,28101,24930,9532,381,1504,89821,4197,281,716,1312,4541,8037,1019,9003,423,214010,1693
U1523,B,9,F,1,12,75.02,126207,110,3984,117402,203,1876,41144,-3002,31621,25968,10681,603,1606,105224,4502,250,825,1641,5213,8771,1444,11224,100,211563,1910
U1523,B,9,F,1,14,75.04,127996,157,3819,112051,248,2053,45410,-2650,32083,30677,11049,827,1578,104262,4462,247,719,1579,5287,9408,1327,9663,339,504252,5088
U1523,B,9,F,1,16,75.06,136249,143,4176,123437,274,2269,50289,-3787,34652,34257,11783,481,1676,109994,4486,272,814,1432,5467,9850,1290,9733,251,216702,1802
U1523,B,9,F,1,18,75.08,138158,193,4248,122390,283,2244,53508,-4697,34413,35508,11958,495,2000,108975,4417,290,760,1482,5464,10231,1055,10933,255,211852,1942
U1523,B,9,F,1,20,75.1,135113,155,2801,86536,247,2612,70698,-4950,28997,34468,10952,-65,1730,105031,4544,345,704,1449,5486,10983,1363,11564,-60,212218,2263
U1523,B,9,F,1,22,75.12,128598,151,3647,107802,202,1695,48922,-4344,30594,35722,10490,549,2015,97059,4548,235,813,1402,5948,10609,3455,38888,22,499412,6040
U1523,B,9,F,1,24,75.14,139833,105,4507,129721,336,2111,49348,-4361,36092,36347,12393,537,1863,110632,4337,254,818,1535,5655,11004,1258,11598,554,209858,1832
U1523,B,9,F,1,26,75.16,139778,173,4606,134731,456,1916,48088,-4768,34768,41006,12497,684,2149,107500,4548,293,841,1457,5121,11214,1444,11867,42,503177,5777
U1523,B,9,F,1,28,75.18,140203,128,3947,120437,424,1982,55048,-5004,33973,39837,11975,303,2031,105698,4434,267,726,1485,5398,11304,1342,12764,102,216257,2117
U1523,B,9,F,1,30,75.2,140267,156,4414,125882,381,2106,52884,-4719,35067,39682,13467,512,1769,109429,4338,249,759,1554,5419,10724,1375,12001,344,212338,1990
U1523,B,9,F,1,32,75.22,141064,108,4471,130551,397,2147,54153,-4532,34628,35512,12132,702,2140,108948,4500,271,799,1688,5612,10740,1293,11093,10,212318,2116
U1523,B,9,F,1,34,75.24,144344,168,4548,130376,384,2202,54760,-4980,36955,36284,12944,672,2099,116608,4507,302,794,1634,5578,10872,1110,10813,278,201354,2153
U1523,B,9,F,1,36,75.26,139485,201,4300,125305,404,1936,51667,-3724,35035,41122,12686,732,2079,106651,4585,235,852,1543,5444,11653,1410,11610,220,211880,1865
U1523,B,9,F,1,38,75.28,136372,185,4211,125850,352,1919,47197,-3233,35005,35756,12165,949,1830,105811,4480,327,848,1582,5502,10372,1485,13127,346,212432,1972
U1523,B,9,F,1,40,75.3,141928,122,4098,121525,379,2280,58051,-4716,34776,36185,12090,604,1739,110770,4480,304,1074,1618,5431,11086,1611,12121,-34,216580,2075
U1523,B,9,F,1,42,75.32,140683,175,4136,119875,257,2179,59410,-5366,34884,33327,12326,413,1776,112279,4457,293,888,1670,5526,10826,1421,11874,37,213203,1932
U1523,B,9,F,1,44,75.34,133882,149,3967,118148,296,2126,53632,-4083,32492,33294,11667,639,1776,103946,4392,286,774,1472,5125,9180,1210,11025,-667,207595,1749
U1523,B,9,F,1,46,75.36,138272,167,3316,108715,325,2417,63401,-5269,33332,36747,11422,188,1962,105134,4503,250,891,1549,5509,10783,1481,11903,167,211750,1942
U1523,B,9,F,1,48,75.38,133656,128,2987,100934,322,2304,65755,-4957,31472,31233,11163,157,1724,100305,4442,326,816,1711,5647,10072,1404,13209,-8,201737,2173
U1523,B,9,F,1,50,75.4,129838,118,3657,113299,160,2180,56110,-4433,30648,30235,10812,176,1614,97153,4347,289,717,1542,5123,11450,1322,11292,37,210613,2001
U1523,B,9,F,1,52,75.42,133025,171,4399,125630,355,1633,49164,-4029,33187,30232,11561,571,1504,102023,4536,336,789,1629,5504,10185,1253,12616,-1,214286,2061
U1523,B,9,F,1,54,75.44,130358,132,4215,128024,299,1437,43100,-3810,32796,34113,11317,537,1388,98229,4325,236,767,1577,5011,11242,1215,12717,20,212700,2014
U1523,B,9,F,1,56,75.46,133863,112,3976,121726,347,1696,49506,-3847,33993,34676,12078,591,1530,104259,4442,293,827,1613,5059,10315,1470,12598,218,212394,1818
U1523,B,9,F,1,58,75.48,126748,149,3385,107131,276,1511,49898,-3945,31061,31495,11263,286,1855,98989,4366,292,775,1370,5475,9845,1355,12254,112,200782,2291
U1523,B,9,F,1,60,75.5,128532,106,3494,109346,265,1475,51543,-4041,30997,31447,10700,279,1896,99731,4301,239,731,1483,5146,9826,1336,11868,158,207334,1859
U1523,B,9,F,1,62,75.52,132672,125,4398,137120,401,1338,43807,-4272,32306,34056,11172,452,1410,97459,4297,194,717,1437,4959,10221,1295,11660,-64,210067,1711
U1523,B,9,F,1,64,75.54,139041,173,5009,144954,533,1291,42105,-4026,37143,37514,13206,707,1849,108505,4611,277,785,1437,5148,10758,1415,13711,-27,214838,1918
U1523,B,9,F,1,66,75.56,116054,85,3228,106954,265,1001,37550,-2580,27386,25849,9353,130,1391,85003,4385,333,751,1682,5016,10236,1213,11328,206,500099,5609
U1523,B,9,F,1,68,75.58,121933,124,3429,112092,187,1098,42035,-3580,28295,28748,9830,212,1628,89883,4508,284,787,1661,4591,14073,1212,11752,212,213528,1929
U1523,B,9,F,1,70,75.6,125840,140,3459,113588,260,1281,42995,-4076,30546,29045,11211,358,1512,100012,4452,309,803,1443,5139,10460,1282,12138,331,213066,1952
U1523,B,9,F,1,72,75.62,122867,105,3064,106404,151,1389,46905,-3172,28146,27983,9391,217,1176,88727,4374,273,685,1702,4796,9939,1121,11466,35,212044,1796
U1523,B,9,F,1,74,75.64,134112,125,4324,137595,332,1381,46831,-4164,32751,30870,11548,530,1669,97959,4440,265,828,1736,5119,9205,1186,11203,5,211653,1833
U1523,B,9,F,1,76,75.66,131886,131,3999,122771,321,1425,49366,-4436,32557,30401,11446,156,1401,100994,4291,268,791,1609,5429,9603,1243,12010,258,213655,1848
U1523,B,9,F,1,78,75.68,124526,172,3137,100630,267,1707,50629,-4074,30071,27878,10734,301,1550,97233,4480,221,789,1516,5354,10039,1188,12037,37,213421,1958
U1523,B,9,F,1,80,75.7,129096,137,3294,108728,351,2049,55338,-4568,30056,30000,10465,218,1636,98451,4458,355,758,1696,5280,9567,1383,11443,218,209315,1846
U1523,B,9,F,1,82,75.72,129197,82,3092,97227,185,2431,62125,-4217,30741,27008,10566,473,2029,100992,4362,288,790,1592,5426,9748,1243,12420,-43,215903,1830
U1523,B,9,F,1,84,75.74,135934,216,4866,135690,224,3414,42851,-3967,36204,25115,12405,671,1927,121249,4444,297,763,1407,5661,8564,1174,9887,-7,211996,1789
U1523,B,9,F,1,86,75.76,130884,139,4657,132082,204,3436,36212,-3292,34382,24262,11162,615,1929,119696,4139,255,832,1197,5802,9250,1040,8903,121,497117,5048
U1523,B,9,F,1,88,75.78,136170,86,4067,123924,348,4575,44971,-3450,36042,24186,11971,572,2162,126762,4335,294,848,1420,6086,8903,1228,9810,66,205914,2004
U1523,B,9,F,1,90,75.8,135883,117,4159,125046,316,3523,45553,-4216,36452,25071,12102,732,1936,121187,4286,284,856,1506,5961,9229,1496,11514,130,208665,1914
U1523,B,9,F,1,92,75.82,141908,138,4944,138296,386,4439,45985,-4729,39547,26227,12530,575,1594,129822,4388,314,833,1442,5910,9017,1376,10989,19,209525,1909
U1523,B,9,F,1,94,75.84,137556,141,4818,140941,307,3996,39188,-3979,37872,26624,12820,730,1627,123338,4328,242,770,1426,5540,8967,1332,10433,215,500427,5231
U1523,B,9,F,1,100,75.9,133214,131,4539,131828,251,3456,34399,-2057,37991,23808,12431,673,1902,119468,4465,271,853,1332,5810,8396,1112,10306,-23,212485,1850
U1523,B,9,F,1,102,75.92,132059,116,4547,120509,254,5220,38383,-3765,38094,22659,11976,584,1859,127570,4420,328,814,1248,6483,9307,1398,11878,-174,208990,2015
U1523,B,9,F,1,104,75.94,134179,70,4702,131479,220,4132,39956,-3701,37734,24184,12042,560,1788,122170,4528,279,1000,1335,6180,8778,1337,10757,635,207144,2017
U1523,B,10,F,1,8,79.68,107854,94,3370,92951,161,1893,38648,-2027,31426,28327,8499,245,1191,64566,4164,212,570,762,6031,10811,1239,10974,-34,501914,5551
U1523,B,10,F,1,10,79.7,99278,136,3127,90775,148,1056,27418,-777,26233,27447,8202,302,1279,62361,3918,151,494,840,5196,9999,1016,11300,-1133,499715,6185
U1523,B,10,F,1,14,79.74,99543,138,4181,109062,225,715,18900,-1984,30813,26136,7594,595,1213,55303,4262,364,561,569,6176,11462,1005,10586,-1078,499772,6125
U1523,B,10,F,1,16,79.76,108681,135,4661,120270,308,748,20752,-2414,33371,31957,9132,678,1539,70304,4306,188,692,836,5981,10809,1155,10991,114,201267,2546
U1523,B,10,F,1,18,79.78,108511,112,4356,112201,220,578,20197,-1814,31524,27125,9133,502,1456,83126,4300,176,650,934,6051,9543,1471,13004,2,202022,2219
U1523,B,10,F,1,20,79.8,134686,172,5420,142305,407,774,27459,-3789,38822,36280,11810,523,2123,124559,4283,264,827,1420,6271,9337,1290,8589,143,208884,1943
U1523,B,10,F,1,22,79.82,120715,126,4787,127181,317,750,22442,-2340,34713,25421,11012,558,1692,112950,4264,215,795,1399,5728,8374,1162,9119,253,503036,5457
U1523,B,10,F,1,24,79.84,137734,145,6344,155417,434,906,24788,-3593,39948,33082,12968,738,2176,130117,4293,285,920,1757,6136,7988,1438,9230,390,207314,2059
U1523,B,10,F,1,26,79.86,132106,241,6158,150220,426,1036,24176,-3131,38286,33278,12114,496,1846,120911,4298,309,789,1522,6011,8671,1429,9599,331,214043,1913
U1523,B,10,F,1,28,79.88,121193,124,5202,134394,284,1122,21771,-3100,34170,23999,11134,755,1384,108623,4285,309,811,1185,5398,9210,1167,9090,-15,211696,1663
U1523,B,10,F,1,30,79.9,139284,201,6626,163375,404,1476,23856,-3600,42153,34500,13194,576,2305,124020,4279,357,825,1432,6304,10216,1491,11300,477,207467,1952
U1523,B,10,F,1,32,79.92,135571,124,6422,164164,494,1648,22665,-3221,42179,25235,13377,778,2195,119727,4335,308,861,1456,6229,8793,1370,10463,-9,499095,5118
U1523,B,10,F,1,34,79.94,140985,114,7115,176318,448,1878,22294,-3615,42370,24343,14109,566,1865,127204,4485,285,910,1686,6095,7679,1436,9234,109,211337,1806
U1523,B,10,F,1,36,79.96,144964,184,7410,186146,369,2073,23423,-3428,44097,24214,14346,834,2196,131475,4512,324,952,1749,6114,7468,1318,8035,143,208898,2007
U1523,B,10,F,1,38,79.98,141702,136,6983,179135,383,2024,25153,-3510,43486,22836,14018,913,2218,126758,4280,348,1040,1528,6333,8470,1335,9085,-12,211461,1887
U1523,B,10,F,1,40,80,139323,198,7096,178148,514,2251,23713,-3513,43269,23495,14169,818,1899,124821,4417,344,929,1523,6193,8146,1260,9248,97,203638,1772
U1523,B,10,F,1,42,80.02,132182,179,5947,159436,523,2083,22527,-3031,38962,23121,13282,898,2007,116631,4428,284,1005,1393,5994,8990,1480,10155,-12,207930,1863
U1523,B,10,F,1,44,80.04,143624,181,7119,176510,485,2383,26622,-4307,43535,31236,14468,665,2064,126774,4447,300,940,1556,6117,9090,1216,9523,69,204349,1887
U1523,B,10,F,1,46,80.06,147371,203,7562,191290,549,2213,24500,-4521,44619,26990,14763,634,2462,131551,4530,328,989,1500,6167,9418,1398,9551,140,205921,2105
U1523,B,10,F,1,48,80.08,129941,201,6005,151425,377,1844,23014,-3404,38583,22414,12892,590,1811,118330,4466,260,928,1577,6188,8910,1287,9342,180,184090,1688
U1523,B,10,F,1,50,80.1,140217,169,7184,173370,541,3011,22380,-3582,42898,23764,14069,776,2411,129918,4428,311,824,1427,6128,10052,1446,10674,227,210334,1972
U1523,B,10,F,1,52,80.12,144757,127,6907,193525,484,2633,25830,-4184,40959,21379,13349,769,2478,128298,4490,353,865,1865,5634,6548,1207,6743,81,207815,1821
U1523,B,10,F,1,54,80.14,134961,248,6441,171953,457,2056,22086,-4018,39165,23068,13068,598,2136,117439,4274,319,845,1573,6066,8952,1242,9538,13,197490,2156
U1523,B,10,F,1,56,80.16,146630,211,7549,189309,572,1998,23131,-4513,44743,25595,14604,765,2093,132203,4488,329,1021,1578,6138,8767,1423,8646,-148,206923,1992
U1523,B,10,F,1,58,80.18,147195,225,7965,193742,557,2239,23144,-4294,44116,25384,13502,534,2378,132896,4398,315,920,1761,5948,7727,1352,8403,36,207119,1865
U1523,B,10,F,1,60,80.2,145515,184,7637,189674,519,1926,23783,-4739,43558,25761,14587,751,2426,130404,4538,326,895,1773,5919,8415,1403,9984,154,497521,5832
U1523,B,10,F,1,62,80.22,143961,154,7608,187329,586,2113,22230,-3886,44666,25259,14284,933,2473,129095,4473,264,900,1539,5891,9002,1339,10150,129,208496,2249
U1523,B,10,F,1,64,80.24,148290,204,8004,195685,544,1957,23300,-4120,44934,26209,14265,883,2286,135072,4533,321,869,1677,6241,7934,1392,8323,478,207679,1992
U1523,B,10,F,1,66,80.26,141680,161,7243,184464,548,1943,22477,-4198,42130,25100,13716,814,2283,128764,4348,318,904,1652,6005,8623,1212,9585,184,208598,2135
U1523,B,10,F,1,68,80.28,143107,189,7188,191655,338,2150,23964,-4116,40576,22273,13322,718,2352,129061,4450,313,903,1825,5657,7107,1420,7852,29,207749,1811
U1523,B,10,F,1,71,80.31,135372,269,7243,178054,513,1951,20458,-3452,40810,22912,13323,694,2299,119755,4313,286,899,1379,5653,9103,1197,8830,391,206929,1839
U1523,B,10,F,1,72,80.32,149105,151,7996,198761,519,2048,23106,-4538,46003,26228,14505,785,2143,132407,4412,359,922,1510,6286,8943,1381,10106,-45,496327,5488
U1523,B,10,F,1,74,80.34,150266,207,8382,198500,514,2490,22076,-4727,47714,28249,15266,727,2393,136192,4498,274,858,1418,6367,9480,1412,10856,0,205356,2130
U1523,B,10,F,1,76,80.36,151229,193,7998,195774,485,2169,23824,-3928,46013,25606,14498,1046,2770,142115,4476,256,973,2002,5956,6504,1228,6875,213,206077,1904
U1523,B,10,F,1,78,80.38,147236,227,7962,182672,504,7199,19570,-4065,45705,28647,14490,389,2269,147469,4254,260,866,1236,6444,8441,1447,10710,171,495296,5918
U1523,B,10,F,1,80,80.4,153595,208,8820,195776,506,6164,22028,-4679,49076,30271,14791,523,2299,149678,4522,311,961,1316,6364,8884,1501,9802,54,205251,1912
U1523,B,10,F,1,82,80.42,144525,169,7556,181025,447,5083,20385,-3941,45331,27608,14368,820,2517,138449,4357,256,935,1239,5954,8964,1541,10584,125,208813,1899
U1523,B,10,F,1,84,80.44,136874,216,7415,171327,440,4661,17406,-3496,43287,28457,13020,750,2243,125500,4391,235,787,1081,6371,9076,1435,11190,-39,494789,5940
U1523,B,10,F,1,87,80.47,139733,167,7602,177001,443,4421,20163,-3736,44461,29374,13588,739,2064,125238,4325,268,796,1017,6126,9393,1246,11759,183,205384,2047
U1523,B,10,F,1,88,80.48,141996,136,7769,181829,604,4444,19943,-3989,45612,28892,14143,769,2717,130141,4373,337,884,1104,6338,9274,1564,11441,156,210278,2184
U1523,B,10,F,1,90,80.5,146686,171,8359,192512,520,3684,20490,-4385,47017,28442,15043,847,2572,134097,4273,252,848,1226,6195,9195,1396,10307,23,210613,2033
U1523,B,10,F,1,92,80.52,139472,198,7509,174588,512,3797,19526,-3570,44406,28469,13632,793,2445,129272,4511,303,959,1164,6148,9538,1498,10443,329,210173,2066
U1523,B,10,F,1,94,80.54,143842,151,7682,185356,456,3465,20064,-4045,45180,27196,14291,702,2459,134657,4417,309,1025,1359,6221,8644,1546,9928,117,207453,2095
U1523,B,10,F,1,96,80.56,143312,213,7863,183009,499,3667,19705,-3937,45935,27518,14957,678,2398,134426,4475,353,947,1393,6180,8809,1452,8948,436,208157,2202
U1523,B,10,F,1,98,80.58,147696,213,7951,190849,608,4346,22859,-4264,45242,26517,14741,878,2533,138454,4436,356,959,1405,6054,8221,1609,9514,-31,204198,2147
U1523,B,10,F,1,101,80.61,143546,239,7548,181166,450,4502,22306,-3751,43552,25433,13700,698,2224,135824,4313,358,864,1387,5758,7493,1541,8967,353,204819,1889
U1523,B,10,F,1,102,80.62,145050,128,7240,175071,450,4512,23180,-4084,44607,26076,14084,714,2690,142809,4354,232,865,1457,6123,8341,1372,9826,454,205965,2195
U1523,B,10,F,1,104,80.64,144585,180,7220,176388,417,5472,21767,-4257,43508,26762,14190,1242,2442,142306,4386,256,905,1420,6266,8641,1452,9777,152,207192,2140
U1523,B,10,F,1,106,80.66,143949,125,6951,169791,397,6929,22272,-4003,42824,25756,13635,834,2298,148446,4473,307,925,1407,5890,8193,1243,9493,41,205298,2040
U1523,B,10,F,1,108,80.68,152624,265,8780,204773,587,3176,21617,-4790,47204,26857,15401,643,2635,140564,4515,307,879,1640,6209,7778,1468,8484,96,496114,5840
U1523,B,10,F,1,110,80.7,146681,213,7992,184100,535,2559,21892,-4255,45646,29848,14978,978,2629,137199,4262,277,961,1326,6398,8987,1633,10350,231,207421,1941
U1523,B,10,F,1,113,80.73,138478,168,7218,172647,349,2577,20119,-3387,42766,27521,13716,924,2469,127567,4319,260,916,1345,5826,8165,1269,8893,-163,210294,1742
U1523,B,10,F,1,114,80.74,144001,257,7818,183056,410,2394,21441,-4388,45205,29175,14581,792,2333,133665,4372,339,914,1337,6123,9042,1513,10630,119,208879,1956
U1523,B,10,F,1,116,80.76,153558,245,7983,200948,450,1821,23471,-4636,46063,26531,14305,1006,2780,144075,4468,321,892,1805,5940,7074,1385,7635,416,211812,2078
U1523,B,10,F,1,118,80.78,149414,222,7755,200826,436,2123,23590,-4453,43926,29195,13875,806,2582,133449,4529,278,863,1772,5749,7258,1307,8086,-68,206185,1885
U1523,B,10,F,1,120,80.8,152102,166,8008,203471,422,1880,23818,-4602,45219,26686,14952,675,2714,139559,4424,306,958,1746,5807,7324,1387,8044,282,206358,1944
U1523,B,10,F,1,122,80.82,137420,153,6788,180881,521,1827,21544,-3856,38791,22607,12836,718,2464,123209,4425,266,966,1752,5554,7780,1230,7815,39,495764,5604
U1523,B,10,F,1,124,80.84,139567,202,6750,191451,485,1911,23111,-3765,38694,20470,12480,675,2296,119349,4328,257,873,1779,5354,6845,1058,6650,110,210678,1856
U1523,B,10,F,1,127,80.87,137000,203,6478,182931,527,1879,22209,-2785,38090,23055,12907,662,2079,116955,4270,317,888,1721,5016,8235,1112,7861,-46,210573,1986
U1523,B,10,F,1,128,80.88,137854,155,7195,173029,478,1732,20420,-3015,42613,25034,14036,717,2458,126291,4255,306,881,1394,5857,9750,1274,9553,228,207112,1960
U1523,B,10,F,1,130,80.9,139458,210,7471,174592,429,1737,19824,-3797,43250,26990,14364,772,2419,127922,4346,289,893,1286,6337,11394,1319,12678,187,196245,2824
U1523,B,10,F,2,8,81.07,131733,160,6691,159185,405,1882,19727,-2268,40110,25891,13650,977,2441,120391,4313,300,847,1367,5930,9388,1120,10382,163,183262,1668
U1523,B,10,F,2,20,81.19,105545,136,4200,111546,269,569,16390,-640,29336,30883,9915,731,1586,77396,4105,229,589,606,4807,9076,1003,10216,-1363,495858,5083
U1523,B,10,F,2,22,81.21,105103,80,4413,114679,261,676,16656,-1033,31054,32603,9597,645,1439,71852,4174,215,586,716,4682,9901,1181,11017,-1221,496619,5767
U1523,B,10,F,2,28,81.27,99150,112,3775,110081,238,499,15518,-671,27389,27228,8826,622,1403,66790,4022,200,477,521,4672,9301,1199,12089,-1112,497434,4959
U1523,B,10,F,2,36,81.35,110225,109,4696,105043,402,299,16023,-1065,34378,32921,11245,733,1494,98544,4185,198,679,664,5320,10352,1248,12510,103,196763,2434
U1523,B,10,F,2,40,81.39,128921,155,6414,139273,494,603,22136,-2533,39890,30665,13421,650,1698,119914,4196,187,700,917,5267,8930,1219,11549,59,211216,1711
U1523,B,10,F,2,42,81.41,136444,156,6657,155313,421,528,22401,-3371,42046,34099,14056,861,1752,125664,4313,233,745,986,5472,9895,1289,12405,208,209089,2039
U1523,B,10,F,2,72,81.71,101166,130,4241,109425,239,557,13775,-766,29618,20537,9123,269,1205,80188,4024,204,568,649,5750,7182,1170,9940,260,207619,2600
U1523,B,10,F,2,74,81.73,134460,198,6350,161842,390,1114,23765,-3458,40757,33173,12088,831,2123,119097,4413,286,716,1188,5895,7785,1414,10649,180,206738,1870
U1523,B,10,F,2,76,81.75,121279,148,5776,148052,334,1153,19657,-2870,35766,22585,11792,497,1869,106290,4268,346,799,1355,5739,7330,1670,9991,61,207307,1618
U1523,B,10,F,2,80,81.79,123861,112,6349,154949,430,1348,17736,-1853,38154,22555,11964,694,2019,104303,4230,247,814,1161,5901,7248,1444,9858,287,208440,1655
U1523,B,10,F,2,82,81.81,130014,179,6594,164691,430,1762,20095,-3120,41287,22170,12982,741,2232,116387,4316,272,719,1237,6304,7157,1512,9300,236,208538,1861
U1523,B,10,F,2,88,81.87,123463,146,5876,157996,389,1653,20039,-2153,34624,20627,11679,717,2046,100324,4187,311,833,1301,5326,6751,1380,9012,501,495047,4905
U1523,B,10,F,2,90,81.89,120152,98,5233,144803,293,1476,18525,-840,34747,20682,11961,796,1925,100201,4096,267,775,1211,5025,6529,1429,8309,-1468,209886,1606
U1523,B,10,F,2,94,81.93,115462,174,5447,145349,234,1591,16882,-2010,31601,18997,10268,681,1671,95189,4361,272,717,1263,4935,6661,1387,8885,236,211484,1616
U1523,B,10,F,2,96,81.95,113656,185,4902,131464,209,1428,19080,-2615,31702,21905,10281,824,2355,92080,4360,288,697,1165,5293,8080,1434,8898,69,213061,1830
U1523,B,10,F,2,98,81.97,135204,225,6667,178485,384,1878,20974,-2369,39818,23114,12756,808,1932,114643,4309,258,835,1529,5620,7263,1246,8697,139,207961,1693
U1523,B,10,F,2,100,81.99,125014,164,6244,164993,384,1593,18842,-2400,35854,21049,11253,509,1707,101525,4432,251,722,1387,5334,6678,1223,9253,209,206171,1546
U1523,B,10,F,2,102,82.01,128245,162,6055,157386,418,1687,19669,-1619,38156,23252,11710,692,1743,108618,4384,281,751,1280,5690,7545,1429,10070,-85,208202,1719
