Site,Hole,Core,Type,Section,Interval,Depth (CSF-A),Depth (CCSF), Sample_ID ,Al,Si,P,S,Cl,Ar,K,Ca,Ti,Cr,Mn,Fe,Rh,Ni,Cu,Zn,Ga,Br,Rb,Sr,Y,Zr,Nb,Mo,Pb,Bi,Al/Ca,ln(Al/Ca),ln(Al/Ca) predicted,Si/Ca,ln(Si/Ca),ln(Si/Ca) predicted,K/Ca,ln(K/Ca),ln(K/Ca) predicted,Ti/Ca,ln(Ti/Ca),ln(Ti/Ca) predicted,Mn/Ca,ln(Mn/Ca),ln(Mn/Ca) predicted,Fe/Ca,ln(Fe/Ca),ln(Fe/Ca) predicted,Ni/Ca,ln(Ni/Ca),ln(Ni/Ca) predicted,Zn/Ca,ln(Zn/Ca),ln(Zn/Ca) predicted,Br/Ca,ln(Br/Ca),ln(Br/Ca) predicted,Rb/Ca,ln(Rb/Ca),ln(Rb/Ca) predicted,Sr/Ca,ln(Sr/Ca),ln(Sr/Ca) predicted,Zr/Ca,ln(Zr/Ca),ln(Zr/Ca) predicted,Cl/Ca,ln(Cl/Ca),Cu/Ca,ln(Cu/Ca),ln(Cu/Ca) predicted
U1456,C,3,H,4,24,13.54,14.52,240,-509,23611,-7247,-4793,121099,-62285,-12061,1832219,1859,-608,-246,93100,113979,536,28,77,48,1431,261,169365,-3309,5045,-50,-25,43,42,-0.000277805,#NUM!,0.97717946,0.01288656,-4.351570374,-2.201809083,-0.006582728,#NUM!,#NUM!,0.001014617,-6.893244371,-5.812861135,-0.000134263,#NUM!,#NUM!,0.050812703,-2.979608895,-3.049062229,0.000292541,-8.136904197,-9.021407242,4.20E-05,-10.07723294,-8.731078099,0.00078102,-7.154909579,-8.202513951,0.00014245,-8.856517951,-9.22280666,0.092437094,-2.38122693,-4.023335557,0.002753492,-5.894885426,-8.194371593,0.066094173,-2.716674687,1.53E-05,-11.08883385,-9.878089498
U1456,C,3,H,4,26,13.56,14.54,260,-540,25510,-8041,-4777,113278,-79127,-15041,1948224,2115,-1131,-383,91631,128476,621,54,137,50,1144,133,172071,-1455,5869,-66,-182,91,20,-0.000277176,#NUM!,0.977179734,0.013093977,-4.335602935,-2.188142552,-0.007720365,#NUM!,#NUM!,0.001085604,-6.825618655,-5.777235907,-0.000196589,#NUM!,#NUM!,0.047033093,-3.056903825,-3.109097201,0.000318752,-8.051097664,-8.945940396,7.03E-05,-9.56244782,-8.371294782,0.000587201,-7.440142574,-8.365125282,6.83E-05,-9.592079618,-9.702613535,0.088321979,-2.426766285,-4.059247892,0.003012487,-5.804989206,-8.112844711,0.058144238,-2.844828493,2.77E-05,-10.4934447,-9.476023206
U1456,C,3,H,4,28,13.58,14.56,280,-716,23312,-8669,-3533,116276,-74226,-15680,1900770,2964,-940,-4,88146,127674,655,57,94,36,1107,198,173222,-1328,6106,124,160,105,40,-0.000376689,#NUM!,0.977136554,0.012264503,-4.401046097,-2.244155354,-0.008249288,#NUM!,#NUM!,0.001559368,-6.463474639,-5.58645844,-2.10E-06,#NUM!,#NUM!,0.046373838,-3.071019816,-3.120061091,0.000344597,-7.97313439,-8.877371696,4.95E-05,-9.914474843,-8.617326468,0.000582396,-7.448360692,-8.369810431,0.000104168,-9.169502595,-9.426966542,0.091132541,-2.395440337,-4.03454425,0.003212382,-5.740742452,-8.05457933,0.061173104,-2.794047671,3.00E-05,-10.41471836,-9.422859307
U1456,C,3,H,4,30,13.6,14.58,300,-467,39049,-7031,-3819,110233,-42790,-3382,1713416,5778,-419,102,131396,91875,591,48,169,64,916,415,136044,-1173,6219,-117,4,94,57,-0.000272555,#NUM!,0.977181738,0.022790146,-3.78142705,-1.713823412,-0.001973835,#NUM!,#NUM!,0.003372211,-5.692186716,-5.180143962,5.95E-05,-9.729026783,-6.813981015,0.076686572,-2.568028653,-2.729387855,0.000344925,-7.972183579,-8.876535458,9.86E-05,-9.224100882,-8.134824106,0.000534605,-7.533983232,-8.418623841,0.000242206,-8.325721076,-8.876567858,0.079399282,-2.533265955,-4.143233532,0.003629591,-5.618635196,-7.943840259,0.064335223,-2.74364801,2.80E-05,-10.48279859,-9.468833885
U1456,C,3,H,4,32,13.62,14.6,320,352,40997,-6921,-4415,100891,-67941,-9051,1791749,3515,-618,-133,117669,121669,524,26,160,47,1176,313,149452,-1593,4892,-47,-34,40,36,0.000196456,-8.53507162,0.977385242,0.022880995,-3.777448623,-1.710418277,-0.005051489,#NUM!,#NUM!,0.00196177,-6.233907991,-5.46552273,-7.42E-05,#NUM!,#NUM!,0.065672703,-2.723071919,-2.849809959,0.000292452,-8.137211111,-9.021677172,8.93E-05,-9.323528981,-8.204314404,0.000656342,-7.328828667,-8.301665223,0.00017469,-8.652499605,-9.089725492,0.083411237,-2.483972246,-4.104360513,0.002730293,-5.903346299,-8.202044759,0.056308668,-2.876906791,1.45E-05,-11.14060626,-9.913051406
U1456,C,3,H,4,34,13.64,14.62,340,1962,62114,-6039,-3054,108358,-36637,8811,1416984,6516,-238,573,183652,83962,622,94,194,49,954,810,100929,-136,4717,104,298,85,11,0.001384631,-6.582321587,0.977900791,0.043835357,-3.127314542,-1.153968516,0.006218137,-5.080285007,-3.150296852,0.004598499,-5.382025257,-5.016750906,0.00040438,-7.81315551,-6.040352195,0.129607674,-2.043243286,-2.32178706,0.00043896,-7.731101134,-8.664503448,0.000136911,-8.896183068,-7.905642346,0.000673261,-7.303377556,-8.287155545,0.000571637,-7.467006979,-8.316428653,0.071228045,-2.641868649,-4.228877616,0.003328901,-5.705112944,-8.022266929,0.076470871,-2.570845388,6.63E-05,-9.620746445,-8.886690074
U1456,C,3,H,4,36,13.66,14.64,360,1475,58595,-5699,-3837,102084,-34728,5111,1657997,4984,-432,120,162534,86792,622,86,262,93,1056,540,122619,-522,5116,-122,34,86,47,0.000889628,-7.024707536,0.977686009,0.035340836,-3.342716158,-1.338330759,0.003082635,-5.781970446,-3.467528839,0.003006037,-5.807132745,-5.24069753,7.24E-05,-9.533629062,-6.735079415,0.098030334,-2.322478316,-2.538668908,0.000375151,-7.888180713,-8.802654937,0.000158022,-8.752776302,-7.805415357,0.000636913,-7.358877341,-8.318795972,0.000325694,-8.029551666,-8.683376552,0.073956105,-2.604283539,-4.199237999,0.003085651,-5.780992643,-8.091082228,0.061570678,-2.787569523,5.19E-05,-9.866773509,-9.052832151
U1456,C,3,H,4,38,13.68,14.66,380,1133,52792,-5780,-3576,113113,-42134,4151,1514714,5492,-222,44,162612,83272,611,70,167,24,1075,570,119608,-543,5171,182,11,82,4,0.000747996,-7.198112939,0.977624555,0.034852784,-3.356622257,-1.35023299,0.002740451,-5.899632652,-3.520723922,0.003625767,-5.619689433,-5.141952393,2.90E-05,-10.44654757,-7.103715907,0.10735492,-2.231614926,-2.468095313,0.000403376,-7.815640241,-8.738855592,0.000110252,-9.112743388,-8.056996354,0.000709705,-7.25066126,-8.257101984,0.000376309,-7.885100839,-8.589151278,0.078964082,-2.538762192,-4.147567865,0.003413846,-5.679915828,-7.999415664,0.074676143,-2.594594602,4.62E-05,-9.982241958,-9.130807994
U1456,C,3,H,4,40,13.7,14.68,400,2213,59645,-6135,-4906,95074,-46458,3845,1702976,4378,-24,-79,160852,94819,619,53,203,64,1122,518,131236,-852,4932,-18,33,94,35,0.00129949,-6.645783527,0.977863849,0.035023982,-3.351722265,-1.346039087,0.002257812,-6.093358985,-3.608307597,0.002570794,-5.963540589,-5.323093182,-4.64E-05,#NUM!,#NUM!,0.094453474,-2.3596479,-2.567538524,0.000363481,-7.919782594,-8.830448791,0.000119203,-9.034681888,-8.002439171,0.000658847,-7.325019781,-8.299493777,0.000304173,-8.097912625,-8.727968405,0.077062742,-2.563135359,-4.166788544,0.002896107,-5.844388002,-8.148575479,0.05582815,-2.885477052,3.11E-05,-10.37759595,-9.397790547
U1456,C,3,H,4,42,13.72,14.7,420,1500,54018,-4904,-3849,110080,-41083,6469,1579801,5080,-660,175,169265,94263,602,121,262,69,1160,602,117838,-344,5153,-31,-3,53,59,0.000949487,-6.959589061,0.977711982,0.034192914,-3.375736844,-1.366593165,0.00409482,-5.498032632,-3.339160553,0.003215595,-5.739742907,-5.205196563,0.000110773,-9.108023474,-6.563219879,0.107143241,-2.233588635,-2.469628292,0.000381061,-7.872552002,-8.788909486,0.000165844,-8.704464944,-7.771650549,0.00073427,-7.216634164,-8.237703137,0.000381061,-7.872552002,-8.580965671,0.074590407,-2.595743369,-4.192503221,0.003261803,-5.725475099,-8.040733368,0.069679662,-2.663846795,7.66E-05,-9.477018902,-8.789630865
U1456,C,3,H,4,44,13.74,14.72,440,1638,49033,-5640,-3846,114732,-45337,5284,1554491,4897,-536,-57,176047,91365,570,80,221,76,1072,719,118629,-653,4834,-99,-63,70,29,0.001053721,-6.855427454,0.97775721,0.031542801,-3.456409899,-1.435641233,0.003399183,-5.684220053,-3.423335886,0.003150227,-5.760280667,-5.216015855,-3.67E-05,#NUM!,#NUM!,0.113250575,-2.178152435,-2.426570996,0.00036668,-7.911022358,-8.822744164,0.000142169,-8.858496017,-7.879302866,0.000689615,-7.279377377,-8.273473043,0.000462531,-7.678797361,-8.454579519,0.076313726,-2.572902464,-4.174490883,0.0031097,-5.773229158,-8.084041523,0.073806796,-2.606304466,5.15E-05,-9.874632084,-9.058139046
