Site,Hole,Core,Type,Section,Interval,Rh,Ca,Ti,Mn,Cl,Cr,Ar,Si,K,Fe,P,S,Al,Ba,Br,Pb,Ga,Sr,Cu,Y,Ni,Nb,Zr,Rb,Zn,Bi,Mo,ln(Al/Ca),predicted_ln(Al/Ca),predicted_Al/Ca,ln(Ba/Ca),ln(Br/Ca),predicted_ln(Br/Ca),predicted_Br/Ca,ln(Cl/Ca),predicted_ln(Cl/Ca),predicted_Cl/Ca,ln(Cu/Ca),predicted_ln(Cu/Ca),predicted_Cu/Ca,ln(Fe/Ca),predicted_ln(Fe/Ca),predicted_Fe/Ca,ln(K/Ca),predicted_ln(K/Ca),predicted_K/Ca,ln(Mn/Ca),predicted_ln(Mn/Ca),predicted_Mn/Ca,ln(Nb/Ca),predicted_ln(Nb/Ca),predicted_Nb/Ca,ln(Ni/Ca),predicted_ln(Ni/Ca),predicted_Ni/Ca,ln(Rb/Ca),predicted_ln(Rb/Ca),predicted_Rb/Ca,ln(Si/Ca),predicted_ln(Si/Ca),predicted_Si/Ca,ln(Sr/Ca),predicted_ln(Sr/Ca),predicted_Sr/Ca,ln(Ti/Ca),predicted_ln(Ti/Ca),predicted_Ti/Ca,ln(Y/Ca),predicted_ln(Y/Ca),predicted_Y/Ca,ln(Zn/Ca),predicted_ln(Zn/Ca),predicted_Zn/Ca,ln(Zr/Ca),predicted_ln(Zr/Ca),predicted_Zr/Ca
U1456,C,3,H,2,28,72105,1366862,9773,647,76223,-101,-36248,85035,16057,212324,-4656,-3364,4007,-2281,964,57,29,53920,80,-69,533,157,3561,881,263,18,136,-5.832230048986484,-1.525180292136278,0.2175818250366929,,-7.256936865012083,-8.249311122747772,0.000261438594383348,-2.8866096262212544,-2.6047196373866788,0.07392385977901611,-9.746001524948747,-9.008589476700879,0.00012235431797588957,-1.8621594707464892,-2.1306150519423985,0.11876422521680288,-4.444127989072944,-2.8300529168252204,0.059009730979206615,-7.655681865121728,-5.894159716353237,0.0027554907643723638,-9.07178235427432,-9.236172405671187,9.744987588186498e-05,-7.849506735456784,-8.696996190390482,0.00016708695534178733,-7.3469705336864495,-8.21983181622032,0.00026926034632051345,-2.777209944196115,-0.7799273303604148,0.4584393247152709,-3.23277141403644,-4.716060829217808,0.008950366218916534,-4.940649399283793,-4.8471304396530215,0.007850873812778238,,,,-8.555874127444865,-7.475425594339598,0.0005668444704965211,-5.950231476344851,-8.146069949821598,0.0002898723368050874
U1456,C,3,H,2,30,68246,1424076,8338,64,90319,104,-28957,77437,14674,222324,-5301,-3274,3147,-2187,905,57,29,82317,99,-553,682,41,4232,718,242,48,121,-6.114828843251998,-1.6550178977225758,0.19108863562347111,,-7.361098796616479,-8.309014288168193,0.00024628669145768876,-2.757930613299061,-2.5819021453497033,0.07563000784770921,-9.573913890181815,-8.871023845735213,0.00014039876738289485,-1.8571426839783922,-2.1268324031955728,0.11921431930172185,-4.575201241042466,-2.890078016451115,0.05557187692173847,-10.010150656956734,-6.702935122796797,0.0012273043220231254,-10.455461673612097,-9.756930541942022,5.789204690683216e-05,-7.644004082472943,-8.52774364942917,0.00019790100057040055,-7.592564171268181,-8.383253473811976,0.0002286647790527385,-2.9118137587857684,-0.8884580940429552,0.41128943371648913,-2.8507008136212297,-4.428346637387818,0.011934204938308155,-5.140455081875663,-4.96619567182713,0.006969612355986564,,,,-8.68009601415972,-7.536304304347368,0.000533365139112154,-5.81860376677827,-8.036586333411794,0.0003234110855042139
U1456,C,3,H,2,32,81879,1346344,8504,368,82921,10,-43320,76243,13311,201918,-4744,-3000,3407,-2000,964,147,65,49174,181,-30,626,319,3708,865,326,14,380,-5.979315910938245,-1.5927576368346092,0.20336403362589298,,-7.2418120339886665,-8.240641925905527,0.00026371490967654277,-2.7872597023055246,-2.5871028089207035,0.07523770262897073,-8.914406297333386,-8.343818167885578,0.0002378624082922666,-1.8972863752261173,-2.1571006785699245,0.11565997081692003,-4.616557288552193,-2.909017051186301,0.054529303048773355,-8.204820390430282,-6.0827923860834225,0.002281796092919607,-8.347712225814368,-8.963663157786604,0.00012797659558100584,-7.673552957499114,-8.552080182841811,0.00019314290882303835,-7.350173821667333,-8.221963331664833,0.00026868702497245757,-2.8712224416224212,-0.8557294030764444,0.4249731013183006,-3.309783021085072,-4.7740535987725625,0.008446073680673193,-5.064611408577428,-4.92100003748355,0.00729183509096713,,,,-8.326005947232504,-7.362771708190817,0.0006344375445557907,-5.894655401913466,-8.099843591901646,0.00030358661777123706
U1456,C,3,H,2,34,63203,1446658,9091,118,90496,48,-24179,80392,17285,218227,-5752,-2713,3775,-2612,975,80,55,84172,113,-347,736,185,4301,784,254,38,191,-5.948610964923998,-1.5786505112875666,0.2062532469120118,,-7.302329155609276,-8.275328914397688,0.00025472426428043365,-2.771705696790933,-2.584344757013771,0.07544549854241477,-9.457378807894782,-8.777866530009634,0.00015410651635313572,-1.89147554219278,-2.1527193202807213,0.11616783033362098,-4.427172274251398,-2.822288033783879,0.05946971820086872,-9.414082002141459,-6.4981816470920855,0.0015061754630043406,-8.964410801528798,-9.1957623128738,0.00010146848372477253,-7.583536507878247,-8.4779423914049,0.00020800625816061937,-7.520357606256715,-8.33520615198652,0.00023991972925930976,-2.8900966788783284,-0.870947659628488,0.4185547138402703,-2.844149023248609,-4.4234128815059215,0.011993230882183369,-5.069726434485265,-4.924048107685524,0.007269642904561498,,,,-8.647432359588587,-7.520296487955121,0.0005419718538955129,-5.818163793823387,-8.036220378322387,0.0003235294610956788
U1456,C,3,H,2,36,89181,1430655,9415,442,73579,-305,-50271,82490,13109,209585,-4910,-3386,2984,-2436,958,78,56,76266,76,-302,586,135,4191,850,230,25,279,-6.172622978001285,-1.6815709199754911,0.18608142728304294,,-7.308795161354076,-8.279035076568887,0.0002537819620890322,-2.9675280014081578,-2.61906816508784,0.07287073469449987,-9.842909599038604,-9.086057101704231,0.00011323365828647308,-1.9207582753422967,-2.1747984515996044,0.11363105352004446,-4.692588643127127,-2.943835670275063,0.052663341627304794,-8.082333057247238,-6.040717187200835,0.0023798515023859155,-9.268368160886507,-9.310158955038462,9.050015857604275e-05,-7.800323149747923,-8.656488456140124,0.00017399422374995277,-7.428406589840574,-8.274020578663343,0.0002550577472440658,-2.853210586470159,-0.8412064833436435,0.4311899859463295,-2.931660430802212,-4.4893124138772365,0.01122836162158718,-5.023583498233683,-4.8965512950487575,0.007472308472994397,,,,-8.73556363040174,-7.563487895044003,0.0005190616503538591,-5.832948291399864,-8.04851763903447,0.0003195752974847462
U1456,C,3,H,2,38,77517,1421142,8457,200,75967,-330,-42259,86709,16373,208932,-5106,-3746,3977,-1976,961,110,60,72707,96,-191,675,124,3886,981,281,18,242,-5.8786882865059376,-1.5465251330969867,0.21298679018706884,,-7.298996922743336,-8.273418957017384,0.00025521124167393345,-2.928917017268164,-2.6122216265331275,0.07337135880466664,-9.602623140245791,-8.893973815992815,0.00013721331270628466,-1.9172072125590296,-2.172120956260866,0.11393570780939508,-4.463582416074136,-2.8389620870896675,0.05848633819830087,-8.868653965165592,-6.3108235543364515,0.0018165366064161114,-9.346689766108591,-9.339635881227338,8.787142589819761e-05,-7.652258640841098,-8.534542126032942,0.00019656013832293896,-7.278398872148265,-8.17420321320468,0.00028183092792120114,-2.796658368104115,-0.7956085523643508,0.4513065076958138,-2.9727783867199373,-4.520275852162499,0.010886020322086831,-5.124221551931406,-4.956522027981041,0.00703736106377606,,,,-8.528616662379882,-7.4620672453793455,0.0005744673781138407,-5.901835701776243,-8.105815930085392,0.0003017788993479925
U1456,C,3,H,2,40,88237,1565158,6478,-170,74593,-587,-53398,76794,9225,182340,-4531,-4218,3207,-1653,951,88,37,89701,44,-344,589,256,4686,652,197,7,262,-6.190406135633726,-1.6897412400674816,0.18456727643050833,,-7.405983272781491,-8.334741012548328,0.00024003135134529347,-3.0436953873178547,-2.632574242590335,0.07189315340869912,-10.47930770140862,-9.594789217271117,6.80825773144045e-05,-2.1498689801879873,-2.3475475359497926,0.09560333869470718,-5.133824866418154,-3.1459001484475877,0.04302817486463232,,,,-8.718319890847319,-9.10314414462582,0.00011131526640474755,-7.8850711516752945,-8.726287139803492,0.00016226380199005857,-7.783452773400229,-8.510273587536997,0.00020138871993066355,-3.0146155442430347,-0.9713469506301102,0.3785727756926456,-2.8592601390701176,-4.434792146153633,0.011857530284792132,-5.487330235595607,-5.172900356985945,0.005668105426731326,,,,-8.980293606588893,-7.683425255878858,0.00046039522348420933,-5.81116271625914,-8.030397111374848,0.00032541895568927685
U1456,C,3,H,2,42,89965,1377700,6188,649,95176,-187,-48004,62784,7595,182316,-5164,-2990,2146,-1537,1048,97,48,81859,71,-442,677,31,4043,740,262,59,120,-6.464565076842047,-1.815701227154754,0.16272376205294342,,-7.181287135151703,-8.205950479696162,0.00027302410234559973,-2.6724429118763284,-2.566743380123147,0.07678519889500982,-9.873246122991375,-9.110307903131773,0.00011052068022807893,-2.0224292758009237,-2.2514582141629673,0.1052456419252451,-5.200680585002817,-3.176516777762151,0.04173075976902397,-7.6604932833286,-5.89581246992947,0.002750940378526329,-10.701938795547544,-9.849694063705096,5.2763332765053295e-05,-7.618254727120416,-8.506536410698905,0.00020214275329064564,-7.529275813834475,-8.341140459892273,0.00023850018787692387,-3.0884704571076553,-1.030896006645651,0.3566872232247177,-2.823172466039412,-4.407616708761249,0.012184182208550316,-5.405558788339734,-5.124172331704399,0.0059511408893017466,,,,-8.567581496271593,-7.48116314615599,0.0005636014832752784,-5.83118373039192,-8.047049934998885,0.00032004468381438214
U1456,C,3,H,2,44,99709,1751993,3730,-239,97323,-368,-50832,41494,-2219,125954,-7167,-3336,-84,-1111,902,74,50,130937,99,-499,588,152,5475,501,199,22,-198,,,,,-7.571650034974079,-8.429697297973359,0.00021828755647643018,-2.8904739324737916,-2.6054048600593065,0.07387322282502315,-9.781144704902113,-9.036682684739748,0.00011896482643270572,-2.632592515125862,-2.7115202656874455,0.06643572994205812,,,,,,,-9.352384034190425,-9.34177896191972,8.768331198558746e-05,-7.999537607138075,-8.820562022198484,0.00014766534570398264,-8.159658453951838,-8.76060644027908,0.00015678949628358856,-3.7429604375836174,-1.558609857996541,0.21042839331733323,-2.593792984561151,-4.234884935983704,0.014481476398734299,-6.152101042398841,-5.569040694076723,0.0038141376029336743,,,,-9.08295973031221,-7.733739909270982,0.0004378037053817435,-5.768317000352001,-7.994759448601357,0.00033722525157236296
U1456,C,3,H,2,46,73759,1404539,4806,396,133742,-17,-32063,33025,-1743,116619,-6067,-1334,184,-1434,818,69,68,132017,31,-777,568,-56,6422,394,170,25,100,-8.940283935420858,-2.9531491399746006,0.05217514014454811,,-7.448357356427096,-8.35902883907444,0.00023427173888657202,-2.351551843144576,-2.509842652962996,0.08128102756361473,-10.721232488544697,-9.788182171004733,5.61108044658715e-05,-2.4885522031489753,-2.602914113826137,0.07405745161484534,,,,-8.173805481775362,-6.072138562409828,0.0023062359037025154,,,,-7.813098274308691,-8.667010083290005,0.00017217311869597906,-8.17886878373191,-8.773389279307217,0.0001547980367616708,-3.7501995636393173,-1.564446749630069,0.2092037231992751,-2.3645337118749943,-4.062243685155332,0.01721036113160268,-5.677599276733429,-5.286282655550969,0.005060537097570176,,,,-9.019421255979582,-7.702600949337848,0.00045165093267202165,-5.387734818380384,-7.678203658330541,0.00046280550934940954
U1456,C,3,H,2,48,76393,1112321,11256,1386,100602,102,-48003,75307,19409,232614,-4394,-2308,3606,-2229,918,89,44,38763,59,2,571,95,3580,1163,248,42,141,-5.731604977437253,-1.47894896129901,0.22787707018183828,,-7.099761990580024,-8.159222187341017,0.0002860848286815405,-2.403031964034652,-2.5189711597940367,0.0805424294262565,-9.844421937294795,-9.087266054147143,0.00011309684689456423,-1.5648236747791588,-1.906424364159017,0.14861081587896272,-4.048467226199788,-2.648859756873402,0.0707318185667115,-6.687782201450666,-5.561679860771017,0.0038423164165772745,-9.368082489599974,-9.347687193882976,8.716678601922121e-05,-7.574570171544504,-8.470557692543037,0.00020954800740903396,-6.8632012286818505,-7.897924528660787,0.00037151380710818765,-2.6926310102457975,-0.7117315194090903,0.4907936425793461,-3.356737918810185,-4.809412483849718,0.0081526481033377,-4.59330278240629,-4.640144807177853,0.00965629922485159,-13.22881220064057,-9.325738254457171,8.910115554809639e-05,-8.408530635035532,-7.403215438922219,0.0006092904717116916,-5.738841301805769,-7.970242528238063,0.0003455951591443085
U1456,C,3,H,2,50,56765,1079281,10367,1515,124905,634,-26561,67119,20994,220279,-4903,-1216,2786,-2537,919,97,44,43299,116,-40,647,178,3323,1092,257,47,107,-5.95944348231614,-1.5836274190069473,0.20522929370918375,,-7.068519514300204,-8.141314735926215,0.00029125402427511264,-2.1564969093178616,-2.4752553158495623,0.08414150485484972,-9.138215445549527,-8.522729608744998,0.00019889577607702584,-1.5891554329665527,-1.924770468721584,0.145909243748186,-3.9398136750601482,-2.5991017770120295,0.07434032242078764,-6.568634918712422,-5.520751991029254,0.004002836712724048,-8.710022086363805,-9.100021203394,0.00011166344082108236,-7.41945934215499,-8.342807993823302,0.00023810281213193233,-6.896039480351041,-7.919775589514939,0.000363483886938576,-2.777583194314705,-0.7802282811212731,0.45830137781034463,-3.215920817620218,-4.703371667255391,0.009064662493851313,-4.645422673332779,-4.671203317794529,0.009360998490988207,,,,-8.342729551760671,-7.370967618728643,0.0006292590016241996,-5.783182368301297,-8.007123974640065,0.00033308129300461096
U1456,C,3,H,2,52,47103,1052519,8163,820,141007,54,-20503,52083,18784,204643,-5398,-389,1223,-2157,917,89,59,52298,61,-324,549,283,3653,1117,270,25,74,-6.757634760945093,-1.9503495937649844,0.1422243421512247,,-7.045589424375801,-8.128171748552852,0.0002951072381429585,-2.010132083114181,-2.4493017576075893,0.08635386138044723,-9.755823032458954,-9.016440719932302,0.00012139744569883026,-1.6376746200365115,-1.9613538537947348,0.14066784824623887,-4.025936174004443,-2.638541643662811,0.07146541563866482,-7.157392556373967,-5.72299408459523,0.0032699058563474544,-8.221249998989029,-8.916068145972925,0.00013421492218586013,-7.558598455122735,-8.457403343688423,0.00021232268452564678,-6.8482950975630645,-7.888005767410712,0.0003752170995373834,-3.0061030177222072,-0.9644833189641746,0.3811800973958729,-3.001983488228236,-4.542268442455082,0.010649221985977257,-4.859329869180909,-4.798671714123344,0.008240685769059055,,,,-8.26827493763389,-7.33447887280765,0.0006526439221088901,-5.663392869836983,-7.907486994379797,0.000367978150801571
U1456,C,3,H,2,54,59162,1419051,6702,578,120415,-87,-18600,55836,13700,181061,-5721,-2342,1516,-1819,1069,101,51,105111,26,-932,598,9,4123,667,196,32,198,-6.841668330097391,-1.9889581003439396,0.13683792258324926,,-7.191019985274662,-8.211529120106846,0.00027150523958881137,-2.466799507485273,-2.5302784847560478,0.07963683955170822,-10.907402358278226,-9.937005040418764,4.835189998182434e-05,-2.058909626254488,-2.2789643367680705,0.10239019358151645,-4.640347784483491,-2.9199119276539856,0.053938437575906654,-7.80592502762733,-5.94576922387452,0.0026168886007625573,-11.968274318963488,-10.326288978329716,3.2760436387390306e-05,-7.7719081423490755,-8.633085779172895,0.00017811417527518244,-7.6627088503840834,-8.429928786109269,0.00021823703134509902,-3.2353247946670582,-1.149304340421362,0.31685711741534545,-2.6027266826849225,-4.241612362100607,0.014384380305793644,-5.355337628002451,-5.09424528439501,0.006131932754266319,,,,-8.88738423706919,-7.6378921963385675,0.00048184301290205337,-5.841162563592807,-8.055350001527284,0.00031739928532540653
U1456,C,3,H,2,56,59583,1232442,9691,545,106064,21,-28673,75113,21422,216360,-4644,-2328,2956,-2237,991,112,69,47301,92,-146,585,313,3782,1228,285,34,254,-6.032915842900059,-1.6173836683914593,0.19841714562361243,,-7.125793590638164,-8.174142887259794,0.0002818479301510584,-2.452710160486979,-2.527780147570837,0.07983604797055675,-9.502719547919112,-8.814111595021682,0.00014862092890959895,-1.7398091589827884,-2.0383631235945954,0.1302417260995206,-4.0523344146435765,-2.6506307388863037,0.07060666464367413,-7.723722330304907,-5.917532060498962,0.0026918352726784233,-8.278304934427998,-8.93754120076894,0.00013136364023192396,-7.652896277736295,-8.53506728550488,0.00019645694000465226,-6.911366016261064,-7.9299740943630965,0.0003597957335473869,-2.7977591996664795,-0.7964961504648467,0.45090610662074576,-3.2602214090625603,-4.736731755287741,0.008767252941136835,-4.845555226233602,-4.790463333664082,0.008308606832700252,,,,-8.372018944699501,-7.38532177568264,0.0006202910369174364,-5.786499875749749,-8.009883368646987,0.00033216345739829796
U1456,C,3,H,2,58,89089,1563317,6492,25,84448,-366,-46474,55105,1163,137331,-6566,-2768,1210,-1929,728,95,50,118475,37,-753,465,4,5139,365,168,33,-163,-7.163944765347793,-2.1370252596485395,0.11800535671599885,,-7.672019355741894,-8.487226628205974,0.00020608401588759185,-2.9184291646355294,-2.610361909952345,0.07350793569498082,-10.651402491294355,-9.73236056798785,5.933207122900216e-05,-2.4321710547106252,-2.560402823164721,0.07727360657424925,-7.203562251419916,-4.093738024348135,0.01667677869758762,-11.04344457907038,-7.057878333227631,0.0008606020691707306,-12.87602604281869,-10.667928178471636,2.3279714976077297e-05,-8.120282998351223,-8.92000825306442,0.00013368714145825666,-8.362423050356089,-8.895529017148597,0.00013700008425332054,-3.3453246688129377,-1.2379970003019927,0.28996443533383753,-2.5798631571027912,-4.224395227942422,0.014634182378501105,-5.483994475304098,-5.170912560300518,0.005679383673628454,,,,-9.13835642453532,-7.760888742477317,0.0004260777389789614,-5.717706616946351,-7.952663389789862,0.0003517241375401014
U1456,C,3,H,2,60,65808,1347569,7102,738,100244,-167,-31994,61103,13419,181437,-5802,-1251,1870,-1728,911,88,59,81907,39,-636,643,98,4384,758,246,33,5,-6.580119076542598,-1.8687915266941886,0.15431002873327077,,-7.299269889131272,-8.273575414920593,0.00025517131498169047,-2.5984502933875846,-2.5536229345677968,0.0777992930525055,-10.450251140261583,-9.571561609004561,6.96824817960257e-05,-2.005149021397935,-2.2384289315396817,0.10662588943007366,-4.609385894290273,-2.9057329055001286,0.054708679612310816,-7.509868961790758,-5.844072031791358,0.002897021809867227,-9.528845307720658,-9.408191491646306,8.204919991645316e-05,-7.647668062153611,-8.530761313006643,0.00019730470209563362,-7.483129400748859,-8.31043395058439,0.0002459372955690048,-3.093496542600567,-1.0349485284745636,0.35524466543921485,-2.8004730501169592,-4.390523155632471,0.012394243405798134,-5.245681072888197,-5.028900380162426,0.006546004731062477,,,,-8.608481250458867,-7.501207313415111,0.000552417026895357,-5.7280959577633785,-7.961304903104251,0.00034869780360783156
U1456,C,3,H,2,62,86530,1405882,5389,693,89035,-96,-48890,49844,7107,182720,-6366,-1671,708,-973,854,111,50,87368,71,-803,653,-40,4008,769,186,37,39,-7.593731328105747,-2.334487030024066,0.09686015613679805,,-7.406244228010896,-8.334890585938417,0.0002399954517272257,-2.759390591964052,-2.5821610302354827,0.07561043091596127,-9.893495544758151,-9.126495146833559,0.00010874605692284512,-2.0404652163496837,-2.2650572828633635,0.10382408702946218,-5.287339928972571,-3.2162024930178363,0.040107076335533454,-7.615145422609563,-5.880235183616916,0.0027941280646129477,,,,-7.674598292523036,-8.552941123595547,0.0001929766957815948,-7.511084452293822,-8.32903565747925,0.00024140472951206208,-3.3395220147367084,-1.2333183329091062,0.29132426108819937,-2.778291059921902,-4.373819244430678,0.012603014540040395,-5.56406030386597,-5.2186241986446795,0.0054147736571052,,,,-8.930428748086266,-7.658987466849553,0.00047178486685249874,-5.860127779034766,-8.07112464639054,0.0003124317082122658
U1456,C,3,H,2,64,89643,1490261,5111,272,87141,-324,-47191,45203,4624,148217,-6270,-2160,321,-1573,884,81,56,100551,35,-773,526,46,4767,512,179,39,87,-8.443020707236776,-2.7246857912142604,0.06556680114672438,,-7.430004767729148,-8.34850956757045,0.00023674911416072538,-2.8391790549751135,-2.5963092007728044,0.07454821357964861,-10.659113768877377,-9.738524908428095,5.8967453112617515e-05,-2.308029135249788,-2.466800025640362,0.0848559619114261,-5.775446420014578,-3.439731247455507,0.032073303951717674,-8.608659764070794,-6.221513848303129,0.0019862360800318255,-10.385820433877697,-9.730720536701044,5.94294575185813e-05,-7.949160617629082,-8.77907139734972,0.0001539209502583999,-7.976137205327284,-8.638488673105517,0.00017715443829149723,-3.4955430950675557,-1.3591177914943122,0.2568873051819336,-2.6960414899146024,-4.311882082719471,0.013408290320170635,-5.675311471598512,-5.28491934072416,0.005067440907791026,,,,-9.027076024526037,-7.7063524012505535,0.00044995976007648536,-5.744989375161966,-7.975356294231604,0.0003438323774399926
U1456,C,3,H,2,66,111274,1641562,4409,-53,78545,-72,-63192,33193,-2221,130448,-6599,-2330,-584,-1247,980,90,61,125933,49,-1205,560,-20,4703,629,154,15,62,,,,,-7.423606213877899,-8.34484206723565,0.00023761898576835804,-3.039731797608477,-2.631871414875249,0.07194369967001567,-10.41933848743189,-9.54685025425151,7.142588250389105e-05,-2.532428826639825,-2.6359970138046744,0.07164750023982758,,,,,,,,,,-7.9832220018133215,-8.807124445513022,0.00014966300188030973,-7.867027528842076,-8.565885472281277,0.0001904948358276418,-3.90106449624202,-1.6860888174882622,0.18524262669983949,-2.5676534870677066,-4.215200866107625,0.014769354806304489,-5.919755600184579,-5.4305848520657385,0.004380533089511344,,,,-9.274206183128888,-7.827466044406626,0.0003986343232411844,-5.855202903597469,-8.06702829635134,0.00031371416275049
U1456,C,3,H,2,68,86552,1624507,3483,214,93187,132,-40995,34520,1971,132676,-6630,-2591,-369,-991,1187,82,54,123675,49,-1291,541,44,4920,408,157,18,-61,,,,,-7.2215305484905,-8.229017056195278,0.0002667984492902108,-2.85835143713396,-2.5997088668667914,0.0742952048618381,-10.408894644989541,-9.53850152090275,7.202469433309796e-05,-2.5050495982174774,-2.615353121833932,0.07314195611354603,-6.714418635947448,-3.869734317955528,0.02086391185567749,-8.934738928078316,-6.333524170681376,0.0017757646311836665,-10.516525309181906,-9.77991230123324,5.6576757541635854e-05,-8.007295664253686,-8.826951579027433,0.00014672483750104363,-8.289447768696006,-8.846970179836944,0.00014381681592559497,-3.8514207979028035,-1.646061211218663,0.19280784434075388,-2.5753025070042583,-4.2209608790134725,0.014684527669242246,-6.145065672734167,-5.5648482811698985,0.0038301616088028765,,,,-9.24446913775186,-7.812892501773584,0.00040448637654489446,-5.799651133613814,-8.020822154074743,0.0003285497931928398
U1456,C,3,H,2,70,82287,1595818,4422,78,84798,-624,-38980,50271,3489,139118,-6518,-2493,478,-1306,1139,79,100,120721,76,-652,554,-121,4691,573,184,26,104,-8.11328628291022,-2.5731921224418715,0.0762916241122321,,-7.244991051954495,-8.242464064114419,0.00026323482218907555,-2.934869778805471,-2.613277176198073,0.07329395255172302,-9.952163675115345,-9.173394032863888,0.00010376373388034808,-2.4398192425550547,-2.566169543877109,0.07682927366993726,-6.125526574214903,-3.600050731539179,0.0273223363079575,-9.926188188712086,-6.674093466616829,0.0012632172155197855,,,,-7.9657323286543935,-8.792719903383027,0.0001518344305683733,-7.9320112986869376,-8.609126638824396,0.00018243317090536784,-3.457713366332843,-1.328615763286582,0.264843613935666,-2.5816596383627113,-4.225748049000294,0.014614398333568297,-5.888549653984286,-5.411989068495657,0.004462754652602073,,,,-9.06796125779269,-7.726389452091313,0.00044103361889929197,-5.8294959570732185,-8.045646100447485,0.00032049428911139964
U1456,C,3,H,2,72,80923,1709191,3710,-160,79394,-832,-36581,51614,2220,127861,-6450,-2512,954,-788,983,80,71,114691,18,-1332,548,69,4284,558,139,48,301,-7.490867045668514,-2.287226912843755,0.10154767230895008,,-7.460921596969634,-8.366230365773674,0.0002325906850463873,-3.0693526394875135,-2.6371238123591505,0.07156681340756567,-11.461158959220635,-10.379674127673152,3.1057379037031977e-05,-2.5928317017723885,-2.681540679598453,0.06845760163365348,-6.646268242250475,-3.8385247911471447,0.021525332295208685,,,,-10.117424212519541,-9.62970759673494,6.574627143449763e-05,-8.045255430168785,-8.858215344930896,0.00014220863118538974,-8.02717175473549,-8.672447820992467,0.00017123942732218,-3.499982484617715,-1.362697261657412,0.25596942847393317,-2.7015338826402577,-4.316018070499106,0.013352948321068425,-6.132743561515319,-5.5575054718257615,0.0038583892635684004,,,,-9.417056783986109,-7.897474321804514,0.00037168110282736214,-5.9888882855491605,-8.178223417237293,0.0002807001845207725
U1456,C,3,H,2,74,93979,1480677,7542,560,63482,-415,-58484,65257,1256,141915,-6304,-2135,2092,-2061,754,102,35,102425,45,-602,552,86,4534,472,182,18,-36,-6.562134148397596,-1.8605285048612128,0.15559037836329673,,-7.582617605574454,-8.435983651075002,0.00021691962796438713,-3.1494982934522295,-2.6513353203557486,0.07055693401784294,-10.40134748381209,-9.53246837394956,7.246054334680945e-05,-2.3450264077757548,-2.4946959066146697,0.0825215418316515,-7.072322626554265,-4.033636734122594,0.017709806839231016,-7.880073189853214,-5.971239601842258,0.0025510771382537475,-9.7536626773289,-9.492803202439621,7.539246644689066e-05,-7.894461927305314,-8.734021408018041,0.00016101365095753478,-8.051030987996853,-8.688324109510488,0.00016854224801998062,-3.121921374458038,-1.0578674087339661,0.3471954473566464,-2.6711238711673375,-4.293118135604969,0.01366225803755311,-5.279767295764107,-5.049212535392509,0.0064143825572401045,,,,-9.004003286505615,-7.695044904929436,0.000455076552947396,-5.788650142514935,-8.011671890094892,0.0003315699068776704
U1456,C,3,H,2,76,41641,948264,14395,1258,86609,282,-18918,105797,35493,257810,-3868,-1265,5977,-3364,801,119,89,18791,99,187,648,226,3469,1481,321,49,182,-5.066714174656923,-1.1734705531772813,0.3092916632753622,,-7.076527276412818,-8.145904596527807,0.00028992027211377855,-2.3932292082335955,-2.517232925272715,0.0806825528058828,-9.167268373346587,-8.545954312537432,0.00019432970861214458,-1.302410064986753,-1.7085649457473056,0.1811255311668644,-3.285297450559405,-2.2993655532433785,0.10032247280352388,-6.625109786220792,-5.540151476841649,0.0039259321054667725,-8.341853224208892,-8.96145807839152,0.00012825910549890156,-7.288497527128903,-8.234947488665668,0.00026522090149734854,-6.461915409213378,-7.630902978626783,0.0004852225149026048,-2.1931107808643864,-0.3089694421610245,0.7342032053467985,-3.921254912692025,-5.23451598695229,0.005329403360428036,-4.1877520204349015,-4.398475025787588,0.012296076812838614,-8.53127960662659,-7.795002675259948,0.0004117876824681817,-7.990947100351161,-7.198565939672347,0.0007476572255204543,-5.610766576511428,-7.863714167742481,0.00038444332936735033
U1456,C,3,H,2,78,58497,930499,14514,1182,91139,1064,-36828,97803,32010,261201,-3784,-1696,5253,-2536,899,115,52,18123,73,283,625,420,3255,1324,346,8,433,-5.176921659418877,-1.224104442031515,0.29402089520840885,,-6.942193245901218,-8.068907494787352,0.0003131251851627012,-2.3233351877459474,-2.504839247238571,0.08168872861857546,-9.453016839224448,-8.774379603286516,0.00015464481243730152,-1.270430775511834,-1.6844526155151471,0.1855459691482325,-3.36967264740893,-2.3380052415149786,0.0965199803784828,-6.668513082406795,-5.555060792537638,0.003867833327036238,-7.703221569095425,-8.721104243631876,0.00016310698159687715,-7.305724630636437,-8.249135777720422,0.00026148444036014487,-6.555063543875885,-7.6928851322281835,0.0004560604770071247,-2.2527657499737677,-0.3570691143332958,0.6997241350962663,-3.9385391515659878,-5.247531698743813,0.005260486853880254,-4.160607300534757,-4.382299347822444,0.012496591550428598,-8.098029382729601,-7.653823977903087,0.0004742272229104274,-7.897037505315114,-7.152542689226394,0.0007828709508966583,-5.655528725730169,-7.900945856958072,0.00037039303589140855
