Site,Hole,Core,Type,Section,Interval,Rh,Ca,Ti,Mn,Cl,Cr,Ar,Si,K,Fe,P,S,Al,Ba,Br,Pb,Ga,Sr,Cu,Y,Ni,Nb,Zr,Rb,Zn,Bi,Mo,ln(Al/Ca),predicted_ln(Al/Ca),predicted_Al/Ca,ln(Ba/Ca),ln(Br/Ca),predicted_ln(Br/Ca),predicted_Br/Ca,ln(Cl/Ca),predicted_ln(Cl/Ca),predicted_Cl/Ca,ln(Cu/Ca),predicted_ln(Cu/Ca),predicted_Cu/Ca,ln(Fe/Ca),predicted_ln(Fe/Ca),predicted_Fe/Ca,ln(K/Ca),predicted_ln(K/Ca),predicted_K/Ca,ln(Mn/Ca),predicted_ln(Mn/Ca),predicted_Mn/Ca,ln(Nb/Ca),predicted_ln(Nb/Ca),predicted_Nb/Ca,ln(Ni/Ca),predicted_ln(Ni/Ca),predicted_Ni/Ca,ln(Rb/Ca),predicted_ln(Rb/Ca),predicted_Rb/Ca,ln(Si/Ca),predicted_ln(Si/Ca),predicted_Si/Ca,ln(Sr/Ca),predicted_ln(Sr/Ca),predicted_Sr/Ca,ln(Ti/Ca),predicted_ln(Ti/Ca),predicted_Ti/Ca,ln(Y/Ca),predicted_ln(Y/Ca),predicted_Y/Ca,ln(Zn/Ca),predicted_ln(Zn/Ca),predicted_Zn/Ca,ln(Zr/Ca),predicted_ln(Zr/Ca),predicted_Zr/Ca
U1456,A,2,H,1,24,80729,1200765,14404,540,107701,-285,-36265,78257,20516,261235,-4816,-2150,3876,-2693,1120,120,31,89405,115,-176,581,89,5147,1098,284,63,130,-5.735910438630767,-1.4809270687207472,0.22742675039536214,,-6.977385447352283,-8.0890788356254,0.0003068723068124014,-2.411355263488982,-2.520447055627457,0.08042364486863161,-9.253537283278174,-8.614917065401876,0.000181379857533861,-1.5252937472965855,-1.8766188656265799,0.15310690660271245,-4.069509063132265,-2.6584958827740355,0.07005351123392405,-7.706900272083104,-5.911753573639107,0.0027074350355353327,-9.509833041909284,-9.40103608217256,8.263840101248403e-05,-7.633718654789512,-8.519272543363053,0.000199584561681561,-6.997223789571948,-7.98710513313817,0.00033981638405187505,-2.7307158503710416,-0.7424392433775457,0.4759515368008996,-2.5975375236321203,-4.237704721205097,0.014440699264001024,-4.423208186872658,-4.5387845643356055,0.01068638727952931,,,,-8.349495173480218,-7.374283317222516,0.0006271760236720173,-5.452300111988669,-7.7319069542556305,0.00043860691577864467
U1456,A,2,H,1,26,69471,1106397,13263,670,120722,258,-28018,67702,14921,228747,-4576,-1459,2548,-2482,985,77,55,99499,73,-87,725,119,5343,1138,322,18,127,-6.073555331140209,-1.6360551346270729,0.1947467787845594,,-7.023977706660174,-8.11578442107225,0.00029878556341841276,-2.2153736872646803,-2.485695405351777,0.08326762961851032,-9.626159906683872,-8.912788939637991,0.00013465576301792208,-1.576247479534593,-1.915037893643053,0.14733624937313594,-4.306094452191841,-2.766840349207463,0.0628603079145083,-7.409341635447252,-5.809540238673478,0.002998808491599697,-9.137495854720735,-9.260904176640118,9.506932680726583e-05,-7.330447692977589,-8.269497758750001,0.0002562139401576068,-6.879591733145987,-7.908831014002457,0.0003674839131531311,-2.793748347270767,-0.7932622088796721,0.45236667104704603,-2.4087164749873393,-4.095515043820117,0.016647170052473036,-4.42388586533791,-4.539188396412641,0.010682072644810801,,,,-8.142067802287855,-7.272627231387331,0.0006942855467807783,-5.333076775874492,-7.632740889289506,0.0004843315382871865
U1456,A,2,H,1,28,69919,1040693,15616,632,108969,311,-31231,67905,12747,213474,-4899,-933,2220,-3467,855,100,83,91302,37,63,638,107,4625,1040,747,14,-84,-6.150134920495052,-1.6712389737671396,0.18801397688792024,,-7.104295926424617,-8.161820932559792,0.0002853423322981728,-2.2565786782702144,-2.4930019158137497,0.08266145103338539,-10.244479482717152,-9.407069209865666,8.214133392912705e-05,-1.5841270709858146,-1.9209790922839844,0.1464634906323295,-4.402346166578456,-2.8109188980983006,0.06014969554932888,-7.40650800121452,-5.808566866808775,0.003001728868488824,-9.18256856089947,-9.277867629181676,9.347022428976936e-05,-7.397059112016587,-8.324359103680063,0.00024253631561632153,-6.908421403225959,-7.9280147050731244,0.0003605014045706318,-2.7295324468232085,-0.7414850676643052,0.476405894932269,-2.4334694232132073,-4.114154987554275,0.01633974186265376,-4.199346086708503,-4.40538398941065,0.012211416459844858,-9.712262668969844,-8.179837214622536,0.00028024755662005014,-7.23933221022856,-6.830214225305543,0.001080626595242686,-5.416165745414851,-7.701851571979317,0.000451989516502609
U1456,A,2,H,1,30,81397,951231,19066,750,110165,576,-33187,69296,12663,229646,-3997,-929,2699,-3942,630,227,35,68517,48,-137,539,281,5400,935,278,57,95,-5.86487560122176,-1.540179012659085,0.2143427279307272,,-7.319792394854185,-8.285338431745878,0.0002521873153368119,-2.155777693341475,-2.475127783749017,0.08415223628199309,-9.894311203331874,-9.127147178494628,0.00010867517416212842,-1.4212179424472269,-1.798145884615742,0.165605655736541,-4.319072579789156,-2.7727836930268985,0.06248781551365321,-7.145439007709408,-5.7188879625633104,0.003283360092290357,-8.127157544906018,-8.880655741999966,0.00013905295279763828,-7.475796643330767,-8.389207547485768,0.00022730733727604962,-6.9249656849510774,-7.939023516090399,0.0003565544780820351,-2.6193697507853564,-0.6526611248454168,0.520658394591352,-2.6306750455973322,-4.262658578793482,0.01408480702076962,-3.909850291186241,-4.232871958420552,0.014510656645543935,,,,-8.137891100549128,-7.270580311793165,0.0006957081489498459,-5.1713579816873985,-7.498228494541197,0.0005540650304948462
U1456,A,2,H,1,32,73451,1033306,17934,562,99802,255,-36882,86106,23079,277164,-4183,-1105,4135,-3440,988,102,50,74488,39,-267,551,160,5164,1151,234,11,186,-5.52103132136672,-1.3822026911147747,0.2510250130788703,,-6.952591231076644,-8.074867374941316,0.00031126454668462634,-2.337330426645596,-2.5073208970810468,0.08148625713364296,-10.184712282694866,-9.359291735364073,8.616110197208517e-05,-1.315909261090352,-1.7187433168012944,0.17929131878562424,-3.801595536697467,-2.5358046709994713,0.07919796531178956,-7.5167720789308206,-5.846443297611506,0.0028901603394694943,-8.773100113590685,-9.123761094161488,0.00010904378118179664,-7.536539119671597,-8.43923521533187,0.00021621544532346201,-6.799887520102629,-7.855794645711975,0.0003875000245903235,-2.484939554425525,-0.5442703491649192,0.5802650197699051,-2.6298806112561457,-4.262060338483476,0.014093235641006912,-4.053820297312519,-4.318664424296248,0.01331765841096488,,,,-8.39295281346681,-7.3955810541377405,0.0006139598307811824,-5.298807176857979,-7.604236559573552,0.0004983357259540428
U1456,A,2,H,1,34,61287,1177465,17243,435,107587,247,-23039,88165,25837,270849,-4029,-2620,4290,-3351,1035,91,66,87415,55,-132,601,154,5595,1315,304,65,-67,-5.614832368517373,-1.425298782147936,0.240436614307227,,-7.0367176747399665,-8.123086670656173,0.00029661170335631797,-2.3928192788725444,-2.517160236185978,0.08068841776011834,-9.971541195206965,-9.188884284569443,0.00010216879243860362,-1.469557631440694,-1.8345939284424964,0.1596783294328242,-3.819311528354124,-2.5439177234200336,0.07855802750225187,-7.9035283493507515,-5.979296602309457,0.002530605688541257,-8.941921778025806,-9.187298399449428,0.00010233094895307788,-7.580279445904228,-8.475259866351491,0.0002085649892293965,-6.7972824358275705,-7.8540611839065795,0.00038817232361653385,-2.591909042597412,-0.6305196154091002,0.532315129987821,-2.6004522088076865,-4.239899593798842,0.014409038527303967,-4.2237128374393045,-4.419904261284087,0.012035384481823772,,,,-8.261846679033214,-7.331328509360797,0.0006547032297454819,-5.34924575969341,-7.646189720299297,0.00047786145035632574
U1456,A,2,H,1,36,43419,1122282,16203,360,109213,618,-9829,95494,35708,310051,-4149,-2125,5823,-2965,1159,108,32,67392,97,13,710,200,4581,1447,327,23,381,-5.261303798546227,-1.2628730961123646,0.28284023083535903,,-6.875561827043596,-8.030715935155348,0.00032531522092501126,-2.3298192875569637,-2.5059890143407966,0.08159485957989444,-9.356163691879965,-8.696955886332656,0.00016709368975980873,-1.2863825913242806,-1.6964802576856821,0.18332765590655262,-3.4477446380840946,-2.373758371523215,0.093130050376392,-8.044770638933192,-6.027814251199178,0.002410757534508596,-8.632557303835311,-9.070866748881034,0.0001149668480621999,-7.365609700347987,-8.298457283147034,0.00024890051408946634,-6.653626943751863,-7.7584706838092625,0.00042710926659349707,-2.4640559731133695,-0.5274319628595667,0.5901184716343784,-2.8125930748897003,-4.399650011058299,0.012281637588295308,-4.237922981122347,-4.4283721588678855,0.011933900363621321,-11.36592531292181,-8.718698881769297,0.00016349978513787,-8.140914499486094,-7.27206202030677,0.000694678075585257,-5.501202076496606,-7.772582006199496,0.000421124515722557
U1456,A,2,H,1,38,57986,1106454,16652,1231,113351,684,-23424,90887,31508,287664,-4218,-2050,4651,-3790,1265,100,80,71706,103,-607,732,54,4646,1266,269,10,-123,-5.471833335859,-1.35959909630966,0.2567636938347024,,-6.773843463921477,-7.97241336562506,0.00034484574197777895,-2.278426386954313,-2.4968759734988755,0.082341835308365,-9.28194187685346,-8.637623495429807,0.00017730777467870473,-1.3471224537170208,-1.7422780113042626,0.17512101823176754,-3.5586741042598824,-2.424558608479243,0.08851718115381324,-6.801088738898644,-5.600601396361123,0.0036956405032830815,-9.927686818518822,-9.558298499048933,7.061284432602847e-05,-7.320890351121785,-8.26162630614127,0.0002582386743907066,-6.773053262378975,-7.837938731688217,0.00039448133506466554,-2.4992986094464773,-0.555848024076544,0.5735856404594785,-2.7363411599881613,-4.3422293195747255,0.013007497986765515,-4.196385256768231,-4.403619615646633,0.012232980981011558,,,,-8.321959485481258,-7.3607886166597964,0.0006356969406134582,-5.472908951752743,-7.749048711981344,0.0004311524957554722
U1456,A,2,H,1,40,68467,1232341,14710,-138,109797,697,-33527,79774,25018,268450,-4509,-2364,4205,-3509,1292,116,70,83184,22,-122,641,224,5302,1328,285,-7,85,-5.68039659808474,-1.455421708189649,0.23330195780701343,,-6.8604794861492415,-8.022071092654128,0.00032813971081802697,-2.4180376852118566,-2.5216319893706283,0.0803284046159162,-10.933383717133474,-9.957774353850889,4.735802103448967e-05,-1.524006214641073,-1.8756480681797276,0.15325561456771508,-3.8970753257171022,-2.579529716056686,0.07580964770092585,,,,-8.61278011863675,-9.063423456233128,0.00011582577260495017,-7.561396713571119,-8.45970799691688,0.000211833917800523,-6.83299684045541,-7.87782607969806,0.0003790561997030069,-2.7374732546793172,-0.747887723811214,0.47336537588655037,-2.6956158698682917,-4.311561574081754,0.013412588481797437,-4.428143356896306,-4.541725457492706,0.010655005923530095,,,,-8.371936990223139,-7.385281611401351,0.0006203159509614483,-5.448586783642818,-7.728818329394198,0.0004399637022266923
U1456,A,2,H,1,42,73130,1118658,16159,654,121926,-73,-36729,69850,18043,247215,-4751,-1643,2817,-3693,1022,146,87,84207,49,-291,582,225,6043,1095,258,34,-60,-5.984212542676505,-1.5950073525207142,0.20290703661886972,,-6.998123539789228,-8.100965421676523,0.00030324623622494115,-2.2164707282448792,-2.4858899337621327,0.08325143327426215,-10.035820012442251,-9.240268313774532,9.705154646279792e-05,-1.5096266282164874,-1.8648058843112147,0.15492628058788227,-4.127127233644579,-2.684882169627341,0.06822923299863998,-7.444532959095679,-5.821628688172467,0.0029627757752171747,-8.511539908348457,-9.02532094036216,0.00012032418208311703,-7.56116986282144,-8.459521162025725,0.00021187349946500097,-6.929130668302276,-7.941794957931469,0.00035556767614657026,-2.7735349458677696,-0.7769641871811275,0.459799760661255,-2.5866069783860905,-4.229473590654082,0.014560053079443297,-4.23740786158063,-4.428065196488055,0.011937564184376396,,,,-8.37468072563126,-7.3866262623052,0.0006194824030983534,-5.220984454191319,-7.539506168499678,0.0005316601074896104
U1456,A,2,H,1,44,92380,1175883,14109,238,96658,273,-50771,73657,18045,263363,-4915,-1708,3483,-3081,1157,130,56,91991,57,-564,656,256,5628,1197,244,7,195,-5.821880642329352,-1.5204253455233836,0.2186188786119317,,-6.923944185501676,-8.058447563265162,0.0003164176425779561,-2.498595658592485,-2.5359166102608954,0.07918910044621877,-9.934478644860803,-9.15925674549337,0.00010524108990253072,-1.4962413250378717,-1.8547133883302307,0.15649779034072028,-4.176905995618464,-2.70767839312709,0.06669145847361817,-8.505259239023879,-6.185995092666484,0.0020580525803156917,-8.432352468215791,-8.995518150681614,0.00012396414955150292,-7.491369123751264,-8.402033084489647,0.0002244106143319998,-6.88995620713738,-7.91572768908092,0.0003649582154767048,-2.770355451193353,-0.7744005675230143,0.46098002459398624,-2.5480838875364156,-4.2004641878406686,0.014988617671354988,-4.422961742082196,-4.538637706619579,0.01068795677320106,,,,-8.480361687402151,-7.438418428686964,0.0005882147658625261,-5.342020494461073,-7.640179981394312,0.00048074191967049755
U1456,A,2,H,1,46,77880,1081795,15039,827,116632,535,-38131,70280,18227,264399,-4516,-2127,3045,-3018,1515,120,47,81911,40,-223,572,217,5101,1061,253,22,45,-5.8728760763383665,-1.543854762711001,0.2135563038720022,,-6.570961538538894,-7.856126225348769,0.00038737155877241393,-2.2273532986977056,-2.487819642103922,0.08309093719412348,-10.205252802368427,-9.375711680661613,8.475789322336443e-05,-1.408917651678108,-1.788871486158291,0.16714869288504683,-4.08347296625743,-2.664890663277759,0.06960696371448298,-7.176327561458672,-5.72949838250162,0.003248706432952845,-8.514234902941904,-9.0263352218811,0.00012020220136080226,-7.5449932651025655,-8.446198072380533,0.00021471519715390288,-6.92716511786838,-7.940487051451683,0.0003560330296673105,-2.73388971418133,-0.744998322882128,0.47473509612595893,-2.5807436855256913,-4.2250583004826865,0.014624482070376076,-4.275730150550751,-4.450901645254084,0.011668041791613884,,,,-8.360742767754843,-7.379795542549618,0.0006237283988816868,-5.356940378559437,-7.652589852179747,0.00047481284021329035
U1456,A,2,H,1,48,67388,1273098,11220,88,115950,-200,-26231,67697,17644,229896,-4718,-2532,2486,-2790,1205,91,72,97155,79,-744,671,149,5026,1028,244,32,-34,-6.2385335860093445,-1.7118529866373295,0.18053096103528132,,-6.962729012155245,-8.080678112236688,0.000309461114883047,-2.396049515396323,-2.5177330249763568,0.08064221357279548,-9.687516005612979,-8.961836568621944,0.00012821056986621804,-1.7115815463491635,-2.017079551361972,0.1330434448141276,-4.278812796855171,-2.754346693523054,0.06365058943073243,-9.579627043601795,-6.555047449967073,0.001422915348116157,-9.053017552134541,-9.2291101310146,9.814052959312503e-05,-7.5481947211083185,-8.448834800208044,0.00021414979734884812,-7.1215934120648905,-8.069862528899618,0.00031282628268321206,-2.9341667133077243,-0.9064812327795853,0.40394310797572225,-2.5729009377948735,-4.219152402926982,0.014711108314359489,-4.731510679003313,-4.7225036023990725,0.008892886403015875,,,,-8.559795632786798,-7.477347447185495,0.0005657561249926541,-5.534584139976463,-7.800348112933639,0.00040959236975773703
U1456,A,2,H,1,50,61512,1261137,12643,333,124854,-76,-17093,64159,19526,242968,-5009,-2231,2000,-2346,1066,69,68,100161,53,-551,700,35,5329,1049,237,30,47,-6.446621793437036,-1.8074573386423558,0.16407078332340222,,-7.075855648253328,-8.145519635088542,0.0002900319017241726,-2.3126239193382836,-2.502939914347779,0.08184403014560979,-10.077232339426997,-9.27337303335028,9.389128070058935e-05,-1.6468392265707572,-1.9682639516371163,0.13969917033563367,-4.168022063193502,-2.7036099892318233,0.06696333894783177,-8.239381762998674,-6.094664443272367,0.002254866649455845,-10.492176191489705,-9.77074832734708,5.709760835693217e-05,-7.496443917935713,-8.406212698709233,0.0002234746219434442,-7.091931644582821,-8.050125147847126,0.00031906199006137147,-2.978404596595098,-0.9421501421007243,0.38978883231511874,-2.532990082669474,-4.189097959022716,0.015159953606608155,-4.60266527166722,-4.6457239626008615,0.009602575237258791,,,,-8.579464111843986,-7.486986582964884,0.0005603289236724128,-5.466605370682336,-7.743805599765892,0.00043341901328330457
U1456,A,2,H,1,52,62958,883558,39025,1447,105749,1015,-31181,79084,20509,285410,-3415,-759,3944,-6185,617,123,70,55062,54,152,504,159,9372,1079,351,55,-74,-5.411761500855572,-1.3319996041027253,0.2639489398759321,,-7.26684319267271,-8.254989196396382,0.0002599583332826548,-2.12288857597906,-2.469295852368149,0.08464444020424065,-9.702728170013824,-8.973997064621496,0.00012666090717440286,-1.1300301946246638,-1.5785908147458265,0.2062655598850924,-3.7630931234043654,-2.518172460315531,0.0806067843193255,-6.414464489946615,-5.467793441899595,0.004220534746003964,-8.622808014357867,-9.067197530336475,0.00011538946140934181,-7.46913594850673,-8.383721781208946,0.00022855771871581213,-6.707922251319964,-7.794599588652226,0.00041195370202609156,-2.413446358883327,-0.4866255407027351,0.614697168923569,-2.77549711453103,-4.371715293644414,0.012629558576272489,-3.119754471194465,-3.7620498024798223,0.023236062188263677,-8.667831695731822,-7.8394994694862286,0.0003938661333435907,-7.830925993112232,-7.120142733904405,0.0008086513209260678,-4.5462304169504115,-6.978267866720355,0.0009319160087372095
U1456,A,2,H,1,54,48568,954261,18917,451,124857,455,-19241,73361,27951,278434,-4220,-882,4510,-3611,1118,122,64,73883,98,-98,658,186,5080,1423,291,24,32,-5.354640065421834,-1.30575564781252,0.27096770151342914,,-6.749395844203514,-7.958400565922952,0.00034971201169209295,-2.0337681365016134,-2.4534929263747864,0.0859926951566849,-9.183725019247985,-8.559109638195027,0.0001917899801156937,-1.2317561714962009,-1.655292029431636,0.19103625934853255,-3.5304842418000235,-2.411649038622941,0.08966730773410847,-7.65722515841588,-5.894689847678642,0.002754030379533385,-8.542945824205356,-9.037140793402491,0.00011891034009643941,-7.279487566593241,-8.227526860793084,0.0002671963274971629,-6.508169899828705,-7.661681404329683,0.0004705156183228288,-2.5655447596743572,-0.609262151285185,0.5437519277570614,-2.5584544580410604,-4.208273635383393,0.014872020719381459,-3.920876230252895,-4.239442372123902,0.014415628158379984,,,,-8.095369230747066,-7.249741177489803,0.0007103582217495682,-5.235625957346031,-7.551684491136543,0.00052522464527263
U1456,A,2,H,1,56,50356,1041245,15483,608,118731,241,-22321,84580,30648,294177,-3739,-1665,4887,-3293,1223,87,82,72939,60,-298,660,24,4340,1391,287,38,337,-5.361593773260737,-1.3089504695671437,0.2701033894025621,,-6.746865534843719,-7.956950252205207,0.0003502195717916305,-2.1713119614353698,-2.4778823357966533,0.08392075352924033,-9.761583108308791,-9.021045283588291,0.00012083974839416362,-1.2639907645476147,-1.6795968581291127,0.18644912633989374,-3.525604984150407,-2.4094145787150816,0.08986788975106792,-7.445752788564725,-5.822047707561486,0.0029615345747837263,-10.677873840182947,-9.840637036451767,5.324338233738855e-05,-7.3636878355104205,-8.29687443006743,0.0002492947989999294,-6.618149478607449,-7.734863451072539,0.00043731209084432764,-2.5104745595044125,-0.5648591683621893,0.568440195484439,-2.658548916160749,-4.283648699817219,0.013792246399640457,-4.208429743714055,-4.4107969872609925,0.012145494667021466,,,,-8.19644545477127,-7.299276652226029,0.0006760276014374856,-5.4802980434364414,-7.755194716361263,0.00042851075701269727
U1456,A,2,H,1,58,85074,1208900,13453,201,94365,-10,-43281,81062,20273,278245,-4562,-2365,4291,-2612,1413,86,84,93174,49,-409,541,47,4775,1044,262,37,27,-5.640946328198559,-1.4372966181832756,0.23756913142391367,,-6.751751030505556,-7.959750503229422,0.0003492402409031267,-2.5502958925178434,-2.5450841477568114,0.07846644892724637,-10.113401115079457,-9.302286095294708,9.121546569293e-05,-1.4689641136656764,-1.8341464170429356,0.1597498032969999,-4.08817618272189,-2.667044504985349,0.06945720267158179,-8.701916505131008,-6.253548147893821,0.0019236167366757462,-10.155073811480024,-9.643877306950301,6.482123504670886e-05,-7.711802134343602,-8.583582308369685,0.00018715333415264215,-7.054406644747499,-8.025155455087175,0.00032712916826206943,-2.7022518402304914,-0.7194887737534925,0.48700116010651046,-2.562997421392839,-4.211694665496283,0.014821230016458532,-4.498264004704541,-4.583510711561482,0.010218957435813612,,,,-8.436876909428987,-7.417107391976844,0.0006008847581530195,-5.534072160275253,-7.799922264991731,0.00040976683096975703
U1456,A,2,H,1,60,81248,1150691,15425,1010,95569,715,-37422,78653,17321,238438,-4440,-2296,3284,-3175,1133,91,61,88949,56,-260,652,126,5402,935,236,19,125,-5.859055718882495,-1.537505117359255,0.21491662487172716,,-6.9232489284268075,-8.058049058288235,0.0003165437617111929,-2.488269410783914,-2.5340855496101087,0.07933423332501888,-9.930521498719665,-9.1560934310201,0.0001055745276716155,-1.574008592010516,-1.9133497762327039,0.14758518031409026,-4.1961982722845335,-2.71651330651705,0.0661048403898703,-7.0381675796195085,-5.682039526451497,0.0034066034954673835,-9.119591282503336,-9.254165655995665,9.571211672287195e-05,-7.475828627528161,-8.389233889757271,0.00022730134956332166,-7.115326660166127,-8.065692539020827,0.0003141334887396035,-2.683072138021334,-0.7040242214723453,0.49459095010095244,-2.560054738694966,-4.209478709666888,0.014854109623936735,-4.312128340681225,-4.472591513642135,0.011417688381889213,,,,-8.492041384429204,-7.44414241909713,0.000584857447977909,-5.361348655102253,-7.656256512183414,0.00047307505085118746
U1456,A,2,H,1,62,80632,980766,15783,1034,82003,4,-44187,89533,12215,204951,-4036,-1460,3869,-2810,794,99,58,76837,35,-321,604,58,4279,831,233,35,82,-5.535337823283587,-1.3887756913925347,0.24938043642065932,,-7.1190057167369645,-8.170252237843696,0.00028294663759272066,-2.481578067041084,-2.532899033805383,0.07942842051295847,-10.240741116494686,-9.404080786502938,8.238717416487863e-05,-1.565562972824681,-1.9069817936362292,0.14852799891401244,-4.385669194292259,-2.8032816654219497,0.060610831429256384,-6.854899122915725,-5.619085614693184,0.003627956943282336,-9.73564616743768,-9.486022553208304,7.590541340793866e-05,-7.392514980049285,-8.320616544298165,0.0002434457228736273,-7.073459383128652,-8.03783343045562,0.0003230080118837412,-2.3937266265960564,-0.47072556334119287,0.624548954022664,-2.546647604029311,-4.19938260985996,0.015004837800275523,-4.129400487585183,-4.363703047752017,0.012731156174052346,,,,-8.3450507244184,-7.372105179917294,0.0006285435879968789,-5.434614561567283,-7.7171966928319,0.00044510662719244914
U1456,A,2,H,1,64,69062,850195,22104,1022,85651,807,-26403,100164,15741,224214,-4135,-594,3404,-3813,559,122,64,58355,44,-351,491,105,5696,1021,146,20,234,-5.520514524227085,-1.3819652530770141,0.2510846230419609,,-7.327071540765251,-8.289510666704984,0.00025113732253500686,-2.295184834813007,-2.4998475983340693,0.0820975094677495,-9.869031380002088,-9.106938667570688,0.00011089367844071134,-1.3328647820035056,-1.731527750921911,0.17701377033672033,-3.9891969615655287,-2.6217168922075293,0.07267797539936513,-6.723704243156701,-5.5740193166949314,0.0037951956427561186,-8.999260663762827,-9.208878321079354,0.00010014631202143102,-7.456776886125829,-8.373542823996013,0.0002308960787989394,-6.724683195755684,-7.805752570258175,0.000407384716233012,-2.138656892281613,-0.26506338993368583,0.7671573183829563,-2.678920690073896,-4.29898944694928,0.013582277691463697,-3.649707147317098,-4.077851323263991,0.01694383338807968,,,,-8.669614392212013,-7.5311674670327795,0.0005361119981047981,-5.0057015608285385,-7.360440910932456,0.0006359180145126652
U1456,A,2,H,1,66,68708,795788,28437,622,104601,735,-30594,78135,10913,244094,-3835,-1013,2583,-4988,548,153,86,55087,65,-78,651,27,7082,1051,264,38,245,-5.730381304599813,-1.4783867552512202,0.22800522006879248,,-7.280812810747639,-8.262996252390266,0.0002578851435018278,-2.0291797068989474,-2.4526793014211634,0.08606268942997608,-9.412700827800016,-8.742151270570268,0.0001597099387872873,-1.181779421706825,-1.61760964453073,0.19837231314880485,-4.289378079582565,-2.7591850731219294,0.06334336754476343,-7.1541480049564745,-5.721879559993965,0.0032735522785043193,-10.291251231691325,-9.695128704987635,6.15827533329269e-05,-7.108578455487085,-8.086765654511087,0.0003075829796776615,-6.629590726818703,-7.74247662772488,0.00043399539794872113,-2.3208947188482525,-0.41200135413194583,0.6623233791782688,-2.6704190650558566,-4.292587388877686,0.013669511160909318,-3.3316417045745026,-3.88831449280225,0.020479835874113374,,,,-8.011138994549338,-7.2084615909453,0.0007402951566548568,-4.721776465023805,-7.124281318240627,0.0008053115649336473
U1456,A,2,H,1,68,70203,1199326,11597,143,116335,407,-29828,60735,14623,241698,-5160,-1192,2177,-2410,1366,120,64,101688,31,-475,597,42,5090,978,245,35,27,-6.311567229063205,-1.7454076709947168,0.1745738057810824,,-6.777628250167017,-7.97458271594161,0.0003440984616077758,-2.3330410512363584,-2.5065603007178847,0.08154825886062149,-10.563283085812605,-9.661918542145413,6.366226595213332e-05,-1.6018259983611416,-1.9343240536210267,0.14452192488650192,-4.406919379685873,-2.813013204665494,0.06002385546677669,-9.034425660037845,-6.367767214138649,0.0017159863814966035,-10.259600672014384,-9.683216778402521,6.232070908094786e-05,-7.60535317690515,-8.49591065903795,0.00020430212413913382,-7.111760620262935,-8.063319643054317,0.00031487977991346286,-2.982994873163381,-0.9458512721391896,0.3883488396031146,-2.467605709323247,-4.139860953832638,0.015925065669918904,-4.638768567341049,-4.667238101868039,0.009398190559853723,,,,-8.496012079753026,-7.446088378988264,0.000583720445481536,-5.462237180753183,-7.740172282494147,0.00043499662631901043
U1456,A,2,H,1,70,80087,895892,26096,1045,89179,609,-37968,100735,15438,240997,-3480,-1099,4864,-4235,638,139,50,60367,32,-79,563,185,7033,945,201,27,25,-5.215958725331766,-1.2420396889968006,0.28879456569190187,,-7.247236865632979,-8.24375131160959,0.000262896191820877,-2.30717428413569,-2.5019735795507065,0.08192315710528197,-10.239839246178041,-9.403359837787905,8.244659250844357e-05,-1.3130353847152354,-1.7165764188701331,0.17968024600398616,-4.060987867467969,-2.654593594465815,0.07032741430856528,-6.753802984578857,-5.584358430940813,0.0037561588321857967,-8.485219323899445,-9.015414990109333,0.0001215220305635982,-7.372295520838079,-8.303963742990392,0.00024753371995570397,-6.854390221484026,-7.892061553481549,0.0003736983811318505,-2.185326563627759,-0.30269304469088265,0.7388258480839635,-2.697377271978465,-4.31288797915994,0.013394809749830332,-3.5360378241169736,-4.010115189925172,0.01813130657265947,,,,-8.402270240918693,-7.400147342566154,0.0006111627042139507,-4.84720651266975,-7.228609922513618,0.0007255287036160117
U1456,A,2,H,1,72,74800,990544,21934,942,87406,477,-35240,86914,13503,221358,-4250,-743,3882,-4376,786,115,118,70424,61,125,503,138,5988,994,315,47,124,-5.541903802414245,-1.3917923744993042,0.24862926825876186,,-7.139052773713995,-8.181742738648136,0.00027971404663727203,-2.427690356970286,-2.52334361083851,0.08019103039396679,-9.695135701969889,-8.967927699681564,0.0001274319960866109,-1.4984729867792268,-1.8563960575126162,0.1562346777595993,-4.295342404182159,-2.7619164402995366,0.06317058961712836,-6.958004291566838,-5.6545029134789715,0.00350171330873718,-8.878755880985995,-9.163525438215846,0.00010479280550284542,-7.585419396043462,-8.479493143191709,0.0002076839420648331,-6.904272359486627,-7.925253869686759,0.00036149806477952856,-2.433335163147622,-0.5026618404325529,0.6049183187282449,-2.6437201730024587,-4.272482072892757,0.013947122381456671,-3.8102163428230464,-4.17349957701277,0.01539827826152006,-8.977695828840899,-7.940471638124631,0.0003560385173631298,-8.053436927317568,-7.229190978101011,0.0007251072535637733,-5.108496820603682,-7.445942640218987,0.0005838055223802133
