Site,Hole,Core,Core Type,Section,Interval (cm),Depth (CSF-A),Depth (CCSF), Sample_ID ,Al_Area,Si_Area,P_Area,S_Area,Cl_Area,Ar_Area,K_Area,Ca_Area,Ti_Area,Cr_Area,Mn_Area,Fe_Area,Rh_Area,Ni_Area,Cu_Area,Zn_Area,Ga_Area,Br_Area,Rb_Area,Sr_Area,Y_Area,Zr_Area,Nb_Area,Mo_Area,Pb_Area,Bi_Area,Al/Ca,ln(Al/Ca),ln(Al/Ca) predicted,Si/Ca,ln(Si/Ca),ln(Si/Ca) predicted,K/Ca,ln(K/Ca),ln(K/Ca) predicted,Ti/Ca,ln(Ti/Ca),ln(Ti/Ca) predicted,Mn/Ca,ln(Mn/Ca),ln(Mn/Ca) predicted,Fe/Ca,ln(Fe/Ca),ln(Fe/Ca) predicted,Ni/Ca,ln(Ni/Ca),ln(Ni/Ca) predicted,Zn/Ca,ln(Zn/Ca),ln(Zn/Ca) predicted,Br/Ca,ln(Br/Ca),ln(Br/Ca) predicted,Rb/Ca,ln(Rb/Ca),ln(Rb/Ca) predicted,Sr/Ca,ln(Sr/Ca),ln(Sr/Ca) predicted,Zr/Ca,ln(Zr/Ca),ln(Zr/Ca) predicted,Cl/Ca,ln(Cl/Ca),Cu/Ca,ln(Cu/Ca),ln(Cu/Ca) predicted
U1456,A,5,H,3,46,36.46,40.46,460,6571,109416,-4065,-2512,76171,-26986,34843,1183887,12654,-31,1103,284829,53341,677,104,301,58,1060,1315,21467,-87,3169,181,437,139,62,0.005550361,-5.193892344,-1.276329888,0.092420983,-2.38140124,-0.515541321,0.029431018,-3.525706116,-2.447471735,0.01068852,-4.538585001,-4.572426579,0.000931677,-6.978524631,-5.703328246,0.240587995,-1.424669372,-1.841340701,0.000571845,-7.466642378,-8.431911971,0.000254247,-8.277203386,-7.473037446,0.000895356,-7.018289464,-8.124626823,0.001110748,-6.802721706,-7.883115369,0.018132643,-4.010041499,-5.307818726,0.002676776,-5.923142291,-8.219997744,0.064339755,-2.743577559,8.78462E-05,-9.339922752,-8.697049834
U1456,A,5,H,3,48,36.48,40.48,480,6454,103519,-4424,-2626,81931,-24485,31578,1234542,11561,-64,714,258768,51464,496,95,358,103,1083,1301,23115,-83,3137,241,230,93,28,0.00522785,-5.253755236,-1.302304397,0.083852149,-2.478700159,-0.598819466,0.025578717,-3.665994654,-2.510896183,0.009364606,-4.670817965,-4.642086904,0.000578352,-7.455327647,-5.895861304,0.209606478,-1.562523423,-1.948411942,0.000401768,-7.819634682,-8.742368703,0.000289986,-8.145677623,-7.38111409,0.000877248,-7.038720362,-8.136274478,0.001053832,-6.855322131,-7.917426626,0.018723543,-3.977973573,-5.282529959,0.002541023,-5.975188401,-8.267198361,0.066365502,-2.7125779,7.69516E-05,-9.472333717,-8.786466959
U1456,A,5,H,3,50,36.5,40.5,500,5563,96481,-3919,-3495,73287,-35070,26292,1283285,10685,-212,289,236340,64747,519,59,285,44,1081,1198,23062,-35,3144,436,498,109,11,0.004334968,-5.441040944,-1.383567666,0.075182832,-2.587832378,-0.692225732,0.020488044,-3.887913765,-2.611225813,0.008326288,-4.788337587,-4.703996241,0.000225203,-8.398507066,-6.276717153,0.184167975,-1.691907029,-2.04890419,0.000404431,-7.813029871,-8.736559772,0.000222086,-8.412444574,-7.567557513,0.000842369,-7.079291937,-8.159404333,0.000933542,-6.976524976,-7.996487242,0.017971066,-4.018992234,-5.314877276,0.002449962,-6.011682601,-8.300294951,0.057108904,-2.862795236,4.59758E-05,-9.987396311,-9.134288729
U1456,A,5,H,3,52,36.52,40.52,520,3982,84102,-4188,-3195,76447,-48908,17580,1316494,8905,17,829,220063,78544,525,109,312,64,1030,1037,24464,77,3004,271,411,84,35,0.0030247,-5.800943216,-1.539729261,0.063883314,-2.750697073,-0.831621625,0.01335365,-4.315965529,-2.804748016,0.006764178,-4.996114505,-4.813453121,0.000629703,-7.370262545,-5.861512016,0.167158377,-1.788813552,-2.124171486,0.000398786,-7.827084438,-8.748920763,0.000236993,-8.347479513,-7.522153431,0.000782381,-7.153168619,-8.20152143,0.000787698,-7.146395492,-8.10729378,0.01858269,-3.985524772,-5.288484835,0.002281818,-6.082782687,-8.364775619,0.058068628,-2.846129731,8.27957E-05,-9.399134818,-8.737035743
U1456,A,5,H,3,54,36.54,40.54,540,4370,80036,-5410,-3078,80712,-41551,16927,1310556,9416,-215,1140,236771,72187,625,110,327,72,1087,887,24253,30,2859,235,227,119,52,0.003334463,-5.703443745,-1.497424241,0.061070263,-2.79573022,-0.870165495,0.012915892,-4.349296773,-2.819817071,0.007184737,-4.935796384,-4.781677535,0.00086986,-7.047178491,-5.731050675,0.180664542,-1.711113324,-2.063821719,0.000476897,-7.648210383,-8.591601032,0.000249512,-8.296001862,-7.486175701,0.000829419,-7.094785145,-8.168237011,0.000676812,-7.29811705,-8.206261752,0.018505886,-3.989666433,-5.291750949,0.002181517,-6.12773484,-8.405542727,0.061586075,-2.787319491,8.39338E-05,-9.385481667,-8.72781577
U1456,A,5,H,3,56,36.56,40.56,560,3810,81457,-5342,-3305,70919,-47002,15090,1344709,8683,-243,1208,206151,84675,643,63,289,60,1302,1022,25030,-76,3012,146,164,84,22,0.002833327,-5.866303723,-1.568089185,0.060575931,-2.803857638,-0.877121752,0.011221759,-4.489900639,-2.883384079,0.006457159,-5.042565821,-4.837923674,0.000898336,-7.014966812,-5.718043599,0.153305288,-1.875324002,-2.191364152,0.00047817,-7.645543466,-8.589255479,0.000214916,-8.445261503,-7.590493264,0.000968239,-6.940031368,-8.080011883,0.000760016,-7.18217142,-8.130630417,0.018613693,-3.983857806,-5.287170266,0.00223989,-6.101328602,-8.381594909,0.052739292,-2.942394531,4.68503E-05,-9.968553464,-9.121564154
U1456,A,5,H,3,58,36.58,40.58,580,4531,84259,-5472,-3651,58114,-69224,10402,1333252,9053,-228,1129,207439,101307,579,89,340,41,1106,935,27126,-127,3133,328,293,103,37,0.003398457,-5.684433684,-1.489175775,0.063198105,-2.761480961,-0.840851555,0.007801976,-4.853378254,-3.047712309,0.006790164,-4.992280155,-4.811433186,0.000846802,-7.074044064,-5.741898993,0.155588741,-1.860539029,-2.179880664,0.000434276,-7.741829151,-8.673938738,0.000255016,-8.274186011,-7.470928603,0.000829551,-7.094626446,-8.168146537,0.000701293,-7.262585099,-8.18308426,0.020345741,-3.894883672,-5.217005264,0.002349893,-6.053385338,-8.338115163,0.043588159,-3.132969751,6.67541E-05,-9.614495259,-8.882468648
U1456,A,5,H,3,60,36.6,40.6,600,3935,96248,-5241,-1221,67146,-42821,13414,1140855,25354,305,884,246537,76293,620,108,230,53,726,1042,38162,51,7232,172,202,143,24,0.003449168,-5.669622378,-1.48274915,0.084364797,-2.472605067,-0.593602676,0.011757848,-4.443234323,-2.862286237,0.022223683,-3.806596752,-4.186815169,0.000774857,-7.162831477,-5.77775135,0.216098452,-1.532021177,-1.924720848,0.000543452,-7.517569061,-8.476701989,0.000201603,-8.50920923,-7.635186331,0.000636365,-7.359738524,-8.319286933,0.00091335,-6.998391317,-8.010750656,0.033450351,-3.397693004,-4.824920703,0.006339105,-5.061017637,-7.438136895,0.058855858,-2.832663907,9.46658E-05,-9.265157312,-8.646560733
U1456,A,5,H,3,62,36.62,40.62,620,4504,92982,-4419,-2982,69212,-36505,20212,1237566,15712,-147,932,224865,74617,540,87,219,36,901,959,35036,21,4631,69,236,85,32,0.003639402,-5.615935936,-1.459454602,0.075132963,-2.5884959,-0.692793641,0.016332058,-4.114625339,-2.713722116,0.012695889,-4.366477075,-4.481760123,0.000753091,-7.191324291,-5.789256749,0.1816994,-1.705401604,-2.059385426,0.00043634,-7.737087966,-8.669768866,0.00017696,-8.639585376,-7.726306219,0.000728042,-7.225151848,-8.242559068,0.000774908,-7.16276603,-8.117972282,0.028310409,-3.564525722,-4.956484984,0.003742023,-5.588128999,-7.916174189,0.055925906,-2.883727568,7.02993E-05,-9.562748987,-8.847524391
U1456,A,5,H,3,64,36.64,40.64,640,4423,75620,-4415,-3362,67790,-38512,13059,1332112,7680,-304,674,192770,74511,513,42,232,45,984,1013,32950,-158,3278,283,395,90,34,0.003320291,-5.707702733,-1.499272216,0.056766999,-2.868800133,-0.932706034,0.00980323,-4.62504338,-2.944482112,0.005765281,-5.155901384,-4.897628849,0.000505963,-7.5890461,-5.949856815,0.144710054,-1.933023163,-2.236179091,0.000385103,-7.862000365,-8.779629321,0.00017416,-8.655538839,-7.737456095,0.000738677,-7.210650314,-8.234291744,0.000760447,-7.181604706,-8.13026075,0.024735157,-3.699529671,-5.062949098,0.002460754,-6.007287451,-8.29630899,0.050889114,-2.97810624,3.15289E-05,-10.36460659,-9.389018832
U1456,A,5,H,3,66,36.66,40.66,660,3680,76475,-5673,-3147,85512,-21300,16485,1408086,6968,-452,1010,190072,55933,499,91,267,42,986,1033,34914,-58,3065,130,255,77,10,0.002613477,-5.947073862,-1.603135349,0.054311313,-2.913022724,-0.97055615,0.011707382,-4.447535738,-2.864230907,0.004948561,-5.308658375,-4.978101232,0.000717286,-7.240036284,-5.808926651,0.134986073,-2.002583667,-2.290206734,0.000354382,-7.945135798,-8.852746934,0.000189619,-8.570493235,-7.678017722,0.000700241,-7.264085539,-8.264755166,0.00073362,-7.217519424,-8.15368792,0.024795361,-3.697098719,-5.06103205,0.002176714,-6.129939045,-8.40754172,0.060729245,-2.801329897,6.46267E-05,-9.646882387,-8.904339676
U1456,A,5,H,3,68,36.68,40.68,680,3951,80982,-4728,-3938,71978,-35796,15303,1420062,6760,-593,695,189190,69146,455,56,293,55,955,840,36396,74,3115,89,294,102,7,0.002782273,-5.8844871,-1.575978953,0.057027088,-2.864228904,-0.928793519,0.01077629,-4.530406924,-2.90169697,0.004760356,-5.347432922,-4.998527663,0.000489415,-7.622299245,-5.963284435,0.133226577,-2.015704011,-2.300397305,0.000320409,-8.045913672,-8.941381074,0.000206329,-8.486038482,-7.618992295,0.000672506,-7.30449975,-8.287795308,0.000591523,-7.432809199,-8.29412144,0.025629867,-3.663996933,-5.034927981,0.002193566,-6.122226659,-8.400547357,0.050686519,-2.982095295,3.94349E-05,-10.1408594,-9.237922353
U1456,A,5,H,3,70,36.7,40.7,700,4275,88932,-4301,-4224,72238,-37474,16595,1464837,7283,-322,392,194023,70297,507,77,275,67,769,1040,35591,-169,2991,22,51,84,60,0.002918413,-5.83671515,-1.555250704,0.060711192,-2.80162722,-0.875212737,0.011328906,-4.480397807,-2.879087849,0.004971884,-5.303956387,-4.975624225,0.000267607,-8.225992692,-6.207055849,0.132453645,-2.021522544,-2.30491656,0.000346114,-7.968743528,-8.873509933,0.000187734,-8.580483434,-7.684999872,0.000524973,-7.552163562,-8.428988447,0.000709977,-7.250278539,-8.175056691,0.024296901,-3.717406456,-5.077046731,0.002041865,-6.193891473,-8.465540177,0.049314702,-3.009533029,5.25656E-05,-9.85344911,-9.043834184
U1456,A,5,H,3,72,36.72,40.72,720,5512,95616,-3228,-3220,78498,-24431,23606,1368206,9650,-195,446,211850,51610,479,83,258,59,776,1199,35931,91,3471,91,163,86,25,0.004028633,-5.514328138,-1.415366979,0.069884213,-2.660915502,-0.754777578,0.01725325,-4.059754755,-2.688915125,0.007053031,-4.954297756,-4.791424058,0.000325974,-8.028691999,-6.127385829,0.154837795,-1.865377195,-2.183638467,0.000350093,-7.957310353,-8.863454456,0.000188568,-8.576051366,-7.681902299,0.000567166,-7.47485843,-8.384916791,0.00087633,-7.039767796,-8.037740533,0.026261396,-3.639655239,-5.015732121,0.002536899,-5.976812935,-8.268671651,0.057372939,-2.858182525,6.06634E-05,-9.710170343,-8.947078033
U1456,A,5,H,3,74,36.74,40.74,740,5608,99643,-3795,-3414,72159,-37981,25578,1281748,10870,26,405,231512,67365,510,36,217,63,850,1362,31900,-22,3219,139,123,80,6,0.004375275,-5.431785901,-1.379551902,0.07773993,-2.554386252,-0.663599193,0.019955561,-3.914247443,-2.623131269,0.008480606,-4.769973349,-4.69432196,0.000315975,-8.059848262,-6.139966728,0.180622088,-1.711348342,-2.064004257,0.000397894,-7.829324604,-8.750890989,0.0001693,-8.683837976,-7.757234361,0.000663157,-7.31849898,-8.295776268,0.001062611,-6.847025843,-7.912014957,0.024887887,-3.693374041,-5.058094768,0.002511414,-5.986909298,-8.277828042,0.056297338,-2.877108033,2.80866E-05,-10.48021639,-9.467090129
U1456,A,5,H,3,76,36.76,40.76,760,5750,100087,-4135,-3712,72282,-36523,23116,1365671,10352,-557,235,228400,65145,585,54,245,46,738,997,48251,-432,3713,135,54,69,39,0.004210384,-5.470201307,-1.396220347,0.073287783,-2.613361354,-0.714075983,0.016926478,-4.078876143,-2.697559904,0.007580157,-4.882221424,-4.753454246,0.000172077,-8.667570927,-6.38536514,0.167243794,-1.788302684,-2.123774695,0.000428361,-7.755544594,-8.68600147,0.000179399,-8.62589823,-7.716740273,0.000540394,-7.523212616,-8.412483513,0.000730044,-7.222405671,-8.156875219,0.03533135,-3.342984609,-4.781777663,0.00271881,-5.907560987,-8.205867059,0.052927828,-2.938826026,3.9541E-05,-10.13817239,-9.236107818
U1456,A,5,H,3,78,36.78,40.78,780,5903,99720,-3617,-3716,79062,-31282,25371,1323261,10671,-268,841,239522,57714,542,95,304,49,924,991,41885,42,4021,132,168,105,27,0.004460949,-5.412393727,-1.371137638,0.075359283,-2.585488165,-0.69021932,0.019173088,-3.954247634,-2.641215355,0.008064169,-4.820324642,-4.720847021,0.000635551,-7.361018043,-5.857779086,0.181008886,-1.709209153,-2.062342749,0.000409594,-7.800343701,-8.725402285,0.000229735,-8.378582001,-7.543890961,0.000698275,-7.266897631,-8.266358339,0.000748907,-7.196895168,-8.140234718,0.031652864,-3.452926656,-4.868477961,0.003038705,-5.796323796,-8.10498605,0.05974785,-2.817622069,7.17923E-05,-9.541732811,-8.833332167
U1456,A,5,H,3,80,36.8,40.8,800,6007,98836,-3056,-3572,79002,-31991,26191,1275866,10739,-354,1158,231240,60803,531,99,310,64,809,1187,32663,45,3075,84,233,96,34,0.004708175,-5.358454987,-1.347733619,0.077465815,-2.557918532,-0.666622471,0.020528018,-3.885964602,-2.610344597,0.008417028,-4.777498468,-4.698286193,0.000907619,-7.004686064,-5.713892232,0.181241604,-1.707924311,-2.061344812,0.000416188,-7.7843737,-8.71135667,0.000242972,-8.322563424,-7.504739577,0.000634079,-7.363336805,-8.321338312,0.000930348,-6.979951327,-7.998722251,0.025600651,-3.665137504,-5.035827436,0.002410128,-6.028075541,-8.315161709,0.061920296,-2.781907274,7.75944E-05,-9.464015872,-8.780849918
U1456,A,5,H,3,82,36.82,40.82,820,6580,103837,-3215,-2812,91009,-14143,33666,1152375,11760,546,1251,260724,37974,584,86,240,47,737,1228,21728,216,3356,335,327,79,24,0.005709947,-5.165545564,-1.26403022,0.090106953,-2.406757947,-0.537244127,0.029214448,-3.533091883,-2.45081084,0.010205011,-4.584876367,-4.59681287,0.001085584,-6.825637078,-5.641592252,0.226249268,-1.486117933,-1.889067798,0.000506779,-7.587434605,-8.538148735,0.000208266,-8.476696665,-7.612463299,0.000639549,-7.354747696,-8.316441661,0.001065625,-6.844193479,-7.910167407,0.018854973,-3.970978558,-5.277013691,0.002912246,-5.838830521,-8.143535399,0.07897516,-2.538621906,7.46285E-05,-9.502988292,-8.807167993
U1456,A,5,H,3,84,36.84,40.84,840,6568,111065,-2978,-2747,79187,-37942,35392,1039169,14730,438,234,318975,61605,638,96,306,61,853,1415,20352,-70,3407,369,70,118,47,0.006320435,-5.063967262,-1.219955395,0.106878669,-2.236061019,-0.391144626,0.034057983,-3.379690828,-2.381458224,0.014174788,-4.256290404,-4.423713785,0.00022518,-8.398610798,-6.27675904,0.306951997,-1.181063904,-1.652132335,0.000613952,-7.39559363,-8.369424598,0.000294466,-8.130346811,-7.370399386,0.000820848,-7.105172366,-8.174158766,0.001361665,-6.599047103,-7.750258425,0.01958488,-3.932997447,-5.247061787,0.003278581,-5.720344496,-8.036080423,0.076202235,-2.57436449,9.23815E-05,-9.289583722,-8.663055887
U1456,A,5,H,3,86,36.86,40.86,860,8321,120555,-3147,-2504,72344,-40070,36685,975839,19869,99,900,302997,65700,590,85,321,62,804,1574,28025,69,4048,374,248,88,23,0.008527021,-4.764515174,-1.090023134,0.123539846,-2.091191533,-0.267150833,0.037593292,-3.280929662,-2.3368083,0.020360941,-3.894136886,-4.232931311,0.000922283,-6.988658129,-5.707420153,0.310498966,-1.169574709,-1.643208677,0.000604608,-7.410930356,-8.382913248,0.000328948,-8.01961177,-7.293006666,0.000823906,-7.101453624,-8.172038711,0.001612971,-6.429677464,-7.63977861,0.028718877,-3.550200645,-4.945188229,0.004148225,-5.485074682,-7.822714229,0.07413518,-2.601865094,8.71045E-05,-9.348401636,-8.702775625
U1456,A,5,H,3,88,36.88,40.88,880,8069,119120,-3068,-2344,83027,-22013,40073,983037,19768,964,1196,298431,40662,573,69,287,69,795,1400,29911,260,4389,338,151,76,35,0.008208236,-4.8026172,-1.106555603,0.1211755,-2.110515371,-0.283690106,0.040764488,-3.199943968,-2.300194668,0.020109111,-3.906582291,-4.239487551,0.001216638,-6.711664104,-5.595569965,0.303580638,-1.192108009,-1.660710291,0.000582888,-7.447516322,-8.415090605,0.000291952,-8.138919823,-7.376391064,0.000808718,-7.120059924,-8.182646162,0.001424158,-6.554174523,-7.720988041,0.030427135,-3.492420454,-4.89962277,0.004464735,-5.411545349,-7.756030477,0.08445969,-2.471480903,7.01906E-05,-9.564295534,-8.848568774
U1456,A,5,H,3,90,36.9,40.9,900,7199,107277,-2587,-1518,99431,-6920,41598,934056,19560,556,475,329973,28647,553,67,305,91,942,1640,28965,146,3693,240,230,117,24,0.007707247,-4.865594266,-1.133881352,0.114850716,-2.164122119,-0.329572122,0.044534803,-3.111484304,-2.260202054,0.020940929,-3.866049729,-4.218134997,0.000508535,-7.583976869,-5.94780986,0.353268969,-1.040525561,-1.542976203,0.000592042,-7.431933671,-8.401385664,0.000326533,-8.026979896,-7.298156249,0.001008505,-6.899286398,-8.056783176,0.001755783,-6.344840152,-7.584439231,0.031009918,-3.473448189,-4.884661242,0.003953724,-5.533097258,-7.866265903,0.106450791,-2.240072457,7.17302E-05,-9.542599053,-8.833917141
U1456,A,5,H,3,92,36.92,40.92,920,6670,97180,-3491,-1306,98124,-30713,38423,858794,22606,1556,74,366510,47878,647,65,321,88,1069,1549,53937,-194,4391,270,18,116,10,0.007766705,-4.85790922,-1.13054681,0.113158685,-2.178964151,-0.342275416,0.044740648,-3.106872841,-2.258117211,0.02632296,-3.637313722,-4.097636869,8.61673E-05,-9.359219265,-6.664652739,0.426772893,-0.851503273,-1.396162592,0.000753382,-7.190938064,-8.189430027,0.00037378,-7.891843235,-7.203709237,0.001244769,-6.688805447,-7.936787986,0.001803692,-6.317919518,-7.566878902,0.062805516,-2.767712381,-4.328117983,0.005112984,-5.275972088,-7.633079087,0.114257901,-2.169297095,7.56875E-05,-9.488897089,-8.797652204
U1456,A,5,H,3,94,36.94,40.94,940,7642,105958,-1971,-1290,92812,-21393,41012,832082,24627,852,227,358183,40156,694,83,310,104,1049,1572,52088,32,4621,274,140,159,32,0.009184191,-4.690271645,-1.057808867,0.127340815,-2.060888204,-0.241214214,0.049288411,-3.010066287,-2.214350968,0.029596843,-3.520087592,-4.035882143,0.00027281,-8.206736255,-6.1992801,0.430465988,-0.842886965,-1.389470305,0.000834052,-7.089214312,-8.099963988,0.000372559,-7.895113975,-7.205995157,0.001260693,-6.676093664,-7.929540998,0.001889237,-6.2715823,-7.536653134,0.0625996,-2.770996398,-4.330707759,0.005553539,-5.193319862,-7.558121783,0.111541891,-2.193355052,9.97498E-05,-9.212845665,-8.611234677
U1456,A,5,H,3,96,36.96,40.96,960,8700,112471,-1991,-1729,79104,-35036,40984,815998,23479,1099,296,370323,50671,715,81,288,107,1012,1670,50790,-124,4004,196,406,112,37,0.010661791,-4.541088878,-0.993078464,0.137832446,-1.981716493,-0.173451147,0.050225613,-2.991230157,-2.205835154,0.028773355,-3.548305499,-4.050747337,0.000362746,-7.921807729,-6.084225961,0.453828318,-0.790036306,-1.348421199,0.000876228,-7.03988464,-8.056578541,0.000352942,-7.949206703,-7.243800565,0.001240199,-6.692483333,-7.938884748,0.002046574,-6.191588278,-7.484473033,0.0622428,-2.776712419,-4.335215414,0.004906875,-5.317118043,-7.670394353,0.096941414,-2.333648462,9.92649E-05,-9.217718028,-8.614524985
U1456,A,5,H,3,98,36.98,40.98,980,8817,125942,-2063,-1769,69737,-34921,40609,809136,30001,1189,1126,343175,56184,581,89,339,125,857,1794,31289,130,5137,175,171,90,23,0.010896808,-4.519285336,-0.983617907,0.155649977,-1.860145528,-0.069398558,0.050188102,-2.991977295,-2.206172935,0.037077821,-3.294736297,-3.917167081,0.001391608,-6.577295482,-5.541311916,0.42412524,-0.857726491,-1.400996165,0.00071805,-7.238971534,-8.231675464,0.000418965,-7.777722183,-7.123950034,0.001059154,-6.850284372,-8.028847121,0.00221718,-6.111519248,-7.432244006,0.038669643,-3.252700414,-4.710579546,0.006348747,-5.05949776,-7.436758519,0.086186995,-2.451235988,0.000109994,-9.115085921,-8.545217522
U1456,A,5,H,3,100,37,41,1000,7756,133432,-2257,-656,63196,-30915,31057,610256,29673,1444,631,284474,50921,541,5,308,79,467,1404,19095,297,4950,262,145,120,9,0.01270942,-4.365411804,-0.916852182,0.218649223,-1.520286556,0.221486736,0.050891757,-2.978054315,-2.199878356,0.048623856,-3.023641,-3.774354079,0.001033992,-6.874327958,-5.661253629,0.466155187,-0.76323668,-1.32760593,0.000886513,-7.028214541,-8.046314689,0.000504706,-7.591534037,-6.993823139,0.000765253,-7.175304563,-8.214141131,0.002300674,-6.074553236,-7.408131076,0.031290147,-3.464452021,-4.877566863,0.00811135,-4.814490965,-7.214561856,0.10355654,-2.267637533,8.19328E-06,-11.71219591,-10.2990459
U1456,A,5,H,3,102,37.02,41.02,1020,9381,133352,-2081,-1765,70146,-23537,43434,905614,23398,1343,797,310675,48345,562,91,249,55,748,1591,24659,100,4016,279,320,80,27,0.010358718,-4.5699268,-1.005591238,0.147250374,-1.915620918,-0.116879944,0.047960831,-3.037370622,-2.226695258,0.025836615,-3.655962618,-4.107461107,0.000880066,-7.035513767,-5.726340459,0.343054546,-1.069865817,-1.56576478,0.000620573,-7.384866596,-8.359990171,0.000274952,-8.198915549,-7.418322077,0.000825959,-7.098965468,-8.170620213,0.001756819,-6.344250417,-7.584054547,0.02722904,-3.603471221,-4.987197405,0.00443456,-5.418326784,-7.762180561,0.077456841,-2.558034382,0.000100484,-9.205508939,-8.606280187
U1456,A,5,H,3,104,37.04,41.04,1040,8342,118830,-2555,-2374,66833,-49268,36311,903212,22281,1484,493,309762,69081,622,109,355,81,716,1486,26527,170,4402,205,392,138,29,0.009235927,-4.684654303,-1.055371502,0.131563797,-2.028263399,-0.213290643,0.040202079,-3.213836573,-2.306475515,0.024668627,-3.702223001,-4.131831077,0.00054583,-7.513203404,-5.919231534,0.342956028,-1.070153038,-1.565987865,0.000688653,-7.280772485,-8.268439401,0.000393042,-7.841594788,-7.168590598,0.000792726,-7.140032411,-8.194032477,0.001645239,-6.409869353,-7.626857779,0.029369628,-3.527794217,-4.927518519,0.004873717,-5.323898316,-7.676543383,0.07399481,-2.603760328,0.00012068,-9.022364696,-8.482602879
U1456,A,5,H,3,106,37.06,41.06,1060,7770,117201,-2792,-1574,71762,-35097,36637,883206,24597,764,560,335704,55814,633,92,305,45,832,1490,30086,137,4689,116,331,144,23,0.008797495,-4.733288305,-1.076473795,0.132699506,-2.019668059,-0.205933892,0.041481829,-3.18249981,-2.292308164,0.027849675,-3.580933985,-4.067936023,0.000634054,-7.363376964,-5.858731618,0.380097056,-0.96732865,-1.486124162,0.000716707,-7.240843326,-8.233321705,0.000345333,-7.971001971,-7.259033278,0.000942023,-6.967481307,-8.095661093,0.001687036,-6.384782349,-7.610493526,0.034064533,-3.379498522,-4.810572534,0.005309067,-5.238339129,-7.598949756,0.081251713,-2.510203381,0.000104166,-9.169525171,-8.581980348
U1456,A,5,H,3,108,37.08,41.08,1080,8997,135554,-1348,-1430,75887,-24263,42948,739912,35785,1217,1241,345264,42118,680,84,238,77,663,1579,32018,-64,7134,401,479,151,36,0.012159554,-4.409640072,-0.936042827,0.183202867,-1.697161175,0.07009975,0.05804474,-2.846541179,-2.140421267,0.048363859,-3.029002449,-3.77717849,0.001677226,-6.390613754,-5.465929834,0.466628464,-0.762221918,-1.326817764,0.000919028,-6.992193741,-8.014634395,0.00032166,-8.042015866,-7.308664888,0.000896053,-7.017511549,-8.124183334,0.002134038,-6.149739525,-7.457175092,0.043272714,-3.140233016,-4.621887756,0.009641687,-4.641659173,-7.057820704,0.102562197,-2.277285868,0.000113527,-9.08346974,-8.523867116
U1456,A,5,H,3,110,37.1,41.1,1100,8169,132111,-2150,-1980,75267,-24948,39294,819002,35792,955,1116,325775,51700,569,118,276,66,634,1369,37209,424,6859,258,277,142,13,0.009974335,-4.607740023,-1.021998396,0.161307298,-1.824444048,-0.03884166,0.047977905,-3.03701469,-2.226534342,0.043701969,-3.130362121,-3.830574765,0.001362634,-6.598335662,-5.54980794,0.397770701,-0.921879567,-1.45082386,0.000694748,-7.271961371,-8.260690026,0.000336996,-7.995440939,-7.276113672,0.000774113,-7.16379285,-8.207578304,0.001671547,-6.39400598,-7.6165101,0.045432123,-3.091535858,-4.583485178,0.008374827,-4.782524867,-7.185571802,0.091900874,-2.387044734,0.000144078,-8.84515718,-8.362934644
U1456,A,5,H,3,112,37.12,41.12,1120,8154,117089,-1710,-2485,80927,-39831,37861,867312,27539,1018,990,334636,62520,588,44,287,111,763,1637,46997,96,6882,253,467,136,19,0.009401461,-4.666890169,-1.047663644,0.135002168,-2.002464444,-0.191209318,0.043653264,-3.131477215,-2.269240849,0.031752126,-3.449795592,-3.998852318,0.001141458,-6.775449109,-5.62132635,0.385831166,-0.9523554,-1.474494439,0.000677957,-7.296427105,-8.282207639,0.000330907,-8.013671837,-7.288855247,0.00087973,-7.035896021,-8.134664322,0.001887441,-6.272533475,-7.537273586,0.054186959,-2.915315004,-4.444517412,0.007934861,-4.836489466,-7.234512297,0.093307829,-2.37185126,5.07315E-05,-9.888964419,-9.067817672
U1456,A,5,H,3,114,37.14,41.14,1140,7586,108910,-2912,-1506,95611,-14494,42107,925253,20110,1360,1058,339173,34313,695,64,341,85,867,1696,51537,-161,4592,447,131,152,57,0.008198839,-4.80376277,-1.107052666,0.117708346,-2.139545361,-0.308536874,0.045508634,-3.089853216,-2.250422639,0.021734596,-3.82885001,-4.198538185,0.001143471,-6.77368688,-5.620614762,0.366573251,-1.003556912,-1.514262653,0.000751146,-7.193910647,-8.192044414,0.000368548,-7.905940015,-7.213561477,0.000937041,-6.972783516,-8.098683882,0.001833012,-6.301794676,-7.556360667,0.055700441,-2.887767217,-4.422793228,0.004962967,-5.305751555,-7.660086085,0.10333498,-2.269779337,6.91703E-05,-9.578939409,-8.858457783
U1456,A,5,H,3,116,37.16,41.16,1160,10420,133291,-2079,-1112,89292,-11842,55270,760155,25911,1001,1132,353729,29912,621,64,340,73,745,2025,19493,300,4358,328,290,139,35,0.013707731,-4.289795324,-0.884042191,0.175347133,-1.740987652,0.032588669,0.072708855,-2.621292094,-2.038586156,0.034086469,-3.378854771,-3.961480693,0.00148917,-6.50953638,-5.51395079,0.46533799,-0.764991277,-1.328968725,0.000816939,-7.109946557,-8.118197997,0.000447277,-7.712332021,-7.07824885,0.000980063,-6.92789342,-8.073092039,0.00266393,-5.927952659,-7.31250352,0.025643454,-3.663466933,-5.034510023,0.005733041,-5.161509123,-7.529272624,0.117465517,-2.141610462,8.41934E-05,-9.382394555,-8.725731043
