 Spectrum , Sample , Throughput , Mg-Ka Area , Mg-Ka AreaStd , Al-Ka Area , Al-Ka AreaStd , Si-Ka Area , Si-Ka AreaStd , P -Ka Area , P -Ka AreaStd , S -Ka Area , S -Ka AreaStd , Cl-Ka Area , Cl-Ka AreaStd , Ar-Ka Area , Ar-Ka AreaStd , K -Ka Area , K -Ka AreaStd , Ca-Ka Area , Ca-Ka AreaStd , Ti-Ka Area , Ti-Ka AreaStd , Cr-Ka Area , Cr-Ka AreaStd , Mn-Ka Area , Mn-Ka AreaStd , Fe-Ka Area , Fe-Ka AreaStd , Rh-La-Coh Area , Rh-La-Coh AreaStd 
374-U1524A-1H-2-A_SHLF9353601 X1320.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,1320,1.69E+05,240,44,10414,118,137880,374,598,61,2127,90,46595,346,-4709,177,71207,303,29292,225,22042,208,1169,164,2599,181,234116,512,40420,276
374-U1524A-1H-2-A_SHLF9353601 X1330.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,1330,1.67E+05,221,43,10689,119,141765,378,494,60,1712,89,42170,272,-4530,151,70860,299,29055,222,21926,204,1526,162,2803,179,229394,498,39074,198
374-U1524A-1H-2-A_SHLF9353601 X1340.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,1340,1.65E+05,296,42,10197,116,138155,373,417,60,1763,90,42791,273,-4441,150,68237,295,27959,219,21234,202,1159,161,2614,178,227435,496,38995,198
374-U1524A-1H-2-A_SHLF9353601 X1360.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,1360,1.57E+05,120,42,8229,107,114814,341,378,57,2164,90,49020,284,-4065,153,60973,283,25713,215,19789,198,783,160,2382,176,218530,486,38962,201
374-U1524A-1H-2-A_SHLF9353601 X1380.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,1380,1.60E+05,266,41,9657,113,127380,359,516,59,1873,89,43632,274,-4385,150,66747,293,27746,220,20901,201,1129,161,2669,177,218107,487,38757,197
374-U1524A-1H-2-A_SHLF9353601 X1400.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,1400,1.59E+05,223,42,9579,113,121813,351,452,59,1872,90,44497,275,-3831,151,66728,292,28379,220,20849,200,1060,159,2842,177,221040,489,37787,197
374-U1524A-1H-2-A_SHLF9353601 X1420.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,1420,1.71E+05,328,45,11359,122,144150,382,623,62,1844,89,42038,272,-4649,151,73403,304,29244,224,22760,208,1125,163,2926,180,238736,507,40118,199
374-U1524A-1H-2-A_SHLF9353601 X1440.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,1440,1.64E+05,216,43,9666,114,133749,368,353,59,1865,90,44536,276,-4160,151,68146,295,27220,219,21273,203,1104,161,2556,178,223944,493,38796,198
374-U1524A-1H-3-A_SHLF9353631 X  20.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,20,1.78E+05,302,47,12170,127,158918,400,698,64,1543,88,42732,277,-4786,157,75306,309,31241,230,23200,210,877,166,2460,184,237472,508,43481,205
374-U1524A-1H-3-A_SHLF9353631 X  40.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,40,1.75E+05,322,45,10807,120,145431,384,612,63,1645,91,45604,348,-5353,182,72428,307,31757,232,22512,210,1113,166,2833,185,233752,514,43901,283
374-U1524A-1H-3-A_SHLF9353631 X  60.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,60,1.73E+05,261,44,10840,120,145487,384,609,62,1612,89,45398,346,-4866,181,70406,303,28988,225,22121,209,1032,166,2525,183,234954,516,42139,280
374-U1524A-1H-3-A_SHLF9353631 X  80.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,80,1.74E+05,265,44,10032,117,136476,372,560,61,2064,92,50353,293,-5490,158,70376,301,29345,225,22110,208,1273,166,2601,183,236697,507,45208,211
374-U1524A-1H-3-A_SHLF9353631 X 100.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,100,1.74E+05,236,45,10254,118,132838,367,484,61,2008,92,50285,293,-5422,158,71513,303,28319,223,21992,207,1132,165,2652,183,241482,511,44437,210
374-U1524A-1H-3-A_SHLF9353631 X 120.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,120,1.72E+05,339,44,10395,117,138958,376,466,62,1793,92,45981,347,-4728,179,71975,304,29989,226,22037,208,1164,165,2714,182,238731,517,41982,279
374-U1524A-1H-3-A_SHLF9353631 X 140.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,140,1.73E+05,291,45,10738,120,145386,384,542,61,1832,91,45668,347,-5300,180,71406,304,29141,225,21773,208,1256,166,2760,183,238419,517,42761,280
374-U1524A-1H-3-A_SHLF9353631 X 160.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,160,1.74E+05,295,45,11453,123,146061,384,557,61,1905,91,44598,279,-5147,152,73719,305,29865,225,22198,207,1163,165,2801,182,242355,511,41563,202
374-U1524A-1H-3-A_SHLF9353631 X 180.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,180,1.76E+05,284,47,11958,126,151720,392,542,63,1648,90,42964,276,-5087,153,74048,306,29610,225,22378,207,868,165,2145,182,245465,515,41899,202
374-U1524A-1H-3-A_SHLF9353631 X 200.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,200,1.81E+05,263,48,13818,134,153578,394,788,63,1683,89,41115,273,-5186,154,82395,320,29794,227,23805,211,1439,166,3001,183,258089,526,42593,203
374-U1524A-1H-3-A_SHLF9353631 X 220.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,220,1.75E+05,212,46,11845,125,149089,388,760,62,1938,89,44174,277,-4875,153,73667,306,30086,226,22622,207,1459,164,2697,181,242110,511,40852,202
374-U1524A-1H-3-A_SHLF9353631 X 230.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,230,1.59E+05,250,41,10638,118,133069,366,668,60,1614,85,39129,264,-4115,149,68112,294,30860,225,20935,199,900,158,2432,174,213582,481,38731,195
374-U1524A-1H-3-A_SHLF9353631 X 240.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,240,1.61E+05,246,44,12351,126,129411,362,650,61,1912,89,40553,269,-4783,150,70994,299,29457,221,23546,207,1192,158,2622,175,218819,487,40799,199
374-U1524A-1H-3-A_SHLF9353631 X 250.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,250,1.54E+05,240,43,12164,124,115382,342,589,61,1586,87,35985,258,-3133,154,67594,293,24877,210,23565,206,1148,156,2152,169,214063,480,38664,195
374-U1524A-1H-3-A_SHLF9353631 X 260.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,260,1.66E+05,369,44,12571,126,117235,345,622,62,2047,92,47736,286,-4749,156,72205,302,26391,215,25787,214,1358,162,2234,177,234018,502,42130,205
374-U1524A-1H-3-A_SHLF9353631 X 270.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,270,1.63E+05,248,43,12584,126,116697,344,559,62,1707,90,43249,276,-4707,152,70701,298,24992,213,25014,212,1341,161,2173,176,232219,500,41600,201
374-U1524A-1H-3-A_SHLF9353631 X 280.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,280,1.63E+05,311,44,12995,128,119462,349,600,63,1534,88,41414,271,-4691,150,71700,299,24220,209,24924,209,1182,160,2179,174,238365,505,39896,198
374-U1524A-1H-3-A_SHLF9353631 X 290.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,290,1.62E+05,251,44,12701,128,129153,362,612,62,1499,87,39967,269,-4709,151,71059,299,24860,211,23294,207,1245,160,1756,173,224230,492,41111,199
374-U1524A-1H-3-A_SHLF9353631 X 300.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,300,1.39E+05,246,39,10192,114,101736,321,551,56,1122,81,32798,248,-3108,149,58820,274,20017,192,19473,190,878,149,1381,162,199590,464,37872,190
374-U1524A-1H-3-A_SHLF9353631 X 310.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,310,1.57E+05,213,43,11650,123,120853,350,635,60,1850,88,42439,272,-4370,151,68790,295,26638,214,23506,204,1240,157,2032,171,216704,483,40089,198
374-U1524A-1H-3-A_SHLF9353631 X 320.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,320,1.57E+05,186,42,10436,117,118723,348,426,61,2111,94,51129,361,-5341,180,68496,299,30434,226,22763,207,1140,160,2497,176,194828,473,42102,285
374-U1524A-1H-3-A_SHLF9353631 X 330.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,330,1.63E+05,273,43,11709,123,132792,367,729,63,1986,91,47177,284,-5191,154,73900,306,32630,231,23525,209,967,161,2565,177,201041,470,42295,205
374-U1524A-1H-3-A_SHLF9353631 X 340.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,340,1.58E+05,225,40,10671,118,120996,351,527,59,2331,92,48610,351,-4877,175,70289,300,30846,227,22720,207,683,160,2419,177,200516,478,40886,278
374-U1524A-1H-3-A_SHLF9353631 X 350.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,350,1.69E+05,273,43,11480,122,129611,362,509,60,2157,92,49931,291,-5444,154,75614,309,29892,226,24074,210,1120,163,2558,180,225646,495,43311,207
374-U1524A-1H-3-A_SHLF9353631 X 360.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,360,1.58E+05,245,42,10646,118,119433,348,497,59,1852,88,43396,273,-4192,150,69984,297,27129,218,22023,203,969,157,2654,174,215184,483,39031,197
374-U1524A-1H-3-A_SHLF9353631 X 370.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,370,1.70E+05,198,44,12229,126,127998,360,611,60,2183,91,46257,282,-4981,155,76873,310,27010,220,24118,211,1157,163,2267,179,239660,508,42023,204
374-U1524A-1H-3-A_SHLF9353631 X 380.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,380,1.62E+05,294,43,11550,122,126813,359,515,60,1681,88,43661,337,-4043,176,73879,307,29258,225,23455,209,1342,160,2723,176,220328,498,38957,270
374-U1524A-1H-3-A_SHLF9353631 X 390.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,390,1.55E+05,225,41,10522,117,116383,343,542,58,2074,89,45494,279,-4492,152,69509,297,28897,222,21552,202,1099,156,2645,173,203845,471,40955,201
374-U1524A-1H-3-A_SHLF9353631 X 400.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,400,1.45E+05,256,39,9728,112,103563,324,511,57,1851,87,44088,273,-4337,147,64176,286,28015,217,19435,194,1131,152,2259,167,188103,454,38405,196
374-U1524A-1H-3-A_SHLF9353631 X 410.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,410,1.61E+05,335,42,11285,120,117164,345,529,59,2222,92,49578,288,-4767,154,70749,300,30139,225,23627,208,724,160,2349,176,211871,480,41330,204
374-U1524A-1H-3-A_SHLF9353631 X 420.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,420,1.62E+05,201,42,11038,120,112362,338,636,60,2713,95,52995,295,-4726,155,69685,298,27650,220,24597,212,1104,162,2373,177,214832,484,42680,207
374-U1524A-1H-3-A_SHLF9353631 X 430.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,430,1.66E+05,303,43,12533,126,123452,354,611,61,2101,91,45707,281,-4899,153,71832,302,27279,219,26550,216,1133,162,2255,178,227543,496,41663,203
374-U1524A-1H-3-A_SHLF9353631 X 440.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,440,1.60E+05,230,43,11424,122,115906,343,400,60,2176,92,47017,283,-4819,152,68940,296,26567,216,24924,212,868,161,1848,176,215011,484,41325,203
374-U1524A-1H-3-A_SHLF9353631 X 460.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,460,1.60E+05,227,43,10455,117,110560,335,366,60,2235,94,51131,292,-4934,154,67892,295,26020,214,24168,210,861,161,2146,177,214712,484,42930,207
374-U1524A-1H-3-A_SHLF9353631 X 480.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,480,1.66E+05,281,45,12827,128,128617,361,573,61,1958,90,44798,279,-4928,153,73398,304,26409,219,26110,216,1121,163,2585,177,225160,494,41632,202
374-U1524A-1H-3-A_SHLF9353631 X 500.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,500,1.65E+05,283,44,13516,131,133430,368,565,61,1765,89,41330,271,-4943,151,74126,305,27287,219,26103,215,1114,161,2024,176,217994,487,40135,199
374-U1524A-1H-3-A_SHLF9353631 X 520.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,520,1.50E+05,311,42,12166,124,117644,346,541,59,1656,86,37868,320,-4040,171,65536,290,22756,204,23151,205,918,156,2053,171,205029,480,37932,262
374-U1524A-1H-3-A_SHLF9353631 X 540.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,540,1.67E+05,385,44,13577,130,130825,365,607,61,1902,91,42199,336,-4753,176,74304,307,24676,214,26201,216,1230,163,2218,179,230207,508,40772,273
374-U1524A-1H-3-A_SHLF9353631 X 560.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,560,1.66E+05,260,44,12492,127,122175,352,685,62,2137,91,46416,282,-4724,154,72211,302,24999,214,25531,214,1079,162,1915,178,230823,500,41381,203
374-U1524A-1H-3-A_SHLF9353631 X 580.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,580,1.66E+05,230,44,12596,127,123387,354,549,61,1843,90,43526,277,-4829,154,72803,303,25534,216,25300,214,1123,162,2302,177,230053,499,41741,203
374-U1524A-1H-3-A_SHLF9353631 X 600.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,600,1.75E+05,229,46,14098,135,131287,365,653,63,1741,89,40373,271,-4813,153,78629,311,23678,210,26766,218,1221,164,2235,179,261301,527,42530,202
374-U1524A-1H-3-A_SHLF9353631 X 620.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,620,1.63E+05,265,44,13354,130,122092,353,510,60,1432,85,36638,316,-4086,171,71877,301,21677,203,24688,211,1513,160,2158,176,252568,526,36871,259
374-U1524A-1H-3-A_SHLF9353631 X 640.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,640,1.59E+05,279,43,13081,129,122570,353,568,61,1970,90,41174,331,-4502,174,71261,301,25691,214,25830,214,1073,160,2361,175,215792,493,39386,268
374-U1524A-1H-3-A_SHLF9353631 X 660.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,660,1.63E+05,210,45,13244,130,124477,356,665,60,1896,88,41902,333,-4344,175,73012,304,24835,213,26004,215,1162,162,2415,178,227505,504,39040,269
374-U1524A-1H-3-A_SHLF9353631 X 680.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,680,1.64E+05,276,44,13300,130,123591,355,655,61,1932,90,41712,334,-4394,176,72721,303,24873,213,26246,216,1137,161,2412,178,232594,510,39925,271
374-U1524A-1H-3-A_SHLF9353631 X 700.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,700,1.66E+05,300,44,12516,126,121176,351,572,62,2055,91,45160,279,-4656,152,73320,304,24802,214,25354,214,1017,163,2258,178,234087,502,40885,202
374-U1524A-1H-3-A_SHLF9353631 X 720.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,720,1.57E+05,331,42,10561,117,109627,334,437,58,2696,94,51105,290,-5128,153,67600,295,26547,217,24384,210,939,159,1921,174,201630,470,41228,205
374-U1524A-1H-3-A_SHLF9353631 X 740.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,740,1.55E+05,234,43,10445,117,111037,336,427,60,2480,93,49855,286,-4289,152,66287,291,26458,216,23792,209,1085,161,2253,174,200839,469,39621,201
374-U1524A-1H-3-A_SHLF9353631 X 760.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,760,1.58E+05,194,41,11621,122,116901,344,555,60,1869,88,39786,266,-4555,148,70572,298,28487,218,24548,208,1164,158,2121,172,220499,488,38679,195
374-U1524A-1H-3-A_SHLF9353631 X 790.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,790,1.56E+05,152,42,10244,116,104310,326,583,60,2696,94,47712,283,-4707,152,69038,296,25286,213,23997,209,865,159,2029,173,213551,481,40325,202
374-U1524A-1H-3-A_SHLF9353631 X 800.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,800,1.57E+05,200,42,10571,118,107444,331,531,60,2485,93,49370,286,-4628,151,70162,298,25836,214,23883,208,1153,161,1970,174,212271,480,39952,202
374-U1524A-1H-3-A_SHLF9353631 X 820.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,820,1.55E+05,220,41,10372,116,104708,327,489,61,2224,93,48436,285,-5098,151,68977,296,25077,211,23828,207,944,158,2065,173,210406,478,40351,202
374-U1524A-1H-3-A_SHLF9353631 X 840.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,840,1.49E+05,136,40,9011,110,98639,317,353,59,2310,92,51383,290,-4707,150,67414,292,22382,204,20801,199,808,155,1684,169,197531,465,40418,202
374-U1524A-1H-3-A_SHLF9353631 X 860.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,860,1.56E+05,240,41,11526,121,115038,342,571,60,2054,90,45013,277,-4445,151,73058,302,23932,209,23027,204,1080,157,1891,172,211493,479,39695,199
374-U1524A-1H-3-A_SHLF9353631 X 880.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,880,1.59E+05,318,41,11367,120,117571,345,619,60,2107,91,45556,278,-4620,150,72777,303,26299,216,24553,210,1007,159,2144,174,212970,481,39236,199
374-U1524A-1H-3-A_SHLF9353631 X 900.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,900,1.61E+05,169,44,11569,123,121462,351,643,61,2237,93,47079,282,-4820,151,71689,301,29194,222,25644,214,832,160,2603,176,209860,479,40025,201
374-U1524A-1H-3-A_SHLF9353631 X 920.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,920,1.59E+05,211,43,10191,116,111006,336,566,59,2731,93,51829,292,-4889,153,68041,295,27716,220,24425,210,1044,160,2453,176,208104,477,41873,205
374-U1524A-1H-3-A_SHLF9353631 X 930.0mm   6s  10kV 160uA No-Filter DC10.0mm CC12.0mm Y  0.0mm Run1 Rep0 Sett Low.spe,930,1.57E+05,185,40,10189,115,111410,336,446,59,2583,95,53127,294,-5030,153,66184,292,27367,218,24078,209,890,158,2125,174,201047,470,41445,206
