Site,Hole,Core,Core Type,Section,Interval (cm),Ar,Ba,Cr,S,Mn,Ca,Si,K,P,Ti,Al,Fe,Rh,Cl,Zn,Rb,Cu,Zr,Mo,Ni,Br,Ga,Pb,Nb,Y,Sr,Bi,ln(Al/Al),predicted_ln(Al/Al),predicted_Al/Al,ln(Ba/Al),predicted_ln(Ba/Al),predicted_Ba/Al
U1456,A,2,H,2,60,-27392,-4052,959,-1547,1524,820528,113341,34350,-2713,23718,6547,318267,56833,99014,386,1583,155,4304,156,619,1087,76,112,253,327,20971,17,0.0,0.0,1.0,-0.47979634307251745,-5.434817141093318,0.004362032584738828
U1456,A,2,H,2,62,-38718,-3734,711,-2945,1928,996453,107495,31858,-2870,18889,6809,310384,72635,87886,389,1596,89,3838,142,610,1150,70,124,284,176,19073,41,0.0,0.0,1.0,-0.6007652213812986,-5.467054144844693,0.004223656128584102
U1456,A,2,H,2,64,-29151,-3283,592,-1739,1679,993161,100782,32955,-4239,16821,5317,326395,63804,96930,405,1526,85,3618,53,600,1047,84,338,194,333,19059,45,0.0,0.0,1.0,-0.48215159600274576,-5.4354447925902045,0.004359295607481338
U1456,A,2,H,2,66,-19063,-3463,321,-1995,2680,1010637,97755,33696,-3705,16400,5908,297700,53302,110119,341,1593,53,3333,380,581,992,50,111,336,110,19295,53,0.0,0.0,1.0,-0.5341720992488485,-5.449307739669968,0.0042992798817400105
U1456,A,2,H,2,68,-36314,-3722,880,-445,933,889701,96253,30471,-4273,18835,5291,313654,66587,100102,344,1488,250,3813,83,640,933,81,204,225,234,18577,42,0.0,0.0,1.0,-0.3517461057019357,-5.400693025534084,0.004513451921063832
U1456,A,2,H,2,70,-34350,-4108,1037,-1666,1969,907738,99696,32086,-3201,20727,6092,295259,67917,103200,322,1486,119,4224,312,689,842,60,124,441,229,23317,7,0.0,0.0,1.0,-0.39404014296660356,-5.411963966101802,0.004462866679833112
U1456,A,2,H,2,72,-52736,-3088,464,-2676,1050,989757,96802,25197,-3056,18728,5797,274926,78428,89387,322,1291,90,4103,217,556,893,82,116,261,117,33323,46,0.0,0.0,1.0,-0.629816910195066,-5.4747961311668485,0.004191082894073809
U1456,A,2,H,2,74,-15157,-3752,-23,-2438,1189,1023745,110183,33849,-3280,20683,6068,289419,44519,102003,291,1309,97,4586,-2,685,870,46,135,314,-57,43192,54,0.0,0.0,1.0,-0.48074003034230756,-5.435068624371345,0.004360935744409839
U1456,A,2,H,2,76,-26158,-3688,468,-1899,1048,940894,87691,25632,-2834,19939,4344,276542,58908,113918,356,1337,118,4586,-62,582,913,90,113,98,-110,53085,54,0.0,0.0,1.0,-0.16371127693728685,-5.350583612559267,0.004745380727316348
U1456,A,2,H,2,78,-15356,-3446,1069,-2049,810,1038068,92588,30119,-3495,17251,5531,276660,46370,108004,331,1366,104,4394,229,586,1023,116,95,71,14,52672,29,0.0,0.0,1.0,-0.4731544929068031,-5.433047154037956,0.004369760162787994
U1456,A,2,H,2,80,-35473,-3198,844,-2372,1214,1010395,100364,31085,-3255,16229,6316,286270,66358,100346,316,1246,93,3560,278,644,1030,107,116,100,41,32108,38,0.0,0.0,1.0,-0.6805604819816333,-5.488318788704155,0.004134789789396034
U1456,A,2,H,2,82,-33252,-3136,495,-2263,1237,951843,107091,34166,-3171,16538,6872,294638,60925,95989,315,1322,106,3480,125,601,1033,78,73,258,-53,24381,27,0.0,0.0,1.0,-0.7845070821937928,-5.51601952452836,0.004021824898413256
U1456,A,2,H,2,84,-15618,-3241,659,-2085,1570,1000557,114706,38157,-3582,16717,7294,286855,38359,99375,308,1349,27,3264,561,542,876,92,93,184,149,22576,15,0.0,0.0,1.0,-0.8111701682270781,-5.523124971950004,0.003993349318730332
U1456,A,2,H,2,86,-34982,-2937,408,-2315,747,984017,115895,36053,-2736,17199,6570,329682,63525,93921,333,1605,89,3651,164,587,1074,84,122,53,74,27886,43,0.0,0.0,1.0,-0.8051251802800361,-5.5215140427436635,0.0039997875061187375
U1456,A,2,H,2,88,-35991,-4075,486,-2346,480,952167,109771,36589,-2706,18095,6246,356335,59984,100273,350,1512,30,4177,235,670,991,96,76,171,53,43936,24,0.0,0.0,1.0,-0.42707051216806075,-5.420766231202903,0.0044237557292098485
U1456,A,2,H,2,90,-10585,-3498,347,-1780,979,999384,98690,35236,-3797,17081,5692,304828,44478,109866,286,1264,122,4310,280,576,872,84,122,147,-17,52408,28,0.0,0.0,1.0,-0.48687030363119566,-5.4367022812736305,0.004353817287771637
U1456,A,2,H,2,92,-42687,-3926,506,-2574,1025,1091853,103139,25090,-3892,17943,5261,267700,73630,87588,219,1121,108,4408,-54,584,779,62,81,129,-76,64325,12,0.0,0.0,1.0,-0.2927000268944009,-5.384957832394872,0.004585033658053006
U1456,A,2,H,2,94,-33560,-4552,646,-1136,356,844183,102439,29326,-3168,23539,5635,328496,59612,98984,248,997,91,5518,388,671,869,50,123,170,-106,57624,23,0.0,0.0,1.0,-0.21343045066770988,-5.363833278196172,0.004682920720218577
U1456,A,2,H,2,96,-23938,-3978,1095,-1551,590,799981,115234,46469,-2371,23917,8284,353811,52224,105792,304,1901,128,4181,465,644,968,48,114,144,263,34548,39,0.0,0.0,1.0,-0.7335467631015573,-5.50243910598836,0.004076815516485754
U1456,A,2,H,2,98,-19278,-4565,1101,-1167,797,719608,130523,52713,-1503,27683,9184,369041,38887,102317,355,2098,114,4600,-115,646,898,75,121,114,268,31314,40,0.0,0.0,1.0,-0.6990443255302787,-5.49324454929769,0.004114472883974203
U1456,A,2,H,2,100,-15675,-5488,1272,-917,1294,598736,129668,55896,-972,34435,9658,407644,37295,105529,427,2193,89,5544,-71,576,957,77,154,310,503,18092,29,0.0,0.0,1.0,-0.565222697027766,-5.457582415364045,0.004263851516266754
U1456,A,2,H,2,102,-17191,-5360,1128,-1273,1165,613503,141215,56365,-825,32427,10272,396967,38621,98372,399,2162,97,4841,4,661,792,100,122,381,413,18461,29,0.0,0.0,1.0,-0.6504577718648947,-5.480296715650929,0.004168092776044976
U1456,A,2,H,2,104,-23709,-4427,1600,-1736,1206,678968,141504,54953,-1308,28274,11316,367754,49384,86901,352,1970,335,4611,400,760,986,37,140,279,443,19783,23,0.0,0.0,1.0,-0.9384954996893168,-5.557055907289554,0.0038601242485128153
U1456,A,2,H,2,106,-37628,-4799,1737,-2203,1175,642977,152861,58566,-1405,28727,12788,402835,58556,79386,362,2285,177,4337,395,712,906,55,135,398,173,18064,42,0.0,0.0,1.0,-0.9800996683214865,-5.568143004723363,0.0038175630509161393
U1456,A,2,H,2,108,-31549,-3931,1581,-1456,1383,603623,108473,53733,-1551,24863,7518,386178,52521,103303,407,2232,120,4333,198,744,934,63,146,377,630,13177,34,0.0,0.0,1.0,-0.6484062987022629,-5.479750018442819,0.004170372083717583
U1456,A,2,H,2,110,-13363,-3823,991,-1217,2618,673543,133676,57388,-1496,23434,9630,390852,38013,102701,435,2052,111,4033,403,699,852,81,131,433,643,13942,29,0.0,0.0,1.0,-0.9238477710957586,-5.553152433204143,0.003875221590354688
U1456,A,2,H,2,112,-23400,-4454,1420,-1964,2249,722666,136570,54472,-1277,23472,10224,365664,46818,95992,462,2198,192,3820,553,709,939,100,184,134,309,14113,20,0.0,0.0,1.0,-0.8309353288000031,-5.528392190795412,0.00397237077174311
U1456,A,2,H,2,114,-29087,-3513,631,-2193,1314,883951,123398,44429,-2699,18684,8416,322376,65340,89329,430,1938,187,3637,330,658,1036,71,114,424,371,16473,20,0.0,0.0,1.0,-0.8736642827116641,-5.539779032326888,0.003927394569671255
U1456,A,2,H,2,116,-30882,-3405,488,-2053,1162,931859,112104,39657,-3732,16126,7195,301977,61432,97606,359,1708,197,3622,278,702,1209,62,127,351,348,17945,15,0.0,0.0,1.0,-0.7481414007378554,-5.506328431861337,0.004060990247181684
U1456,A,2,H,2,118,-12688,-3316,332,-2105,1775,969939,108028,41712,-3322,15061,6795,296355,45554,103304,382,1895,139,3321,203,677,1226,95,134,263,287,19403,22,0.0,0.0,1.0,-0.7174278103300584,-5.498143565282124,0.004094365309428379
U1456,A,2,H,2,120,-27242,-2740,91,-1787,1422,968952,90953,36184,-3136,14325,5261,288741,55692,109696,357,1529,184,3248,58,658,1162,71,149,476,232,19653,33,0.0,0.0,1.0,-0.6523632023486913,-5.480804493936658,0.00416597684629745
U1456,A,2,H,2,122,-34650,-2746,912,-2654,1500,1018462,103395,33801,-3492,14557,6259,303826,73005,94992,313,1513,30,2917,595,594,1159,67,72,316,42,19666,26,0.0,0.0,1.0,-0.8238751205967851,-5.526510715481145,0.003979851724696566
U1456,A,2,H,2,124,-27545,-2803,490,-2230,1105,938538,108854,38088,-2565,15993,6683,323978,57907,97169,395,1754,85,3018,325,638,1194,62,102,302,117,19319,31,0.0,0.0,1.0,-0.8688767163462818,-5.538503193474462,0.003932408490049138
U1456,A,2,H,2,126,-8636,-4505,1361,-1264,958,806252,124148,49690,-2522,21954,8882,373482,38102,103750,521,1927,232,3556,306,732,1532,51,133,448,262,18929,22,0.0,0.0,1.0,-0.6788388658096092,-5.487859995105571,0.004136687239718648
U1456,A,2,H,2,128,-12989,-3869,1807,-1000,595,759172,112442,45709,-2707,21595,8256,392776,41297,111798,477,1783,202,3576,231,779,1912,56,156,269,311,23626,26,0.0,0.0,1.0,-0.757944133020831,-5.508940762584726,0.004050395442184041
U1456,A,2,H,2,130,-32297,-4183,1152,63,387,750272,97924,35448,-3528,21773,6541,376109,63453,107706,344,1781,157,3389,190,837,1925,47,144,296,175,27160,18,0.0,0.0,1.0,-0.4470613665190143,-5.42609359519697,0.004400251435771999
U1456,A,2,H,2,132,-30378,-3328,140,-1694,2052,914953,100593,30594,-3282,17798,6139,274031,62477,97953,338,1348,95,4165,297,591,1002,58,124,282,181,20468,51,0.0,0.0,1.0,-0.612290339486397,-5.470125474270768,0.0042107037898619715
U1456,A,2,H,2,134,-17946,-2694,329,-1998,2010,952501,89418,34947,-3512,15008,5296,290017,51146,119378,429,1696,152,3180,483,576,1262,22,151,412,321,19975,32,0.0,0.0,1.0,-0.6759247406465348,-5.4870834097133,0.0041399009783111155
U1456,A,2,H,2,136,-30189,-2760,254,-1749,2036,995943,96817,33167,-4038,14781,5903,292196,64686,103830,384,1517,54,3594,240,607,1161,51,136,151,177,20640,39,0.0,0.0,1.0,-0.7602300165294937,-5.509549927820233,0.004047928833453027
U1456,A,2,H,2,138,-16772,-3048,382,-1393,1594,1000190,96550,32172,-3410,14563,5932,275603,50578,105615,435,1591,144,3290,180,606,1176,92,145,235,193,21326,16,0.0,0.0,1.0,-0.6658757864512858,-5.484405463297506,0.0041510022689942114
U1456,A,2,H,2,140,-15343,-2293,453,-1212,840,996406,79781,30262,-4041,12480,4407,261172,41862,123287,383,1447,241,2961,435,647,1204,49,158,259,199,21731,55,0.0,0.0,1.0,-0.6533331819840825,-5.481062983868796,0.004164900122392301
U1456,A,2,H,2,142,-37540,-2148,-256,-2675,1939,1103514,77730,21678,-4664,11383,3964,248573,72975,111618,341,1359,157,2765,328,521,1127,99,90,164,103,22343,23,0.0,0.0,1.0,-0.6127164398211233,-5.470239025774932,0.0042102256852583056
U1456,A,2,H,2,144,-25384,-2322,143,-2678,1536,1072437,80444,24309,-4119,11452,4265,246043,57993,111462,339,1315,109,3239,247,572,1059,29,123,315,293,21017,19,0.0,0.0,1.0,-0.6080132976679428,-5.4689856851359595,0.004215505840434217
U1456,A,2,H,2,146,4893,-945,532,-846,737,539647,36149,11527,-2435,6061,1413,131419,28797,56897,184,643,39,1322,165,294,531,35,73,123,21,9951,25,0.0,0.0,1.0,-0.40228545519078474,-5.414161259858827,0.004453071216435489
U1456,A,2,H,2,148,-15731,-1962,824,-1650,1031,674539,51277,13030,-2731,8093,2546,152524,41726,59301,248,878,64,1810,105,363,520,55,67,251,97,11680,23,0.0,0.0,1.0,-0.2605591389920435,-5.376392605219366,0.004624474180335196
U1456,A,2,H,3,4,-12771,-2829,292,-1297,1684,871430,86705,32484,-3672,12914,5204,257488,45347,120879,390,1331,345,3227,474,549,960,61,109,178,295,19196,48,0.0,0.0,1.0,-0.6095042683308286,-5.46938301399876,0.00421383123099987
U1456,A,2,H,3,6,-20376,-2912,457,-1970,1423,822012,97935,37371,-2522,16052,5756,293091,44394,112943,287,1804,226,3585,241,722,905,70,157,289,243,17273,20,0.0,0.0,1.0,-0.6814026586906817,-5.488543220426664,0.004133861915527445
U1456,A,2,H,3,8,-33796,-3274,1061,-1970,701,851890,98931,35026,-3662,16012,5806,303168,57009,104897,359,1763,105,3650,300,598,806,96,139,402,310,17528,34,0.0,0.0,1.0,-0.572879386653495,-5.4596228470489425,0.004255160288476939
U1456,A,2,H,3,10,-16166,-3100,531,-1229,786,881738,88179,32255,-3619,15293,5123,286974,41398,130715,336,1738,98,3866,237,616,908,53,113,342,26,21320,32,0.0,0.0,1.0,-0.5023380934659647,-5.440824293529181,0.004335907736606116
U1456,A,2,H,3,12,-26861,-2901,734,-2035,807,860113,89250,30670,-3126,14565,5170,278413,52068,107548,305,1478,137,4690,280,599,821,53,124,401,172,27603,17,0.0,0.0,1.0,-0.5778171833810708,-5.460938720799743,0.004249564717088044
U1456,A,2,H,3,14,-25477,-3472,675,-2393,544,947579,114316,37560,-3105,16165,7300,327141,53222,91407,359,1442,131,3724,256,645,987,112,128,82,249,36024,15,0.0,0.0,1.0,-0.7431435513562417,-5.504996554675102,0.004066402590933935
U1456,A,2,H,3,16,-28104,-3320,1063,-1212,106,938944,88765,31353,-3755,15404,5387,342857,57063,112662,323,1507,224,3668,355,691,1352,69,103,63,-83,51881,19,0.0,0.0,1.0,-0.4840238607699995,-5.4359437325421105,0.004357121123254235
U1456,A,2,H,3,18,-25861,-3043,785,-2052,143,979886,95088,31794,-3536,18048,5581,320524,52291,112896,320,1533,107,4238,233,702,1240,46,97,395,102,41418,41,0.0,0.0,1.0,-0.6065241008914626,-5.468588828996256,0.004217179121812981
U1456,A,2,H,3,20,-19178,-4531,583,-2009,536,1012443,111379,28291,-2527,22652,6189,293150,53530,95087,325,1102,76,6099,-61,597,1026,94,126,136,84,59001,34,0.0,0.0,1.0,-0.3118308570722233,-5.390056008494638,0.004561717833631191
U1456,A,2,H,3,22,-51599,-3928,465,-2770,369,1124024,113187,18210,-3750,18775,6034,257123,82234,80450,251,973,112,4392,311,634,988,58,94,201,-422,75925,66,0.0,0.0,1.0,-0.42927975024464987,-5.421354971192546,0.004421152053826764
U1456,A,2,H,3,24,-30956,-4515,837,-1881,397,935349,117548,29207,-3231,25916,6549,309109,66618,90206,259,1372,112,5923,348,641,871,33,110,271,203,28208,30,0.0,0.0,1.0,-0.37190717936696777,-5.406065751283531,0.004489267408262157
U1456,A,2,H,3,26,-18673,-2508,791,-1877,768,1009777,96269,35438,-3590,13993,5336,290384,54769,109920,391,1707,161,3641,419,628,983,50,139,188,481,21306,21,0.0,0.0,1.0,-0.7549906858426484,-5.508153698266253,0.004053584618791213
U1456,A,2,H,3,28,-29259,-3399,354,-2816,772,1047241,109453,37134,-3236,15078,6523,282323,58482,96876,322,1706,78,3906,242,626,937,71,141,346,280,20114,17,0.0,0.0,1.0,-0.65185312209998,-5.480668562620099,0.004166543171504716
U1456,A,2,H,3,30,-21149,-3618,743,-2169,563,808439,122287,49676,-2065,19796,8075,329551,49102,96944,433,2177,39,4859,402,558,906,137,149,409,399,16744,14,0.0,0.0,1.0,-0.8028514821356169,-5.520908124786617,0.004002211783575517
U1456,A,2,H,3,32,-40383,-4010,1076,-2408,970,824531,129356,45113,-1980,20340,8795,320357,62820,81585,384,2105,138,6890,299,570,919,68,151,326,552,15548,49,0.0,0.0,1.0,-0.7853921368710437,-5.516255382803229,0.004020876429587399
U1456,A,2,H,3,34,-17230,-4115,633,-1831,701,752431,128599,51324,-1505,19811,9434,358911,42539,96303,415,1892,97,4992,353,673,1025,57,126,397,433,15493,27,0.0,0.0,1.0,-0.8296813507330368,-5.528058018103939,0.003973698451400216
U1456,A,2,H,3,36,-29026,-4591,1439,-1899,576,764855,141235,50637,-1486,22029,10366,364341,57665,84670,425,2201,168,4073,194,780,1041,97,142,471,327,15497,5,0.0,0.0,1.0,-0.8144333545004299,-5.523994578658821,0.003989878184851512
U1456,A,2,H,3,38,-20073,-3505,1058,-1053,355,723418,115363,46206,-2298,20156,7886,350433,44595,107231,465,1937,87,4089,238,638,1091,144,112,470,373,15553,16,0.0,0.0,1.0,-0.810898514968882,-5.5230525790566745,0.003993638419305879
U1456,A,2,H,3,40,-10074,-4075,637,-1467,822,913961,107232,40582,-3495,18891,6283,326310,33890,116533,468,1670,140,3712,160,711,991,38,142,392,341,17682,10,0.0,0.0,1.0,-0.4329768267279839,-5.42234020532986,0.00441679832896843
U1456,A,2,H,3,42,-37635,-2731,195,-2654,537,1103421,96271,25125,-4190,12774,5296,267042,77693,87598,400,1276,92,3494,128,584,986,96,122,213,24,20511,19,0.0,0.0,1.0,-0.6622839761431392,-5.483448281549632,0.00415497743477604
U1456,A,2,H,3,44,-40839,-2726,691,-2777,803,1108495,93242,23769,-4206,14448,5038,263642,74387,96792,354,1110,51,3279,543,623,1019,55,72,263,66,21593,47,0.0,0.0,1.0,-0.6141738446560777,-5.470627409678202,0.004208590818871462
U1456,A,2,H,3,46,-30184,-2321,154,-2780,597,1101013,79583,22519,-4319,11559,4468,246821,66435,111750,249,874,86,2771,128,547,1142,74,91,235,-213,26390,18,0.0,0.0,1.0,-0.6549427539146543,-5.481491918790648,0.004163114034368929
U1456,A,2,H,3,48,-34369,-2041,360,-2802,1631,1231209,71272,16260,-4656,9050,3197,208985,66083,109478,263,865,79,2976,210,548,1137,61,85,237,-74,34342,2,0.0,0.0,1.0,-0.4487729862499966,-5.426549724843372,0.004398244808316448
U1456,A,2,H,3,50,-11720,-2687,347,-2485,993,1175379,62030,16658,-4585,10316,2149,216223,49607,128939,329,870,140,3334,303,556,1178,87,116,47,-102,53555,34,0.0,0.0,1.0,0.22342271197298075,-5.247416252265748,0.005261094193617385
U1456,A,2,H,3,52,-37438,-2183,-67,-3848,150,1474972,52136,2623,-5245,8278,1536,161573,82479,114986,193,456,156,5061,141,574,1016,47,86,56,-194,108328,16,0.0,0.0,1.0,0.35151844284232636,-5.213280013141256,0.0054437886737470015
U1456,A,2,H,3,54,-33346,-1620,-326,-3052,452,1536985,58884,6705,-5789,7039,1700,174857,76539,111033,97,365,89,5315,60,537,747,17,94,40,-1010,128515,11,0.0,0.0,1.0,-0.04820210181787775,-5.319801565443498,0.004893724712990593
U1456,A,2,H,3,56,-65958,-1671,-570,-5347,-4,1753026,57319,-2061,-5548,5102,1297,172743,110168,86198,185,393,77,4839,232,618,977,28,82,131,-730,116014,24,0.0,0.0,1.0,0.25336834427894983,-5.239436038887885,0.005303246817647531
U1456,A,2,H,3,58,-73544,-1505,-536,-5620,144,1755439,44355,-8405,-6428,5438,306,142459,126288,92336,172,358,64,5200,98,579,889,57,55,49,-565,127573,17,0.0,0.0,1.0,1.5929630752305954,-4.882447357412488,0.007578444151814726
U1456,A,2,H,3,60,-36029,-2334,-366,-3774,-71,1616457,60747,6669,-5768,7766,1506,193675,79237,106443,194,454,70,5308,65,547,1063,68,81,-137,-590,104404,27,0.0,0.0,1.0,0.4381264044866624,-5.190199852165467,0.005570893348560074
U1456,A,2,H,3,62,-45310,-1605,41,-4091,200,1716988,37892,-2380,-6735,5135,597,158076,94370,120839,142,345,44,5234,153,612,1027,64,64,-30,-1239,134631,24,0.0,0.0,1.0,0.9889619221715142,-5.043407661494159,0.006451725519854414
U1456,A,2,H,3,64,-47518,-1461,-436,-4228,629,1733268,39736,-4584,-5454,4162,237,140375,102642,108101,112,268,90,5360,-26,630,1024,21,85,196,-1047,139093,48,0.0,0.0,1.0,1.8188162706155684,-4.822259725612676,0.008048578994043374
U1456,A,2,H,3,66,-26996,-749,-489,-4365,-385,1869652,47550,1890,-6146,3227,466,139488,79258,111587,118,434,47,5271,152,676,1084,51,43,141,-1427,136458,18,0.0,0.0,1.0,0.47455334939157356,-5.180492433398193,0.005625235678337845
U1456,A,2,H,3,68,-46411,-1509,-196,-4689,-345,1838158,39318,-4250,-6075,3905,176,140628,94525,115343,86,301,48,4436,33,652,1338,35,91,224,-2064,147115,37,0.0,0.0,1.0,2.148718463729697,-4.734344070068113,0.008788211392536358
U1456,A,2,H,3,70,-47781,-1446,-143,-4056,-148,1724531,41389,-5263,-6640,5712,13,146695,95726,117016,139,443,54,5479,137,592,1086,68,53,-84,-907,137681,18,0.0,0.0,1.0,4.711607045257173,-4.051359735815107,0.017398700911367474
U1456,A,2,H,3,72,-34856,-1677,-263,-4299,53,1695253,49346,2238,-6223,5150,968,164511,84939,113662,196,464,72,5448,-127,640,1080,80,63,-141,-1037,126952,42,0.0,0.0,1.0,0.5495296745466319,-5.160511987939169,0.005738760757077009
U1456,A,2,H,3,74,-46011,-736,-532,-4520,-283,1767394,47484,-605,-5654,3581,627,155994,91543,103667,168,520,76,5298,56,605,1047,67,56,23,-853,138420,18,0.0,0.0,1.0,0.1602835780959556,-5.264242203899826,0.0051733118588471695
U1456,A,2,H,3,76,-42771,-2410,-543,-4344,301,1632852,59391,4253,-5779,7886,1553,229277,94681,99783,164,545,80,4986,115,757,1155,62,62,266,-717,123342,41,0.0,0.0,1.0,0.43943820333601363,-5.189850270810173,0.005572841169448157
U1456,A,2,H,3,78,-43091,-2460,92,-4288,365,1692675,43251,-705,-5870,9727,362,190196,90766,114951,145,459,94,5746,-49,624,1009,76,89,-13,-647,127499,19,0.0,0.0,1.0,1.9162724171006373,-4.796288631197678,0.008260347424984328
U1456,A,2,H,3,80,-41758,-1363,-117,-3700,-362,1753379,40736,-2292,-6901,4660,346,141919,99149,115746,206,409,140,5577,214,631,1116,79,60,-14,-190,133717,48,0.0,0.0,1.0,1.3710046566388083,-4.941597069907369,0.007143181098074179
U1456,A,2,H,3,82,-38659,-1603,-635,-3239,-59,1563769,36128,-1690,-6084,6676,46,137477,86862,132757,174,272,75,5895,-34,552,1235,70,56,-135,-609,129378,35,0.0,0.0,1.0,3.550990756120458,-4.360652441425741,0.01277005321923847
U1456,A,2,H,3,84,-24732,-481,-414,-3630,-181,1764204,26409,-3543,-7070,1094,-491,96546,82906,147151,185,325,31,4882,-245,509,1483,106,41,-257,-1113,151652,31,0.0,0.0,1.0,-0.020576857688759387,-5.312439712452271,0.004929884533235278
U1456,A,2,H,3,86,-38545,-898,-338,-4086,274,1770202,19377,-8262,-7746,1620,-777,78846,97471,148262,88,206,22,4716,-183,499,1289,43,69,-85,-2072,163557,34,0.0,0.0,1.0,0.14472971793455222,-5.2683871530419655,0.005151913123268087
U1456,A,2,H,3,88,-54604,-861,-427,-4683,-250,1753450,23434,-9015,-6331,2265,-412,111517,112337,127836,120,278,46,4823,-117,616,1353,68,81,-125,-2066,153796,28,0.0,0.0,1.0,0.7370711550782043,-5.1105340473650465,0.006032860230031115
U1456,A,2,H,3,90,-22368,-669,-276,-1580,695,1253479,8029,-6604,-5811,1839,-386,85330,79631,211437,117,293,61,5004,42,683,1501,90,86,-154,-1727,159013,29,0.0,0.0,1.0,0.5499466906633975,-5.160400857288803,0.005739398544730462
U1456,A,2,H,3,92,-41150,-905,-248,-3408,496,1565199,11525,-8282,-7085,1980,-654,79809,103285,180580,139,199,68,4900,-105,566,1610,85,43,-237,-1435,163342,42,0.0,0.0,1.0,0.3248275922427274,-5.2203928595438684,0.00540520522281202
U1456,A,2,H,3,94,-23749,-607,-613,-1468,549,1405528,9125,-7082,-6591,870,-492,54647,84227,207218,109,76,47,4554,-102,524,1675,85,47,-404,-1863,174369,58,0.0,0.0,1.0,0.21005007456719008,-5.250979927222838,0.0052423787317110015
U1456,A,2,H,3,96,-43264,-562,-592,-2040,383,1562404,10722,-11152,-7644,659,-472,60887,95436,185097,70,-92,63,4806,98,584,1522,58,83,-194,-2042,168750,46,0.0,0.0,1.0,0.17452286430813566,-5.260447575649515,0.005192979947115714
U1456,A,2,H,3,98,-43232,-767,35,-2269,85,1415749,20899,-6850,-7003,2099,-552,90747,96186,160285,127,256,28,4764,6,489,1428,42,55,-93,-1323,150575,44,0.0,0.0,1.0,0.3289387550901609,-5.219297275506155,0.005411130324505457
U1456,A,2,H,3,100,-25173,-930,-422,-2859,739,1596715,26463,-1517,-7078,2752,-434,108035,80331,152247,97,491,59,4207,307,629,1288,49,58,32,-1947,129913,32,0.0,0.0,1.0,0.7621400520468967,-5.103853435484363,0.006073298353062997
U1456,A,2,H,3,102,-57235,-953,-184,-4600,285,1634019,24190,-9362,-7014,3193,-120,96500,108035,143014,128,86,21,5618,-310,503,1322,72,53,-236,-1952,152268,58,0.0,0.0,1.0,2.072123160872156,-4.754755956993719,0.008610645804773505
U1456,A,2,H,3,104,-30096,-837,-391,-3391,266,1719273,23319,-4814,-6697,1477,-412,105867,86413,139589,138,309,63,4856,-67,566,1337,81,59,-195,-1362,150377,25,0.0,0.0,1.0,0.7088007211399489,-5.118067837027824,0.005987580707357396
U1456,A,2,H,3,106,-58797,-1593,-678,-4199,24,1735866,29361,-9251,-6925,4178,-87,108073,116382,123582,163,317,85,4960,82,589,1179,46,60,-86,-948,149131,39,0.0,0.0,1.0,2.9074661912554647,-4.532145341927808,0.010757572627609995
