Site,Hole,Core,Core Type,Section,Interval (cm),Ar,Ba,Cr,S,Mn,Ca,Si,K,P,Ti,Al,Fe,Rh,Cl,Zn,Rb,Cu,Zr,Mo,Ni,Br,Ga,Pb,Nb,Y,Sr,Bi,ln(Al/Al),predicted_ln(Al/Al),predicted_Al/Al,ln(Ba/Al),predicted_ln(Ba/Al),predicted_Ba/Al
U1456,C,1,H,4,106,-32637,-1186,-164,-2778,10,1582087,17431,-6116,-7042,2185,-308,93621,94338,150050,157,342,25,4920,-283,572,1644,82,71,-302,-1799,157022,65,0.0,0.0,1.0,1.3482417965840963,-4.947663145870334,0.007099981178383135
U1456,C,1,H,4,108,-67292,-337,-164,-2387,559,1471499,12571,-13457,-7136,1293,-485,85810,120950,146477,138,278,63,4941,16,645,1572,43,95,-34,-1431,159449,41,0.0,0.0,1.0,-0.36406596058512153,-5.403976144412576,0.004498658020210666
U1456,C,1,H,4,110,-33807,-764,-239,-2252,611,1566976,14592,-7695,-7058,2198,-462,86754,94551,158774,141,436,13,4923,-105,556,1663,56,62,-176,-2166,164392,19,0.0,0.0,1.0,0.5030028980847816,-5.172910911433454,0.005668045603325828
U1456,C,1,H,4,112,-47253,-981,3,-931,503,1301352,12691,-10087,-6728,3424,-689,85528,100576,181122,100,117,25,5347,-101,559,1508,42,74,-125,-2191,163600,33,0.0,0.0,1.0,0.3533311885517045,-5.21279693442671,0.005446419087479064
U1456,C,1,H,4,114,-54847,-1431,-594,-1873,260,1375568,31256,-8710,-6320,6535,-324,105036,114341,136598,137,538,33,6602,-27,519,1009,60,66,-126,-1312,140257,48,0.0,0.0,1.0,1.4853852637641216,-4.911115774945112,0.0073642668811017935
U1456,C,1,H,4,116,-39165,-708,-257,-2461,481,1490316,14225,-9734,-6979,1261,-669,62875,92701,146706,80,317,22,5182,15,484,981,52,79,-184,-1663,158517,65,0.0,0.0,1.0,0.05666003356549126,-5.2918568485957325,0.00503240716056461
U1456,C,1,H,4,118,-36388,-951,-146,-2215,366,1571372,23118,-2880,-6956,2374,-708,109385,86937,144719,174,611,40,4695,-135,577,1151,79,88,-161,-1155,132941,33,0.0,0.0,1.0,0.2950699688516705,-5.228322970414541,0.00536251085539192
U1456,C,1,H,4,120,-58390,-1118,-148,-3407,119,1603121,26077,-8264,-7162,3915,-646,108402,111738,117086,171,412,77,5157,-101,543,1295,54,78,-58,-831,139708,17,0.0,0.0,1.0,0.5484971499324426,-5.160787145486518,0.005737181910967943
U1456,C,1,H,4,122,-44956,-803,-398,-3051,362,1575183,18748,-7040,-7134,1574,-567,98983,97539,131424,177,174,47,5242,-137,565,1410,86,73,-132,-1052,149491,49,0.0,0.0,1.0,0.3479954102190096,-5.214218866319709,0.005438680153898117
U1456,C,1,H,4,124,-37076,-1137,56,-3734,591,1498018,36318,1101,-6909,4763,201,139656,88153,120620,205,734,61,4169,43,531,1300,70,115,-73,-811,115188,29,0.0,0.0,1.0,1.7328435856914604,-4.845170591656583,0.007866275419564804
U1456,C,1,H,4,126,-38434,-1344,24,-2033,343,1405150,29859,896,-6125,4010,-8,141524,86466,123687,129,725,59,4355,-168,577,1193,52,73,-103,-1331,115640,29,0.0,0.0,1.0,5.123963979403259,-3.9414707113088125,0.01941963305887975
U1456,C,1,H,4,128,-42142,-1172,-82,-2304,124,1306711,29529,2957,-5801,5189,-102,159479,91524,121451,203,784,31,4959,-19,537,1193,41,73,231,-876,125020,26,0.0,0.0,1.0,2.441494156852687,-4.65632225776838,0.009501341709506613
U1456,C,1,H,4,130,-22982,-1487,676,3243,460,935031,17020,2066,-6021,5433,-246,168148,61658,174238,164,783,71,4515,126,652,1170,52,99,-36,-1090,119163,36,0.0,0.0,1.0,1.7991844105277923,-4.827491421203674,0.008006581234345639
U1456,C,1,H,4,132,-35589,-1994,115,-1466,812,1208278,35578,10071,-5211,9000,67,181026,88854,126777,253,948,45,5331,-22,494,1126,99,86,-19,70,100054,43,0.0,0.0,1.0,3.3932053311308175,-4.4027006889454015,0.012244227360378421
U1456,C,1,H,4,134,-32070,-1264,-29,-1546,312,1378453,25665,1364,-6415,4551,-289,141530,78667,144577,159,689,33,4732,27,550,1213,57,82,-23,-1277,127093,17,0.0,0.0,1.0,1.4756098865943708,-4.913720815802712,0.007345107631139664
U1456,C,1,H,4,136,-61382,-1189,-92,-2423,184,1403854,22397,-8363,-6187,4279,-603,104023,111705,138378,142,452,70,5334,82,572,1249,47,95,-5,-1043,144246,17,0.0,0.0,1.0,0.6789506999635964,-5.12602257098993,0.005940140034879491
U1456,C,1,H,4,138,-29927,-2508,401,-1186,343,1025004,40931,14247,-4820,10646,1066,204083,65929,131998,244,883,24,4978,92,584,1175,38,118,214,-618,97015,34,0.0,0.0,1.0,0.8555722970270215,-5.078954670826603,0.006226414267765205
U1456,C,1,H,4,140,-28571,-2364,413,87,589,813527,40293,23643,-3738,12114,1417,265498,60170,138227,337,1332,68,4255,49,581,1390,87,81,136,-42,67918,61,0.0,0.0,1.0,0.5118131388353084,-5.170563069839021,0.005681368910940115
U1456,C,1,H,4,142,-12325,-1888,368,15,989,954836,33928,16675,-5194,9676,878,218127,53870,163536,251,1240,64,4557,224,519,1538,48,111,85,-116,86717,16,0.0,0.0,1.0,0.7656267530703293,-5.102924264316177,0.006078944109319233
U1456,C,1,H,4,144,-25143,-1880,220,315,1309,1036248,31901,10906,-5665,7205,350,187114,65947,150228,245,1095,51,4658,309,563,1340,45,127,137,-619,91084,20,0.0,0.0,1.0,1.6810939013405355,-4.858961368192468,0.007758537972118102
U1456,C,1,H,4,146,-2888,-644,406,-218,523,656896,11570,-426,-3575,2042,-42,67297,38849,87137,124,205,46,1885,74,411,723,16,59,121,-784,59703,19,0.0,0.0,1.0,2.7300291078209855,-4.579430561103846,0.010260737496176554
U1456,C,1,H,5,4,-55154,-1585,193,-2035,287,1305431,37237,2763,-6014,5766,709,179403,96090,131021,291,861,62,4712,-44,605,1297,89,121,-84,-618,110777,47,0.0,0.0,1.0,0.8044841597792535,-5.092569151634659,0.006142219306044957
U1456,C,1,H,5,6,-64991,-939,-350,-1406,1374,1165724,21490,-7898,-6127,3548,-255,124956,116775,157382,203,538,25,5235,-82,596,1373,89,108,-144,-1217,128658,29,0.0,0.0,1.0,1.3035519340498367,-4.959572550060128,0.00701592614893521
U1456,C,1,H,5,8,-64408,-985,-103,-2326,245,1305886,23070,-9042,-6801,3281,-326,124877,111965,148131,191,452,19,5281,-137,623,1342,38,84,137,-1373,135495,40,0.0,0.0,1.0,1.1057442598053813,-5.012286329222337,0.0066556688472174975
U1456,C,1,H,5,10,-42806,-737,76,-2218,83,1411912,29255,-2697,-6559,3303,-228,130461,96826,136156,196,434,84,5223,54,678,1459,46,124,-18,-1011,139960,32,0.0,0.0,1.0,1.1732422632348958,-4.994298782175622,0.006776471215742873
U1456,C,1,H,5,12,-46827,-396,-193,-2980,341,1473652,28969,-5005,-6357,2410,-414,129802,103562,136456,125,420,38,4980,54,562,1485,60,71,-133,-1823,138406,30,0.0,0.0,1.0,-0.04445176257083381,-5.318802137309039,0.004898618084030086
U1456,C,1,H,5,14,-47912,-695,-300,-1979,449,1364005,12304,-8829,-6654,1362,-512,99408,101178,173441,120,118,46,5113,-96,571,1534,31,75,119,-1647,159526,45,0.0,0.0,1.0,0.30558722052528436,-5.225520227375203,0.005377561677305946
U1456,C,1,H,5,16,-61190,-613,-411,-2362,319,1321648,23630,-10184,-6757,3173,-352,119901,108222,143041,152,494,32,5275,-36,588,1386,90,84,-107,-1079,137440,25,0.0,0.0,1.0,0.5547337603381143,-5.159125150799502,0.005746725004911448
U1456,C,1,H,5,18,-47493,-2618,-375,-2498,814,1351689,65145,8432,-5637,11134,1777,193189,94721,104546,251,858,28,5407,-5,598,1026,69,102,78,-454,95097,38,0.0,0.0,1.0,0.3874841183151939,-5.203695518093034,0.0054962154802299535
U1456,C,1,H,5,20,-27870,-2456,212,-1788,896,1030181,93263,32376,-4188,14656,5409,267172,54569,105028,306,1304,65,3853,216,557,964,75,91,224,33,36691,23,0.0,0.0,1.0,-0.7895302226043939,-5.517358141522451,0.004016444816994569
U1456,C,1,H,5,22,-33554,-3248,78,-2214,749,1185498,86669,26600,-4598,13730,4714,255467,73035,92028,305,1257,57,4296,332,609,1028,95,118,139,-153,60345,43,0.0,0.0,1.0,-0.37249738221450784,-5.4062230344763345,0.004488561377475681
U1456,C,1,H,5,24,-45044,-2123,-48,-3159,653,1320134,70400,13841,-4985,10455,3185,217591,83961,100619,294,977,61,4848,-54,514,1223,58,115,101,-363,93370,46,0.0,0.0,1.0,-0.4056221063030077,-5.415050444217032,0.004449113375049959
U1456,C,1,H,5,26,-34344,-2737,527,-2536,63,1235156,86949,24162,-4215,12163,4275,255078,67782,97409,340,1109,77,4806,49,631,1191,101,86,94,-34,83698,22,0.0,0.0,1.0,-0.4459216723301816,-5.425789878023144,0.004401588070671408
U1456,C,1,H,5,28,-28872,-2926,-90,-2102,615,1155201,84282,22770,-4070,14390,4682,258605,65723,107595,299,1296,102,5599,222,694,1172,101,85,111,-397,73439,16,0.0,0.0,1.0,-0.47008906647078647,-5.43223024836024,0.004373331303119045
U1456,C,1,H,5,30,-35216,-2209,-266,-1240,140,1321893,74626,16266,-6162,11853,3034,241801,79152,93658,288,1056,46,5162,69,614,1130,91,80,199,-274,102950,9,0.0,0.0,1.0,-0.3173419564883604,-5.391524661713847,0.004555023169323185
U1456,C,1,H,5,32,-39304,-2286,321,-1194,633,1213799,58316,13822,-5332,10959,2054,223903,77723,103678,198,974,53,4509,263,618,1189,33,81,128,-676,94381,17,0.0,0.0,1.0,0.10701445386625238,-5.2784378960615905,0.005100391915328178
U1456,C,1,H,5,34,-42612,-2439,125,-1148,269,1283312,60772,8599,-6226,10733,1681,204680,82397,89280,191,750,30,4940,-8,601,1089,53,104,9,-671,104632,30,0.0,0.0,1.0,0.37219926480730464,-5.207768779635687,0.005473873490358772
U1456,C,1,H,5,42,-13202,-1881,-81,340,309,1176733,34667,8188,-6663,8129,221,164953,61871,151504,138,816,27,5299,271,620,991,33,136,199,-1025,107308,18,0.0,0.0,1.0,2.1413961277832776,-4.736295399820639,0.008771079414679772
U1456,C,1,H,5,44,-24608,-2417,246,29,200,1084992,29985,2283,-6200,9534,147,168322,71507,166375,170,851,30,5453,225,532,910,41,106,145,-573,105591,18,0.0,0.0,1.0,2.799849793924747,-4.560824042209745,0.010453441316388434
U1456,C,1,H,5,46,-36688,-1872,-192,-1527,522,1218668,49660,6158,-5466,10984,1018,201146,81101,132588,227,807,62,5794,-85,608,1221,97,119,12,-507,106635,21,0.0,0.0,1.0,0.6091674599270693,-5.144619110879291,0.005830694789324208
U1456,C,1,H,5,48,-29935,-1729,154,-2288,580,1331875,39980,3186,-6550,7106,430,161629,78161,145077,236,548,74,5401,150,650,1280,111,84,-207,-954,122762,56,0.0,0.0,1.0,1.3915132769956824,-4.936131726418835,0.007182327914331786
U1456,C,1,H,5,50,-41285,-1733,170,-1173,539,1315318,31141,-1473,-6624,7181,-360,150181,89301,148474,213,496,52,5960,19,559,1326,33,85,-46,-692,130444,46,0.0,0.0,1.0,1.5715052582654505,-4.8881656523629955,0.007535232040436816
U1456,C,1,H,5,52,-39955,-1338,121,-727,711,1187366,27113,-2043,-6761,5573,-218,140228,86074,152653,194,549,28,5081,180,537,1051,77,77,-93,-805,121497,48,0.0,0.0,1.0,1.8144361778990847,-4.823426976787578,0.008039189761618618
U1456,C,1,H,5,54,-47875,-4036,903,-1279,1702,846096,65556,6816,-3715,20750,3081,219842,79785,108581,247,926,85,6464,-32,626,779,57,94,107,-37,56633,30,0.0,0.0,1.0,0.26999988287683163,-5.235003899153544,0.005326803713754313
U1456,C,1,H,5,56,-27909,-3403,1170,-1336,372,871654,104324,35542,-2657,19081,7107,311791,50163,103179,401,1535,91,4216,214,684,1054,84,166,171,65,37750,9,0.0,0.0,1.0,-0.7364228183259894,-5.503205546120363,0.00407369207858013
U1456,C,1,H,5,58,-31120,-3687,848,-1416,841,908214,93739,32543,-3901,18143,6032,313397,59750,109319,334,1550,113,4270,219,681,1131,39,105,234,-3,44984,30,0.0,0.0,1.0,-0.4922655114536475,-5.438140050534976,0.004347562001012843
U1456,C,1,H,5,60,-40381,-2491,102,-2926,523,1199808,84296,20295,-4535,13513,4182,247214,75514,93619,255,1192,18,5345,-1,626,969,79,81,115,-10,85251,42,0.0,0.0,1.0,-0.5181053647263983,-5.445026114608104,0.0043177272504057364
U1456,C,1,H,5,62,-34068,-2409,639,-1384,683,1071108,81342,17187,-4362,14790,3146,237039,59477,103837,230,1127,33,6241,222,562,986,42,95,317,-273,83155,29,0.0,0.0,1.0,-0.2669200810033518,-5.378087733043545,0.004616641745844248
U1456,C,1,H,5,64,-47157,-4242,446,-877,1038,1004975,84413,13746,-4367,23227,3476,242415,83063,93431,239,1190,54,7117,23,652,848,70,130,106,-130,75079,33,0.0,0.0,1.0,0.19915264873934502,-5.253883982895702,0.0052271766565361415
U1456,C,1,H,5,66,-41784,-4077,498,66,657,930461,65106,10701,-5279,23097,1959,238682,76051,111661,233,1049,51,7226,248,597,826,52,146,131,-256,67357,42,0.0,0.0,1.0,0.7329272848747126,-5.111638347588069,0.006026201818253085
U1456,C,1,H,5,68,-28131,-2728,107,-1264,413,1177075,65995,16330,-5717,13147,2992,240899,60706,111465,247,863,65,4585,-3,624,1478,80,110,-108,-487,100236,23,0.0,0.0,1.0,-0.09237332013101517,-5.3315727561032045,0.004836457459486438
U1456,C,1,H,5,70,-43482,-2367,370,-2085,175,1267594,72248,16252,-5970,11326,3288,247937,78334,99186,223,869,43,4524,-113,613,1388,84,98,-101,-507,101549,43,0.0,0.0,1.0,-0.3286561466620866,-5.3945397809426385,0.004541309915314559
U1456,C,1,H,5,72,-50887,-2664,-215,-1870,543,1227356,76895,15510,-5090,12587,3749,252225,84752,92288,238,1144,86,4743,175,650,1250,55,114,240,-489,95498,15,0.0,0.0,1.0,-0.3416603850756323,-5.398005281229837,0.004525599242892034
U1456,C,1,H,5,74,-39239,-2184,154,-1956,383,1331759,59899,11580,-6083,9788,1686,235606,84464,106299,206,945,38,5676,-35,658,1355,103,64,-57,-329,113201,30,0.0,0.0,1.0,0.2587991983029949,-5.237988770268105,0.005310927597084518
U1456,C,1,H,5,76,-33681,-2026,46,-1380,558,1226763,42213,7708,-6472,8092,1333,210776,76691,129880,275,752,68,5265,152,700,1467,30,80,140,-322,116070,5,0.0,0.0,1.0,0.41863136462992,-5.19539508652476,0.005542026302486358
U1456,C,1,H,5,78,-15680,-3073,221,975,638,1063424,53411,13353,-6187,15415,1445,223560,54041,134454,210,873,42,5775,-31,547,1102,58,118,-102,-370,98523,17,0.0,0.0,1.0,0.7545449615839521,-5.105877451604616,0.006061018330966867
U1456,C,1,H,5,80,-51997,-4079,877,-184,857,912419,54674,7809,-4634,20968,1462,229227,85546,117584,230,965,71,6326,24,603,893,92,122,122,-516,83988,50,0.0,0.0,1.0,1.0260464990078346,-5.033524990353413,0.006515801902855536
U1456,C,1,H,5,82,-12744,-2894,862,1336,878,609494,48729,7296,-3750,14155,1229,185714,40692,109020,183,694,52,5030,407,521,593,50,127,161,-279,35558,30,0.0,0.0,1.0,0.8564387976253943,-5.078723757029344,0.0062278521987397415
U1456,C,1,H,5,84,-41397,-4603,792,-1945,689,1001956,85161,23502,-3685,21607,4959,282421,70918,96556,299,1271,21,5203,164,574,1054,77,108,183,-67,69819,41,0.0,0.0,1.0,-0.07449584267189242,-5.326808586045813,0.004859554139869283
U1456,C,1,H,5,86,-27346,-3182,423,-1499,452,1083108,87534,27512,-3669,17078,4822,279279,53393,103823,222,1313,46,4520,24,619,1171,80,122,91,-654,74938,49,0.0,0.0,1.0,-0.41567884984338416,-5.417730466415883,0.004437205616096094
U1456,C,1,H,5,88,-23483,-3842,464,-731,164,1064579,86921,29417,-4387,16519,4747,289619,52902,105555,274,1354,59,5148,109,654,1089,64,129,159,-87,69066,-2,0.0,0.0,1.0,-0.2115197752228161,-5.363324102180442,0.004685305758283438
U1456,C,1,H,5,90,-27499,-2997,744,-705,413,1065606,74410,24555,-3714,15128,3602,269757,57730,112086,237,1245,98,4629,194,647,1205,40,147,76,-562,76422,46,0.0,0.0,1.0,-0.18387745841923814,-5.355957699491157,0.0047199470413944985
U1456,C,1,H,5,92,-15089,-2820,508,250,540,880789,63543,21563,-4964,15350,2723,243155,47955,146155,265,1151,40,4737,-50,621,1206,62,83,396,-606,85353,32,0.0,0.0,1.0,0.03500267125839975,-5.297628320396574,0.0050034464179914825
U1456,C,1,H,5,94,-17396,-2445,407,1158,530,989721,46575,18292,-5288,12650,1358,224887,50639,136526,273,1089,74,5354,225,619,1037,62,77,62,-183,89694,31,0.0,0.0,1.0,0.588032093790331,-5.150251475888889,0.005797946499745596
U1456,C,1,H,5,96,-36821,-2756,624,-1075,127,1023702,58081,15526,-4551,14079,2537,245889,68602,119449,244,1105,51,4625,98,627,1270,65,121,236,-358,79651,33,0.0,0.0,1.0,0.08279807253426733,-5.284891320998302,0.005067582898085322
U1456,C,1,H,5,98,-26483,-2596,5,-1084,413,1132017,44829,11509,-5508,10034,1122,196980,61652,131406,258,934,43,5553,10,594,1168,68,62,93,-122,99784,28,0.0,0.0,1.0,0.838858991741339,-5.083408600570558,0.0061987439226888
U1456,C,1,H,5,100,-50844,-1857,426,-1215,504,1079434,54100,11001,-5297,11981,2236,223204,80168,102593,255,1074,72,4980,88,596,1157,78,86,39,-248,82022,25,0.0,0.0,1.0,-0.18572627292228402,-5.356450390180725,0.004717622140207563
U1456,C,1,H,5,102,-38118,-3094,315,-671,599,1035757,66704,17360,-5094,16159,2704,246583,66681,96515,214,975,65,4921,128,623,1023,29,112,254,-604,75247,48,0.0,0.0,1.0,0.13473259397015666,-5.271051287216381,0.0051382060023647
U1456,C,1,H,5,106,-21097,-2801,862,500,695,640266,59499,9282,-3528,13501,1937,181708,50788,89570,151,818,33,3475,-44,413,563,35,107,105,-244,41388,48,0.0,0.0,1.0,0.3688361118531126,-5.2086650264713725,0.005468969746374858
U1456,C,1,H,5,108,-23481,-2494,624,591,859,528824,63943,8704,-2586,15428,1907,176932,48498,87856,194,893,64,3282,166,506,492,50,71,72,-149,28172,44,0.0,0.0,1.0,0.2683565206395627,-5.235441838856287,0.005324471405661774
U1456,C,1,H,5,112,-22321,-2471,828,-416,1458,829480,66619,24539,-3579,13150,4079,246352,46508,107245,273,1154,94,4112,206,665,1028,67,111,197,-305,67070,21,0.0,0.0,1.0,-0.5012289333289482,-5.4405287133766835,0.004337189534303763
U1456,C,1,H,5,114,-30614,-2874,679,-681,402,924697,62357,22312,-4161,14123,3118,266821,55488,105177,260,1253,23,4273,341,618,1200,52,97,298,-235,69213,45,0.0,0.0,1.0,-0.08148698297875154,-5.328671655452172,0.004850508881810894
U1456,C,1,H,5,116,-29358,-1943,692,-240,828,613730,36526,10217,-3406,9230,1385,178277,53182,83258,186,870,50,2737,145,456,959,48,51,183,-424,46789,28,0.0,0.0,1.0,0.33853303075600116,-5.2167404963993675,0.005424983091148987
U1456,C,3,H,1,4,-47237,-1761,-114,-3021,207,1438413,36074,-3381,-6241,5692,-5,148040,87613,116868,144,462,103,5418,64,631,1066,19,82,241,-875,123630,28,0.0,0.0,1.0,5.864199196062105,-3.7442053833174356,0.023654417776752795
U1456,C,3,H,1,6,-43345,-1426,-193,-2144,522,1363471,28842,-2236,-5826,4513,-82,161971,86468,129904,195,438,108,5070,-216,574,1211,80,89,-181,-657,119514,30,0.0,0.0,1.0,2.855909353709988,-4.54588472670676,0.010610780921018446
U1456,C,3,H,1,8,-39572,-569,70,-539,706,1114215,8746,-8087,-5809,1147,-315,76157,80296,182811,157,205,53,4494,-11,481,1515,111,66,-357,-1200,141204,22,0.0,0.0,1.0,0.5913077953006979,-5.149378533993796,0.005803009979891164
U1456,C,3,H,1,10,-41342,-550,-355,-390,424,1039415,9097,-8896,-6270,2086,-545,90238,90105,192860,170,349,47,4984,41,568,1379,70,47,-167,-1505,136473,49,0.0,0.0,1.0,0.009132483563272474,-5.304522468291769,0.0049690705507115865
U1456,C,3,H,1,12,-23281,-355,184,-754,498,1068446,8340,-4826,-5999,1785,-219,84827,68989,209683,169,294,48,4705,-186,507,1724,73,61,-130,-993,147937,30,0.0,0.0,1.0,0.48304605965891495,-5.178229210521572,0.0056379812580147695
U1456,C,3,H,1,14,-22871,-486,-257,-2018,434,1341422,10802,-6258,-6764,554,-479,66341,78680,189463,134,207,74,4124,-60,667,1742,82,40,-245,-2011,157306,24,0.0,0.0,1.0,0.014508026489578635,-5.303089939529795,0.004976193988242142
U1456,C,3,H,1,16,-41094,-474,51,-1241,427,1433161,11161,-8834,-6602,1162,-341,66104,83987,173705,134,256,57,4498,-131,506,1614,62,52,-96,-1492,154837,19,0.0,0.0,1.0,0.3293248444115598,-5.21919438653937,0.005411687098756155
U1456,C,3,H,1,18,-30748,-886,-1,-783,370,1348996,13024,-7694,-6692,2012,-695,70760,86842,158012,123,144,60,5036,99,566,1232,58,61,85,-1498,152240,17,0.0,0.0,1.0,0.2428051050402888,-5.242251037156235,0.005288339179371465
U1456,C,3,H,1,20,-37170,-1130,-82,722,1400,1295181,31582,4093,-7082,4384,104,157017,80546,134806,213,869,78,3483,48,554,1302,61,107,106,-154,58541,14,0.0,0.0,1.0,2.3855820125650133,-4.671222288506437,0.009360820907867107
U1456,C,3,H,1,22,-69754,-1605,175,-1228,741,1335474,16416,-9867,-6711,6158,-738,111848,123816,128459,124,306,82,5289,75,526,1190,94,89,-140,-495,130532,11,0.0,0.0,1.0,0.7769352109636437,-5.099910672683142,0.006097291195852721
U1456,C,3,H,1,24,-46974,-1520,60,-614,478,1250241,13640,-8122,-5766,5221,-565,91731,96674,156484,65,154,34,6391,-72,478,1188,69,64,-450,-1909,141786,53,0.0,0.0,1.0,0.9896398826938811,-5.043226991753244,0.0064528912567360635
U1456,C,3,H,1,26,-52666,-705,76,-684,1284,1370208,13164,-8120,-7237,2747,-530,99009,104547,135429,123,269,65,5243,-90,560,1285,26,79,146,-1222,138553,17,0.0,0.0,1.0,0.2853207962661012,-5.230921028010905,0.005348596825880048
U1456,C,3,H,1,28,-33118,-886,-263,-470,86,1381910,15948,-3564,-7186,2789,-831,98513,80124,144036,113,197,79,4869,-179,533,1151,72,68,-163,-1390,140840,39,0.0,0.0,1.0,0.06408715574963267,-5.2898775943523315,0.005042377437393203
U1456,C,3,H,1,30,-33348,-1136,-371,-1451,28,1550742,22882,-840,-6124,3705,-293,126712,81557,129478,177,379,57,5113,105,515,1211,67,61,132,-905,141420,15,0.0,0.0,1.0,1.3550959902640294,-4.945836571378929,0.007112961674205319
U1456,C,3,H,1,32,-43454,-406,-46,-1441,210,1455659,13102,-5544,-6890,1242,-905,99380,88470,143408,149,294,92,4712,-47,660,1438,93,67,-218,-1194,141739,32,0.0,0.0,1.0,-0.8015817840981935,-5.5205697628792585,0.004003566208718275
U1456,C,3,H,1,34,-35118,-422,-5,-622,631,1090480,6110,-7223,-6404,749,-299,72333,84488,183285,145,306,82,4131,-149,570,1574,60,98,-60,-1459,144543,45,0.0,0.0,1.0,0.34456174064532535,-5.21513390513362,0.0054337058266591826
U1456,C,3,H,1,36,-36660,-376,-59,-1288,818,1134830,6563,-7980,-6498,447,-520,59572,87297,182723,98,13,17,4322,-90,514,1525,56,75,-40,-2368,146933,21,0.0,0.0,1.0,-0.32423966818557853,-5.393362833324329,0.0045466579457618984
U1456,C,3,H,1,38,-30294,-115,-261,281,985,944904,3942,-8192,-5865,502,-292,47489,79483,214273,94,211,48,4433,-70,471,1669,40,61,-85,-2024,151517,35,0.0,0.0,1.0,-0.9318216739050317,-5.555277399049651,0.003866995619879909
U1456,C,3,H,1,42,-64924,-838,-257,-2597,45,1528108,13633,-12739,-6682,1686,-972,72544,121268,130484,92,323,76,4709,-204,527,1281,91,82,-190,-860,152387,12,0.0,0.0,1.0,-0.14833770397835602,-5.3464867081647,0.004764861977633218
U1456,C,3,H,1,44,-41450,-809,-204,-2748,625,1609408,18852,-6221,-7123,1734,-178,86032,92780,129265,159,280,57,4316,265,463,1197,54,54,-142,-914,142009,41,0.0,0.0,1.0,1.5140153667664065,-4.903486137051546,0.007420668458963187
U1456,C,3,H,1,46,-39986,-360,-115,-1325,-127,1519805,15736,-6813,-7229,1050,-553,85805,91142,148782,168,327,42,4748,-153,571,1292,68,62,-184,-1695,147649,30,0.0,0.0,1.0,-0.4292539700721791,-5.421348101032813,0.004421182427951913
U1456,C,3,H,1,48,-46952,-683,-317,-1385,345,1358093,12394,-7012,-6438,1316,-546,84307,92542,155642,102,318,116,4951,-36,576,1346,61,68,31,-932,145112,37,0.0,0.0,1.0,0.22387588382588502,-5.247295486471056,0.005261729592205065
U1456,C,3,H,1,50,-20248,-500,-205,-73,475,1197883,7504,-4582,-5991,784,-431,70547,67168,186232,104,230,80,4050,-27,494,1325,43,83,-199,-1544,141766,48,0.0,0.0,1.0,0.14850000831844395,-5.267382408127831,0.005157092083107849
U1456,C,3,H,1,52,-55992,-386,-81,-1445,579,1149504,5423,-12285,-6212,1261,-575,71645,106545,176053,73,176,46,4316,325,504,1376,40,54,-46,-2234,152958,50,0.0,0.0,1.0,-0.3985326713325196,-5.413161180259774,0.0044575268697448
U1456,C,3,H,1,54,-31409,-620,-185,-1086,585,1274923,6493,-7599,-6037,1723,-339,69633,87804,178590,115,230,74,5518,137,590,1217,55,75,33,-974,153863,18,0.0,0.0,1.0,0.603719370658687,-5.146070972520385,0.005822235569512975
U1456,C,3,H,1,56,-43249,-76,-587,-1481,401,1454231,9656,-9000,-7071,255,-435,51584,82765,168887,115,143,119,4663,-79,576,1373,86,68,-97,-1204,162298,20,0.0,0.0,1.0,-1.744612690802353,-5.771878126667544,0.003113903713191931
U1456,C,3,H,1,58,-72432,-1037,-702,-3017,-90,1584240,18452,-13616,-6856,2422,-420,84855,125929,117677,154,144,52,5409,-155,429,1219,68,71,-107,-887,149125,34,0.0,0.0,1.0,0.9038324969521134,-5.066093807207977,0.006307008477198013
U1456,C,3,H,1,60,-37514,-306,13,-2052,132,1412803,12124,-6596,-6908,1282,-616,90088,95309,147566,88,258,33,4929,-176,605,1266,57,92,1,-1817,146685,12,0.0,0.0,1.0,-0.699661861581139,-5.493409116517511,0.004113795832322439
U1456,C,3,H,1,62,-64196,-804,-408,-2265,311,1564872,19547,-9033,-7082,2171,-674,91976,106037,122297,113,288,39,4579,-39,613,1272,29,74,214,-1955,137254,44,0.0,0.0,1.0,0.17636915826665941,-5.25995555666001,0.00519553562053018
U1456,C,3,H,1,64,-54750,-773,-465,-3305,177,1752700,16337,-10406,-7961,1158,-437,71809,103588,120406,117,167,34,4556,34,576,1240,51,57,-37,-2182,154761,59,0.0,0.0,1.0,0.5703458534918318,-5.154964683143693,0.00577068387391134
U1456,C,3,H,1,66,-91997,-760,-916,-3123,-349,1732788,15421,-18291,-8328,377,-823,60007,137276,105564,84,121,14,4450,-20,566,1309,42,70,-110,-2588,156564,64,0.0,0.0,1.0,-0.07963776739669305,-5.328178857879033,0.0048528997898848
U1456,C,3,H,1,68,-49086,-591,-191,-2016,521,1734310,15546,-10343,-8055,-73,-687,54545,94391,129927,87,45,44,4566,81,503,1381,48,75,-129,-1883,159044,25,0.0,0.0,1.0,-0.15051827481625113,-5.3470678086201575,0.004762093918505924
U1456,C,3,H,1,70,-59017,-675,-748,-2490,65,1535599,15161,-12789,-7492,1165,-443,57657,104277,133840,98,235,55,4521,17,584,1227,39,60,-28,-1999,155106,40,0.0,0.0,1.0,0.4211429208273942,-5.194725781760662,0.005545736848697983
