Site,Hole,Core,Core Type,Section,Interval (cm),Ca,Al,Ti,Fe,P,Ar,Mn,K,Cl,S,Si,Ba,Rh,Cr,Zn,Ga,Ni,Sr,Mo,Y,Cu,Nb,Zr,Br,Bi,Pb,Rb,Al/K,ln(Al/K),predicted_ln(Al/K),predicted_Al/K,Ba/K,ln(Ba/K),predicted_ln(Ba/K),predicted_Ba/K,Br/K,ln(Br/K),predicted_ln(Br/K),predicted_Br/K,Ca/K,ln(Ca/K),predicted_ln(Ca/K),predicted_Ca/K
U1456,C,4,H,3,100,885221,7418,22674,361240,-2756,-18829,918,40599,93892,-1955,105860,-3868,40676,1601,341,71,711,58625,166,89,113,217,4280,1007,16,117,1638,-1.6998339566950793,-1.6998339566950793,1.1094861860340617,3.0327996991889377,-2.35100585817143,-2.35100585817143,-4.1737276348005246,0.015394766964649021,-3.696767822026053,-3.696767822026053,-5.549283306075142,0.003890244359100792,3.0820938955853467,3.0820938955853467,2.3094108047228947,10.068490599917585
U1456,C,4,H,3,102,695744,8412,29739,419136,-2172,-26688,741,45925,89389,-1232,114170,-4924,48780,1267,347,56,645,37818,218,165,93,174,4448,1041,51,159,1879,-1.697350373260736,-1.697350373260736,1.1098481111484324,3.033897544223791,-2.232888422778982,-2.232888422778982,-4.180634105375653,0.015288809775873595,-3.7868278414683574,-3.7868278414683574,-5.580871726138874,0.003769278307800898,2.717972145480346,2.717972145480346,2.1311858096752156,8.424851160519703
U1456,C,4,H,3,104,642605,9961,34458,398102,-1175,-26799,603,44376,73822,-1378,132275,-5589,46368,1449,321,53,561,39911,473,306,87,277,5176,762,17,157,1689,-1.4940213145899048,-1.4940213145899048,1.139478640888928,3.125138620888689,-2.071898402465372,-2.071898402465372,-4.190047388304554,0.015145567133292933,-4.064507506048424,-4.064507506048424,-5.678267462251616,0.003419477688432019,2.6728314447886876,2.6728314447886876,2.109090998928811,8.240747031121773
U1456,C,4,H,3,106,551953,7694,34776,314506,-1824,-39956,1128,30297,71912,-681,126029,-5616,64020,1530,258,54,614,29127,429,133,50,292,5544,486,47,143,1508,-1.3706078933824262,-1.3706078933824262,1.1574633060979698,3.181851646470747,-1.6854290309890194,-1.6854290309890194,-4.212644724027442,0.014807155667225545,-4.132595352794173,-4.132595352794173,-5.702149174886793,0.0033387821144331875,2.9024142000119943,2.9024142000119943,2.221463812145564,9.22081853793265
U1456,C,4,H,3,108,547736,4379,25705,288227,-2803,4502,1155,28756,112510,1929,85910,-3868,16213,588,180,73,509,34306,236,-94,58,225,3912,590,33,142,1290,-1.8820260533023638,-1.8820260533023638,1.0829358819491697,2.953337485723775,-2.0061088635305775,-2.0061088635305775,-4.193894182922932,0.015087417164353835,-3.886479183203997,-3.886479183203997,-5.615824288465117,0.003639808209333749,2.94694697792188,2.94694697792188,2.2432610657294543,9.42401355945154
U1456,C,4,H,3,110,597543,10330,30941,451006,-1225,-21975,1024,52286,76666,-1162,124281,-5176,38701,1348,321,85,614,34950,90,66,109,307,4011,1058,12,136,1906,-1.6216763656804498,-1.6216763656804498,1.1208758557652023,3.067539749420311,-2.3126960916133976,-2.3126960916133976,-4.175967653597022,0.015360320991497424,-3.9003483153758896,-3.9003483153758896,-5.6206888662841985,0.0036221450757287455,2.436097598931399,2.436097598931399,1.9932179743336953,7.339112880344769
U1456,C,4,H,3,112,604625,10242,31037,350253,-1667,-12264,930,47295,67391,-592,141593,-4813,30166,1076,304,108,608,31335,196,44,82,145,4428,676,46,124,1648,-1.5299076686247752,-1.5299076686247752,1.134249030879128,3.1088380247055163,-2.2850839913441616,-2.2850839913441616,-4.177582166792244,0.015335541559316528,-4.247966784604307,-4.247966784604307,-5.742615535808549,0.003206370920345128,2.5482038494780133,2.5482038494780133,2.048090104171374,7.7530793828659785
U1456,C,4,H,3,114,900555,7548,19648,335638,-2654,-15392,224,40528,80771,-875,105403,-3827,36678,760,287,77,660,55644,266,-153,147,118,3848,1032,34,88,1527,-1.6807104657530156,-1.6807104657530156,1.1122729946230803,3.0412633192063043,-2.359911886815754,-2.359911886815754,-4.173206888438492,0.015402785821254192,-3.6704944261999484,-3.6704944261999484,-5.5400679509264865,0.003926260036233913,3.101018146670901,3.101018146670901,2.318673570693429,10.16218594111856
U1456,C,4,H,3,116,1097008,6653,14627,301689,-3480,-36152,694,27848,67787,-2270,95713,-2694,60680,420,253,53,627,76039,146,-72,101,226,4159,1046,40,73,1214,-1.4316932697493874,-1.4316932697493874,1.1485615186555718,3.153653174052397,-2.3357340725209657,-2.3357340725209657,-4.174620594742248,0.015381026190330983,-3.2817877848664065,-3.2817877848664065,-5.403729665147277,0.004499766982796847,3.6735806023557274,3.6735806023557274,2.598923077347423,13.449246435090108
U1456,C,4,H,3,118,1090080,5427,13157,206799,-5206,-30262,503,17513,60828,-1454,95012,-2119,62563,291,197,38,605,82213,-63,-357,63,92,3920,717,39,95,789,-1.1715569672092596,-1.1715569672092596,1.1864703965079808,3.2754995654007497,-2.1119991830043654,-2.1119991830043654,-4.187702646735182,0.015181121240449435,-3.195622900673044,-3.195622900673044,-5.373507458073623,0.004637835734573647,4.131062904734831,4.131062904734831,2.822844831684824,16.824645941016993
U1456,C,4,H,3,120,674049,10429,30227,428184,-1628,-33632,906,45973,63993,-1398,124890,-4624,48952,1283,390,75,554,40883,56,168,86,118,4332,963,36,113,1615,-1.4834638805018654,-1.4834638805018654,1.1410171438789773,3.1299503564869364,-2.296794136270865,-2.296794136270865,-4.176897460329578,0.015346045499378121,-3.8657561348249527,-3.8657561348249527,-5.6085557095634915,0.003666360825480082,2.685248540925563,2.685248540925563,2.1151687377534296,8.290984650217224
U1456,C,4,H,3,122,514975,8307,33841,308328,-1710,-24983,1331,34850,66665,-51,133678,-5066,44355,1244,276,73,576,27979,328,52,93,310,4505,543,54,88,1424,-1.4339546043495983,-1.4339546043495983,1.1482319811926889,3.152614098403187,-1.9285015856270495,-1.9285015856270495,-4.198431975158902,0.015019108701904631,-4.161699096254734,-4.161699096254734,-5.712357270327504,0.00330487287677989,2.6930652185896,2.6930652185896,2.11899473094818,8.322766661176217
U1456,C,4,H,3,124,561028,8088,28693,341258,-1938,-19139,746,38686,75684,186,109901,-4836,36248,1323,295,95,565,29262,285,111,96,122,4230,737,28,107,1535,-1.5650962957617358,-1.5650962957617358,1.1291210985032798,3.092936918290758,-2.07938984472736,-2.07938984472736,-4.189609354534384,0.01515220285639499,-3.9606451642727065,-3.9606451642727065,-5.641837897821908,0.0035463445940025554,2.6742930376707243,2.6742930376707243,2.1098063980613473,8.246644563692604
U1456,C,4,H,3,126,625033,10688,26867,379284,-1404,-11025,490,50377,70336,-942,123553,-5052,26145,1009,344,109,590,26314,284,183,136,98,3491,886,57,131,1727,-1.550413104917695,-1.550413104917695,1.1312608355671003,3.0995620755704167,-2.2997505172237402,-2.2997505172237402,-4.176724597127866,0.015348698495232833,-4.040573050089041,-4.040573050089041,-5.669872486839399,0.003448304952333466,2.5182697266305456,2.5182697266305456,2.0334383870061448,7.640311594797718
U1456,C,4,H,3,128,642333,10737,27794,387715,-1399,-29017,797,47846,54338,-1588,127201,-4635,50905,1180,319,95,631,36259,376,236,77,111,4095,801,12,103,1733,-1.4942917993863911,-1.4942917993863911,1.1394392239563016,3.125015439937945,-2.3343513208205713,-2.3343513208205713,-4.174701445921414,0.015379782666497574,-4.089881851752168,-4.089881851752168,-5.687167476885142,0.0033891793149445704,2.5971193409663726,2.5971193409663726,2.0720325443737337,7.940947053246612
U1456,C,4,H,3,130,710714,9199,23449,335090,-1746,-12642,285,42780,69930,-972,118992,-3806,29106,613,267,94,524,42736,32,121,57,38,3982,790,33,135,1427,-1.5369759211592393,-1.5369759211592393,1.1332189957808254,3.105637461054555,-2.419491934780302,-2.419491934780302,-4.169723170334008,0.015456538360062465,-3.9917930371753294,-3.9917930371753294,-5.652762968673908,0.003507811400250412,2.8101993948729893,2.8101993948729893,2.1763278564261306,8.813880923720202
U1456,C,4,H,3,132,647890,9150,26727,357577,-2136,-8652,771,46314,69132,-1004,118341,-4300,26638,1266,262,68,665,39729,159,-42,84,216,4227,690,29,77,1435,-1.621690411908342,-1.621690411908342,1.120873808850826,3.067533470435525,-2.3768292684962553,-2.3768292684962553,-4.172217708488924,0.015418029486276998,-4.2065079725866035,-4.2065079725866035,-5.728073918146592,0.0032533373970050914,2.638276637660397,2.638276637660397,2.0921776167220707,8.10254019407831
U1456,C,4,H,3,134,654549,6644,23339,273457,-2418,-23095,543,28060,56362,15,101309,-3648,47937,1444,213,91,483,37072,281,-52,62,119,3904,455,14,95,1301,-1.4406308829232666,-1.4406308829232666,1.1472590672760747,3.1495483678609166,-2.04016600246223,-2.04016600246223,-4.191902820452836,0.015117491615293653,-4.121802934705501,-4.121802934705501,-5.698363750031242,0.0033514447748905158,3.149601374183458,3.149601374183458,2.3424533791787194,10.406736940621583
U1456,C,4,H,3,136,540732,5031,32986,262778,-2052,-19808,1349,21154,75832,476,104443,-5220,42282,1534,164,48,540,31278,184,-93,82,68,5063,409,35,103,924,-1.4362102413966795,-1.4362102413966795,1.147903274017019,3.15157798182573,-1.3993316110113136,-1.3993316110113136,-4.229373189271637,0.014561515002289246,-3.9458691358451965,-3.9458691358451965,-5.636655227467935,0.0035647718389164155,3.241094764272031,3.241094764272031,2.387236227197903,10.88337316796878
U1456,C,4,H,3,138,639898,6540,30271,319333,-2153,-21125,974,28996,76574,-562,94634,-4583,42166,1453,220,53,543,39753,431,-85,72,295,5196,827,32,77,1147,-1.489220723969524,-1.489220723969524,1.140178216464003,3.12732565644572,-1.8448040839116442,-1.8448040839116442,-4.2033258702124865,0.014945786322474609,-3.557108473397077,-3.557108473397077,-5.500297993861819,0.004085553787096074,3.0941508992135414,3.0941508992135414,2.3153122907266974,10.12808533204983
U1456,C,4,H,3,140,705417,7035,25590,336594,-2647,-8786,1059,38706,82579,-172,101892,-4346,26495,862,230,49,603,44159,288,247,79,198,4469,793,23,124,1431,-1.7050969362118071,-1.7050969362118071,1.1087192279213678,3.030474560611392,-2.1867387449439217,-2.1867387449439217,-4.183332533350833,0.015247609636671216,-3.8879266841254485,-3.8879266841254485,-5.6163319972956565,0.003637960715598526,2.9027944905349274,2.9027944905349274,2.221649951195338,9.222535052083638
U1456,C,4,H,3,142,508432,4464,29747,249291,-2272,-9543,1137,21440,76698,620,92527,-4286,32320,933,186,58,503,28515,227,110,83,191,5684,443,30,78,1091,-1.5692131111235914,-1.5692131111235914,1.1285211674318774,3.091081925821035,-1.609904439151216,-1.609904439151216,-4.21706073906784,0.014741911211371405,-3.8794438451396025,-3.8794438451396025,-5.613356653931562,0.0036488010166843385,3.1660731436968073,3.1660731436968073,2.3505157402958368,10.490978950317325
U1456,C,4,H,3,144,480352,4410,30414,254845,-2140,-11264,1092,20337,87640,989,94488,-4115,33177,1007,216,75,560,27819,48,-326,50,252,3901,374,37,85,1100,-1.5285671976581836,-1.5285671976581836,1.134444373665356,3.109445373105827,-1.597803052987905,-1.597803052987905,-4.217768321883006,0.014731483777906958,-3.9959413686845435,-3.9959413686845435,-5.654217989881856,0.003502711171639767,3.1620772813608276,3.1620772813608276,2.3485599039723106,10.470480365090161
U1456,C,4,H,3,146,430143,2315,18291,208026,-2327,-6157,429,12014,75830,643,52680,-2502,31238,849,169,64,469,27465,182,-262,29,54,2944,495,13,98,878,-1.6466629488897724,-1.6466629488897724,1.1172346364444765,3.0563904752124875,-1.5689822243832503,-1.5689822243832503,-4.2194535108989,0.014706679349202108,-3.1892701528414165,-3.1892701528414165,-5.371279241065597,0.0046481813609076696,3.578045075113972,3.578045075113972,2.5521617430831847,12.834819396906296
U1456,C,4,H,3,148,365957,4384,23391,247983,-1173,-10383,801,21556,59434,-76,64269,-3850,28573,961,214,34,483,20282,111,154,44,155,3439,363,46,97,1066,-1.5926926504255359,-1.5926926504255359,1.125099565069051,3.0805235461892,-1.7225810517715574,-1.7225810517715574,-4.210472400039127,0.014839356569413313,-4.084006644788537,-4.084006644788537,-5.685106756637936,0.003396170666516054,2.8318616400892576,2.8318616400892576,2.1869307757663723,8.907830984518528
U1456,C,4,H,4,4,1018895,5181,17091,350097,-3815,-33638,621,29137,99302,-1979,82728,-3558,60195,1117,287,70,585,68646,189,-194,53,200,4170,1289,27,128,1214,-1.7270107563648294,-1.7270107563648294,1.1055257930822129,3.020812373564001,-2.1028102549538374,-2.1028102549538374,-4.188239934570691,0.015172966799514671,-3.1181421202404302,-3.1181421202404302,-5.346331187689414,0.004765603068858585,3.5544651415177984,3.5544651415177984,2.5406201816488823,12.68753710904901
U1456,C,4,H,4,6,1044428,4649,16630,356192,-4027,-43277,374,26278,106635,-1957,76816,-3296,71276,655,292,68,697,74837,226,-57,76,99,4621,1296,32,107,1196,-1.7320799445111827,-1.7320799445111827,1.1047870756007443,3.0185816706864603,-2.076022475172405,-2.076022475172405,-4.18980624874115,0.015149219769118757,-3.0094494892895476,-3.0094494892895476,-5.308207406398115,0.004950793528814996,3.6824925588974455,3.6824925588974455,2.603285171647076,13.5080414577873
U1456,C,4,H,4,8,1030822,3919,16350,292619,-4319,-24638,575,24146,106264,-1546,78140,-3641,57440,329,261,72,620,72684,409,-73,66,22,4196,1118,35,128,1083,-1.8182822156927012,-1.8182822156927012,1.0922250789208832,2.980899435350895,-1.891860365716899,-1.891860365716899,-4.200574431996925,0.01498696535492715,-3.0725773601772883,-3.0725773601772883,-5.330349414757423,0.0048423777183741416,3.7539930862867514,3.7539930862867514,2.6382822052936263,13.989152464134703
U1456,C,4,H,4,10,638552,3973,28453,228140,-3286,-25683,820,14186,94770,210,82728,-5231,53795,991,220,51,484,40885,219,118,27,330,6131,565,14,90,989,-1.2727340859474332,-1.2727340859474332,1.1717261605122666,3.227559117928237,-0.9976530983914209,-0.9976530983914209,-4.252859822035489,0.014223499013585486,-3.2231851106155913,-3.2231851106155913,-5.383174862888117,0.00459321592545179,3.8069475502536263,3.8069475502536263,2.6642015827423156,14.35648250547237
U1456,C,4,H,4,12,621447,2363,16427,206306,-3035,-11244,898,14318,118050,546,60490,-2802,37345,858,210,66,452,42975,-5,88,36,90,4675,567,40,80,909,-1.8015854887692224,-1.8015854887692224,1.0946582425174156,2.9881612823901613,-1.631184039059178,-1.631184039059178,-4.215816494895702,0.014760265164514058,-3.228913462228378,-3.228913462228378,-5.38518407383586,0.004583996450765291,3.770533142786131,3.770533142786131,2.64637799052711,14.102865314412382
U1456,C,4,H,4,14,750588,1908,21778,251855,-4548,-24062,542,11298,120320,1114,65866,-3925,53411,713,217,86,469,52016,209,-39,52,252,5236,588,22,156,957,-1.7785701458769756,-1.7785701458769756,1.0980121989391607,2.998200270866645,-1.0572593676686985,-1.0572593676686985,-4.249374570738855,0.01427315796866689,-2.9556540499865807,-2.9556540499865807,-5.2893387347640415,0.005045095303031334,4.196231180459821,4.196231180459821,2.854742447290052,17.36996295047287
U1456,C,4,H,4,16,687710,1345,26249,232995,-4006,-15226,1087,10299,127842,1133,56319,-4698,47233,1272,173,48,557,51067,96,-259,35,347,6731,560,16,135,652,-2.035652790089862,-2.035652790089862,1.060548321493846,2.8879540825029473,-0.7849099169069437,-0.7849099169069437,-4.265299175447625,0.014047663788206675,-2.9118652983966067,-2.9118652983966067,-5.273979894205755,0.005123180229384558,4.201320434300774,4.201320434300774,2.857233460914859,17.413285701224076
U1456,C,4,H,4,18,669769,8575,29672,477845,-1725,-32539,768,48165,97508,-1474,110584,-5006,51000,1333,380,68,700,39501,208,113,102,207,4168,1377,29,112,1923,-1.7257816231575833,-1.7257816231575833,1.1057049109529709,3.0213535035058876,-2.2639954232000044,-2.2639954232000044,-4.178815241104053,0.015316643350804297,-3.554725396463069,-3.554725396463069,-5.499462133113601,0.004088970168752196,2.632300260607071,2.632300260607071,2.0892523869866184,8.07887303538467
U1456,C,4,H,4,20,639257,7343,30287,476616,-1778,-22228,555,49136,110971,-615,101368,-5579,43972,1181,358,62,674,38448,272,62,116,191,4113,1369,19,162,2016,-1.9008444852289932,-1.9008444852289932,1.0801935286893034,2.94524948618708,-2.1755824148350755,-2.1755824148350755,-4.1839848575853305,0.015237666494815845,-3.5805114173921546,-3.5805114173921546,-5.508506542230145,0.0040521545882300095,2.565714600745296,2.565714600745296,2.056661010899666,7.819815890765242
U1456,C,4,H,4,22,730171,9578,28930,390957,-2227,-14705,717,45827,91911,-915,124813,-4767,34819,1194,367,106,564,42966,-25,66,63,297,4661,959,27,106,1764,-1.5654046351519297,-1.5654046351519297,1.1290761651350192,3.0927979453394867,-2.2631562608496587,-2.2631562608496587,-4.17886430795063,0.015315891829852463,-3.866737641171046,-3.866737641171046,-5.608899971478463,0.003665098854318093,2.7684053162139866,2.7684053162139866,2.1558711013438674,8.635409220146364
U1456,C,4,H,4,24,616748,8954,31012,453324,-1367,-39444,362,45198,96667,-1730,114661,-4613,59109,1040,439,98,675,26040,435,187,90,226,4359,1210,6,89,2054,-1.6189524782528388,-1.6189524782528388,1.1212727996548815,3.06875763227978,-2.2821744334959293,-2.2821744334959293,-4.1777522921898935,0.01533293281612361,-3.620432478462963,-3.620432478462963,-5.522508795997172,0.003995810682790588,2.613407674527569,2.613407674527569,2.080005119940675,8.004509896807242
U1456,C,4,H,4,26,636581,8729,36638,443176,-1486,-30385,921,46149,97610,-983,115840,-5959,51356,1291,395,118,707,36880,296,247,98,137,5226,792,-6,140,1870,-1.6652244764885111,-1.6652244764885111,1.1145297210765566,3.048134368714257,-2.0469726104768817,-2.0469726104768817,-4.191504829776749,0.015123509433440692,-4.065069179409435,-4.065069179409435,-5.678464468361276,0.003418804096788564,2.6242363761036875,2.6242363761036875,2.0853053945994127,8.04704863167175
U1456,C,4,H,4,30,644263,7874,31210,451920,-1453,-18508,715,48640,106906,-671,106439,-5827,44389,1230,410,63,597,37227,239,230,102,153,4331,1176,37,122,2077,-1.8208800451363658,-1.8208800451363658,1.0918465050805555,2.979771158385571,-2.1219439494969743,-2.1219439494969743,-4.187121164103685,0.015189951365810866,-3.7223273881814762,-3.7223273881814762,-5.558248286511122,0.003855524259576839,2.5836607901731137,2.5836607901731137,2.0654450495377734,7.888808026872214
U1456,C,4,H,4,32,820868,6772,24106,377788,-2557,-18964,966,39617,109574,-1646,101296,-4649,43645,986,324,67,712,39927,291,130,132,271,3911,1164,37,120,1773,-1.7664618547989925,-1.7664618547989925,1.099776703635332,3.003495279484614,-2.1426061763614337,-2.1426061763614337,-4.1859130184867235,0.01520831412918782,-3.5273959697606356,-3.5273959697606356,-5.489876376680021,0.004128354503600267,3.0311039979189816,3.0311039979189816,2.284453014488038,9.820313185628786
U1456,C,4,H,4,34,855651,6314,22773,402545,-3397,-23328,773,38333,108829,-1581,94784,-3892,50863,1140,319,53,778,52295,342,-126,105,185,4303,1199,37,161,1666,-1.8035417538693592,-1.8035417538693592,1.0943731619115797,2.98730953697526,-2.2873879796814003,-2.2873879796814003,-4.177447449782823,0.01533760765677936,-3.464823267959782,-3.464823267959782,-5.46792909306574,0.004219962264373691,3.105551438719775,3.105551438719775,2.3208924602618968,10.184759744622909
U1456,C,4,H,4,36,857248,6754,23974,392636,-2439,-8966,585,41500,106523,-1132,97904,-5221,36486,1090,290,62,719,50890,302,-5,126,155,4288,1255,37,138,1561,-1.8155585052732768,-1.8155585052732768,1.0926219970156938,2.982082843118038,-2.0730044728082375,-2.0730044728082375,-4.189982715021971,0.01514654667851088,-3.4985578546529053,-3.4985578546529053,-5.479761449995458,0.004170324410162077,3.0280338310619523,3.0280338310619523,2.282950274064727,9.805566886739927
U1456,C,4,H,4,38,739167,6386,28303,332725,-2684,-13098,690,34003,102624,-636,106790,-5050,40032,1358,334,126,650,46089,279,67,85,109,5099,779,15,135,1394,-1.6723406617251841,-1.6723406617251841,1.1134927008903004,3.0449750302754794,-1.907060512730506,-1.907060512730506,-4.199685660853712,0.015000291258220902,-3.776192989129163,-3.776192989129163,-5.577141567239436,0.0037833645704911474,3.079075120456035,3.079075120456035,2.307933218771722,10.053624525313833
U1456,C,4,H,4,40,652038,4364,25095,304739,-3245,-19288,1304,24771,108164,386,89420,-4515,42662,697,270,59,594,36668,311,22,49,263,4696,726,18,149,1408,-1.7362845461325767,-1.7362845461325767,1.104174351702822,3.0167326800772143,-1.7022684272344524,-1.7022684272344524,-4.21166010398142,0.014821742269472095,-3.5298788782607424,-3.5298788782607424,-5.490747253203997,0.004124760781651602,3.270429228333499,3.270429228333499,2.401594432140546,11.040766106439476
U1456,C,4,H,4,42,716003,6586,28492,425348,-1982,-45033,529,35497,101558,-1193,92133,-5061,66188,836,329,90,698,52501,365,-21,79,115,4721,1018,32,132,1760,-1.6845020019140227,-1.6845020019140227,1.1117204655073931,3.0395833968197254,-1.9478840936362545,-1.9478840936362545,-4.19729865626493,0.015036139790571492,-3.5516082677398644,-3.5516082677398644,-5.498368804774222,0.00409344320051719,3.0042361710278067,3.0042361710278067,2.271302143074175,9.692012988450733
U1456,C,4,H,4,44,736525,6327,31207,381476,-2700,-16224,659,38596,107869,-626,101784,-5466,44802,1723,325,78,634,49447,181,-11,101,141,5049,812,32,144,1521,-1.8083224539933902,-1.8083224539933902,1.0936764849184757,2.9852290719397794,-1.9546015566522612,-1.9546015566522612,-4.196905878005689,0.015042046819384453,-3.8614035829785966,-3.8614035829785966,-5.607029058371062,0.003671962354308572,2.9487945354997485,2.9487945354997485,2.244165381223025,9.43253969550239
U1456,C,4,H,4,46,576440,6259,34751,302768,-1735,-8806,1112,27889,104745,47,113685,-5645,38129,1325,293,74,579,32101,261,236,51,227,5786,571,29,142,1343,-1.4942119179088087,-1.4942119179088087,1.1394508648428165,3.1250518180997755,-1.5974621482497477,-1.5974621482497477,-4.217788254999021,0.01473119013645835,-3.8885984151775,-3.8885984151775,-5.616567605979437,0.003637103681428989,3.0286389121187876,3.0286389121187876,2.283246440301231,9.808471394668924
U1456,C,4,H,4,52,672993,5170,33933,341344,-2267,-8672,1032,31556,117137,301,100473,-5812,35932,947,243,67,612,47084,106,156,45,82,6219,735,45,163,1471,-1.8088910567125054,-1.8088910567125054,1.0935936241611919,2.9849817238460794,-1.6918389995248067,-1.6918389995248067,-4.212269925345665,0.014812706409791002,-3.7596485250021434,-3.7596485250021434,-5.57133862065104,0.0038053830572816836,3.059971183169085,3.059971183169085,2.2985825026242352,9.960054093183066
U1456,C,4,H,4,54,534925,3862,30479,292405,-2620,-26969,693,17935,112991,433,82486,-4969,52419,1297,209,102,455,30955,185,129,60,261,5823,575,14,153,1275,-1.5355689269779231,-1.5355689269779231,1.1334240327942593,3.106274296969614,-1.2835354983640623,-1.2835354983640623,-4.236143929273359,0.01446325578934321,-3.4401393491690326,-3.4401393491690326,-5.459271244661868,0.004256656676043057,3.3953724391687685,3.3953724391687685,2.462749809774361,11.737041838446434
U1456,C,4,H,4,56,529048,2621,25489,248810,-2334,-21736,918,14022,109164,873,66778,-4090,42274,1360,207,56,498,34510,20,116,47,199,5259,457,20,94,1045,-1.6770716004435067,-1.6770716004435067,1.1128032754765886,3.0428764705888014,-1.2320825547300656,-1.2320825547300656,-4.239152445670886,0.014419808236248235,-3.423699412872708,-3.423699412872708,-5.453504961057166,0.004281272668835967,3.630451640197225,3.630451640197225,2.577812942990181,13.168306805536513
U1456,C,4,H,4,58,622888,2212,44807,263251,-2884,-23830,1161,8778,99066,396,76044,-5626,50422,919,214,70,529,35559,248,203,61,107,11642,438,13,121,723,-1.3783515076059538,-1.3783515076059538,1.156334852580066,3.178263099921635,-0.4448498811983771,-0.4448498811983771,-4.28518290067917,0.013771102546931726,-2.997784959871733,-2.997784959871733,-5.304116089769744,0.004971090284618267,4.262118136078999,4.262118136078999,2.886991831831207,17.939264030194604
U1456,C,4,H,4,60,775437,6154,25073,376524,-2489,-30713,665,35256,98228,-1208,94844,-3963,55033,1150,323,63,646,43677,151,30,107,107,4297,1175,20,108,1717,-1.745533450639836,-1.745533450639836,1.1028265367772978,3.0126694216199983,-2.185634413331388,-2.185634413331388,-4.183397104967731,0.01524662510564987,-3.4013675799435634,-3.4013675799435634,-5.4456721033282065,0.004314938948008407,3.0907910138659047,3.0907910138659047,2.3136677431288937,10.111442902031648
U1456,C,4,H,4,62,840908,5660,26449,378260,-2777,-24381,821,35840,106181,-1046,92722,-5042,50101,891,308,105,683,54445,409,190,127,56,5046,1106,9,122,1501,-1.845640695891638,-1.845640695891638,1.0882382102141248,2.9690386401015374,-1.9612617593410018,-1.9612617593410018,-4.196516447827651,0.01504790578711075,-3.4783146850065867,-3.4783146850065867,-5.472661187857286,0.004200040176701382,3.1554176723032317,3.1554176723032317,2.3453002558162552,10.436405848713326
U1456,C,4,H,4,64,587506,5876,51961,344767,-1463,-18943,1454,24265,97125,-402,116942,-6337,44781,1631,207,54,511,34773,262,401,64,362,7581,642,17,134,1392,-1.4181587245455487,-1.4181587245455487,1.1505338670587366,3.159879414994143,-1.3426295125157997,-1.3426295125157997,-4.232688630158973,0.014513317102862196,-3.632201958149355,-3.632201958149355,-5.526636923778707,0.003979349466081111,3.186851475874942,3.186851475874942,2.3606860147946254,10.598219494526473
U1456,C,4,H,4,66,531869,5662,24829,262628,-1937,-15477,1426,23305,94107,169,104252,-4389,38422,1380,262,83,536,34963,146,70,83,138,4058,534,46,122,1361,-1.4148907431349964,-1.4148907431349964,1.1510101001215844,3.1613846124301204,-1.6695665191186073,-1.6695665191186073,-4.2135722244520535,0.014793428391068213,-3.7760273698466467,-3.7760273698466467,-5.57708347651839,0.0037835843552506926,3.1277292885932417,3.1277292885932417,2.3317477502376454,10.295920514608385
U1456,C,4,H,4,68,847163,3249,19213,253562,-4491,-23159,741,19418,113144,-9,73558,-3387,55101,353,263,79,577,63293,20,-83,64,38,4898,787,34,118,1265,-1.78785321426099,-1.78785321426099,1.0966594054150394,2.9941470671481993,-1.7462558971123185,-1.7462558971123185,-4.209088102943839,0.014859912872340888,-3.205727501512687,-3.205727501512687,-5.377051632035338,0.004621427531862377,3.775692649108862,3.775692649108862,2.64890339031043,14.138525696830174
U1456,C,4,H,4,70,543773,5106,39450,299706,-1620,-20410,1311,22683,102445,235,115796,-5688,54485,1508,266,113,568,27184,343,279,56,228,7476,472,49,157,1278,-1.4911994264249504,-1.4911994264249504,1.1398898661301338,3.126424021048247,-1.3832570527433028,-1.3832570527433028,-4.230313088307858,0.014547835078253477,-3.8723920386408244,-3.8723920386408244,-5.61088324311874,0.0036578371710270182,3.176916135114655,3.176916135114655,2.355823009337553,10.546805410099413
U1456,C,4,H,4,72,853492,1592,14894,226156,-4140,-17665,735,12679,142208,182,54806,-3266,46544,471,181,82,607,61698,137,-671,37,-33,4648,708,29,128,897,-2.0749559941236195,-2.0749559941236195,1.0548207842513493,2.871460496842736,-1.3563810869975375,-1.3563810869975375,-4.231884558819257,0.014524991538099217,-2.8852582668342284,-2.8852582668342284,-5.264647516810703,0.005171215473633485,4.209389087475453,4.209389087475453,2.861182787401629,17.482192429687004
U1456,C,4,H,4,74,635686,3005,20565,235279,-2932,-37775,575,10691,90052,-287,80079,-3102,65387,783,214,58,525,37693,304,-55,67,224,5850,445,37,144,877,-1.269124698044192,-1.269124698044192,1.172252145712371,3.2292572128039656,-1.2373552012770157,-1.2373552012770157,-4.238844147593564,0.014424254520758082,-3.17908326284726,-3.17908326284726,-5.367706204303324,0.004664819189874485,4.085302464701683,4.085302464701683,2.800446679978875,16.45199390635632
