Site,Hole,Core,Type,Section,Interval,Depth CSF,TotalCPS,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,Cr,Mn,Fe,Ni,Cu,Zn,Br,Rb,Sr,Y,Zr,Mo,Ag,Ba,Al/Ca,ln(Al/Ca),ln(Al/Ca) predicted,K/Ca,ln(K/Ca),ln(K/Ca) predicted,Ti/Ca,ln(Ti/Ca),ln(Ti/Ca) predicted,Mn/Ca,ln(Mn/Ca),ln(Mn/Ca) predicted,Fe/Ca,ln(Fe/Ca),ln(Fe/Ca) predicted,Sr/Ca,ln(Sr/Ca),ln(Sr/Ca) predicted,Zr/Ca,ln(Zr/Ca),ln(Zr/Ca) predicted,Ba/Ca,ln(Ba/Ca),ln(Ba/Ca) predicted
U1523,B,20,F,2,38,129.38,159133,208,11007,169989,777,1981,22498,-3994,65729,36116,19369,871,2318,165059,4350,249,1044,1280,7251,9761,1845,13489,64,516276,4949,0.30476797,-1.188204546,1.800994704,1.8199413,0.598804248,0.919100413,0.536299701,-0.623062131,-1.277229653,0.06418208,-2.746031236,-3.694047104,4.570245874,1.519567005,0.899125958,0.270268025,-1.308341126,-4.367717982,0.373490974,-0.984861442,-6.330057654,0.137030679,-1.987550444,-1.13554585
U1523,B,20,F,2,40,129.4,160165,340,11199,170105,809,1945,23666,-4379,64873,36223,19144,695,2403,168408,4418,223,1051,1319,7399,9577,1752,13680,265,516405,4972,0.309168208,-1.173869788,1.809495216,1.790933937,0.582737236,0.905131753,0.528503989,-0.637704926,-1.289756564,0.066339066,-2.712976319,-3.660707916,4.649200784,1.53669533,0.914555154,0.264390028,-1.330329886,-4.383187075,0.377660602,-0.973759364,-6.323499656,0.137260856,-1.985872103,-1.134810568
U1523,B,20,F,2,42,129.42,160374,206,11530,176758,727,1651,22807,-4316,66801,37715,20078,970,2649,159069,4433,274,928,1234,7175,9977,2158,15193,225,216704,1692,0.305713907,-1.185105559,1.802832403,1.771205091,0.571660157,0.895501341,0.53236113,-0.630433205,-1.283535607,0.070237306,-2.655875683,-3.603116214,4.217658756,1.439280177,0.826803583,0.264536657,-1.329775449,-4.382797029,0.402837067,-0.909223098,-6.285378084,0.044862787,-3.104146632,-1.62472664
U1523,B,20,F,2,44,129.44,158262,232,11485,174147,724,1294,20937,-4110,66355,36958,19871,990,2502,157420,4454,293,1027,1182,7305,9935,1967,14651,-115,212432,1676,0.310758158,-1.168740297,1.812537004,1.795416419,0.585236983,0.907305033,0.537664376,-0.62052075,-1.275055502,0.067698469,-2.692691721,-3.64024887,4.259429623,1.44913526,0.835681042,0.268818659,-1.313718257,-4.371500794,0.396422967,-0.92527354,-6.29485908,0.045348774,-3.093372131,-1.62000633
U1523,B,20,F,2,46,129.46,160253,307,11414,174331,657,1488,22720,-4584,66509,38548,19743,1011,2310,160925,4412,178,928,1165,7058,9926,1794,15201,84,515304,4603,0.296098371,-1.217063546,1.783881317,1.725355401,0.545433059,0.872699501,0.512166649,-0.66910522,-1.316619516,0.059925288,-2.814656693,-3.763262741,4.174665352,1.4290342,0.817574007,0.257497146,-1.356746641,-4.401771262,0.394339525,-0.930543003,-6.297971752,0.119409567,-2.125195953,-1.195848347
U1523,B,20,F,2,48,129.48,160359,204,11692,172714,745,1288,22185,-4459,67961,38868,19764,1072,2635,162951,4506,235,996,1143,7450,9947,1968,15017,116,212737,1780,0.300813008,-1.201266443,1.793248999,1.74850777,0.558762721,0.88428831,0.508490275,-0.676309189,-1.322782511,0.067793558,-2.691288108,-3.638833186,4.1924205,1.433278252,0.82139705,0.255917464,-1.362900292,-4.406100355,0.386358959,-0.950988397,-6.310048846,0.045796028,-3.083557926,-1.615706727
U1523,B,20,F,2,50,129.5,161798,230,11977,169944,728,1151,21528,-3753,70741,35729,20048,618,2550,175563,4297,257,1013,1099,7449,8997,1906,13515,81,514915,4537,0.33521789,-1.09297454,1.857466098,1.979932268,0.683062636,0.992354656,0.561112822,-0.577833286,-1.238536376,0.071370595,-2.639869325,-3.586972201,4.913739539,1.592035269,0.96440537,0.251812253,-1.379071496,-4.417476797,0.378264155,-0.972162504,-6.322556391,0.126983683,-2.063696683,-1.168905517
U1523,B,20,F,2,52,129.52,162025,336,12023,171834,722,1194,22197,-4566,69340,40050,20334,864,2461,168554,4381,263,1004,1247,7606,10048,2039,15086,379,215033,1682,0.30019975,-1.203307192,1.792038835,1.73133583,0.548893267,0.875707806,0.507715356,-0.677834312,-1.324087254,0.06144819,-2.789560902,-3.737951126,4.208589263,1.4371275,0.824864452,0.250886392,-1.382755064,-4.420068187,0.376679151,-0.976361512,-6.325036745,0.041997503,-3.170145112,-1.653640574
U1523,B,20,F,2,54,129.54,158171,251,10760,166059,708,1480,23058,-4079,65681,36310,19698,944,2534,164436,4552,225,968,1353,7297,10110,1906,14657,-55,215933,1567,0.296337097,-1.216257631,1.784359225,1.808895621,0.592716505,0.913807729,0.54249518,-0.611576078,-1.267403334,0.069787937,-2.662294104,-3.609589833,4.528669788,1.510428251,0.890893769,0.278435693,-1.278568152,-4.346772695,0.403662903,-0.907175148,-6.28416836,0.043156155,-3.142930222,-1.64171773
U1523,B,20,F,2,56,129.56,162117,240,11442,168518,510,1440,23812,-4624,68315,34624,20709,623,2321,174428,4527,308,1067,1282,7349,9782,1810,14239,157,514668,4819,0.330464418,-1.107256287,1.848997022,1.973053373,0.679582279,0.989328833,0.598111137,-0.513978695,-1.183908773,0.067034427,-2.702548956,-3.650190877,5.037777264,1.616964966,0.986862041,0.282520795,-1.264003121,-4.336526196,0.411246534,-0.888562404,-6.273173812,0.139180915,-1.971980646,-1.128724721
U1523,B,20,F,2,58,129.58,156404,327,11046,161586,507,1715,22316,-4260,65147,34145,19662,765,2317,165888,4408,243,1035,1262,7504,9966,1794,14621,105,515325,5011,0.323502709,-1.128547791,1.83637116,1.907951384,0.646030093,0.960158562,0.575838337,-0.551928323,-1.216374681,0.067857666,-2.690342917,-3.637879866,4.858339435,1.580696699,0.954191587,0.291872895,-1.231436863,-4.313615833,0.428203251,-0.848157311,-6.249306524,0.14675648,-1.918980666,-1.10550543
U1523,B,20,F,2,60,129.6,154092,262,10656,159275,685,2272,21948,-4238,64379,33905,19255,801,2024,160582,4332,232,970,1151,7328,9963,1798,15542,35,516006,5147,0.314289928,-1.157439382,1.819238446,1.898805486,0.641224997,0.955981012,0.567910338,-0.565791729,-1.228234824,0.05969621,-2.818486745,-3.767125731,4.736233594,1.555242219,0.931262191,0.293850465,-1.224684265,-4.30886538,0.458398466,-0.780016459,-6.209055723,0.151806518,-1.885148475,-1.090683547
U1523,B,20,F,2,62,129.62,153471,307,10642,158769,641,1250,21123,-3847,65119,34362,19908,687,2331,158763,4372,237,986,1127,7154,9982,1947,15364,-181,211752,1525,0.309702578,-1.172142866,1.81051928,1.895087597,0.639265063,0.954277045,0.579360922,-0.545829642,-1.211157258,0.067836564,-2.690653943,-3.638193566,4.620307316,1.530461222,0.908939468,0.290495315,-1.236167832,-4.31694407,0.447121821,-0.804924192,-6.22376872,0.04438042,-3.114956893,-1.629462615
U1523,B,20,F,2,64,129.64,155078,348,10645,160459,550,1799,22227,-4235,64066,36285,19967,945,2664,160698,4492,280,1014,1201,6945,10360,1560,14977,253,93388,3114,0.293371917,-1.226314134,1.778395718,1.765633182,0.568509369,0.892762046,0.550282486,-0.597323522,-1.255210273,0.073418768,-2.61157568,-3.558435231,4.42877222,1.488122394,0.870800653,0.285517431,-1.253452196,-4.32910362,0.412760094,-0.884888742,-6.27100378,0.085820587,-2.455496359,-1.340552955
U1523,B,20,F,2,66,129.66,154036,284,10554,158307,716,1849,22542,-3821,63618,35729,19128,797,2412,158757,4356,194,1063,1292,7185,10330,1816,16194,-152,212098,1728,0.295390299,-1.219457749,1.782461555,1.780570405,0.576933765,0.900086215,0.53536343,-0.624809454,-1.278724488,0.067508187,-2.695506405,-3.64308776,4.443365333,1.491412047,0.873763972,0.289120882,-1.240910401,-4.320280467,0.453245263,-0.791321881,-6.215733835,0.048364074,-3.028998014,-1.59180403
U1523,B,20,F,2,68,129.68,161733,287,11136,166733,721,2109,22484,-4500,67206,35105,20474,852,2612,177211,4459,228,1044,1351,7373,9589,1845,14020,-24,515950,4898,0.317219769,-1.148160467,1.824740843,1.914428144,0.649418959,0.963104843,0.583221763,-0.539187782,-1.205475147,0.074405355,-2.598227359,-3.544972114,5.048027347,1.618997543,0.988692986,0.273151973,-1.297726962,-4.360250918,0.399373309,-0.917858689,-6.290479128,0.139524284,-1.969516612,-1.127645228
U1523,B,20,F,2,70,129.7,169984,178,10509,158923,661,12868,22023,-4437,64382,33435,19974,1178,2266,219729,4495,279,1156,1223,6957,9140,1677,12257,348,516096,4570,0.31431135,-1.157371223,1.819278865,1.92558696,0.655230835,0.968157688,0.597397936,-0.515171828,-1.184929499,0.067773291,-2.691587093,-3.639134742,6.571825931,1.882791713,1.226318775,0.273366233,-1.29694287,-4.359699309,0.366591895,-1.003506053,-6.341071026,0.136683116,-1.990090051,-1.136658451
U1523,B,20,F,2,72,129.72,159267,305,10632,158787,625,3197,22184,-3788,65016,31859,19245,1017,2312,184639,4449,286,921,1283,7148,9251,1494,13548,42,513891,4412,0.333720456,-1.097451595,1.854811204,2.04074202,0.713313477,1.018654737,0.604067924,-0.50406863,-1.175430713,0.072569761,-2.623206966,-3.570166546,5.795505195,1.757082651,1.113080052,0.290373207,-1.236588263,-4.317239843,0.425248752,-0.855080982,-6.253396336,0.1384852,-1.976991815,-1.130920114
U1523,B,20,F,2,74,129.74,154893,216,10429,153262,666,2458,21755,-3430,65761,32987,19277,719,2178,171129,4413,222,1195,1187,7218,10060,1839,14895,40,516811,5171,0.316154849,-1.151523157,1.822746768,1.993542911,0.689913413,0.998310721,0.584381726,-0.537200869,-1.203775343,0.06602601,-2.71770652,-3.665478796,5.18777094,1.646304114,1.013290746,0.304968624,-1.18754638,-4.282738878,0.451541516,-0.795087958,-6.217958457,0.156758723,-1.853047451,-1.076620088
U1523,B,20,F,2,76,129.76,150626,188,10092,146435,502,1088,20432,-2827,64138,31078,19134,945,2567,167406,4369,203,967,1223,7544,9785,1821,12170,-82,516379,4786,0.324731321,-1.124757143,1.838619014,2.063775018,0.724536839,1.028412328,0.615676684,-0.485033316,-1.159146002,0.082598623,-2.493762271,-3.439608627,5.386640067,1.683921826,1.047176781,0.314852951,-1.155649573,-4.260299474,0.391595341,-0.937526266,-6.302096766,0.153999614,-1.870805184,-1.084399751
U1523,B,20,F,2,78,129.78,163819,281,11503,160714,724,1089,22784,-3818,70743,35956,21194,849,2912,184514,4277,212,1144,1343,7744,9919,1714,13329,258,515254,5055,0.31991879,-1.139688098,1.829764958,1.967488041,0.676757623,0.986873077,0.589442652,-0.528577846,-1.196398347,0.080987874,-2.513455838,-3.459471559,5.131660919,1.635429373,1.003494779,0.275864946,-1.287843859,-4.353298155,0.370703082,-0.992353856,-6.334483423,0.140588497,-1.961918116,-1.124316327
U1523,B,20,F,2,81,129.81,157709,298,11646,158971,686,1089,20557,-3492,69259,31711,20737,918,2442,176259,4367,272,1088,1268,7707,9361,1605,12323,218,514640,5055,0.367254265,-1.00170085,1.911591396,2.18406862,0.781189477,1.077666131,0.65393712,-0.42474408,-1.10756856,0.077007978,-2.563846248,-3.510295326,5.558292075,1.71529088,1.075434025,0.29519725,-1.220111501,-4.305648441,0.388603324,-0.945196189,-6.306627389,0.159408407,-1.836285771,-1.069276796
U1523,B,20,F,2,82,129.82,156165,271,11111,152115,564,1634,20932,-3198,67109,30239,20282,1097,2444,180947,4353,209,1122,1215,7632,8999,1664,12463,128,514345,4538,0.367439399,-1.001196873,1.911890254,2.219286352,0.797185681,1.091573231,0.670723238,-0.399398689,-1.085885578,0.080822779,-2.515496441,-3.46152971,5.98389497,1.789071689,1.141895777,0.29759582,-1.212019022,-4.299955382,0.412149873,-0.886368227,-6.271877712,0.1500711,-1.896646096,-1.095720654
U1523,B,20,F,2,84,129.84,160423,349,11524,158858,716,1647,20805,-3259,70680,32501,21656,1059,2602,184175,4348,240,1093,1205,7832,9279,2016,12255,-208,515345,5014,0.354573705,-1.036839041,1.890754449,2.174702317,0.776891789,1.073929722,0.666317959,-0.405988306,-1.091522996,0.080059075,-2.524990478,-3.471105396,5.666748715,1.734615534,1.092841673,0.285498908,-1.253517076,-4.329149263,0.377065321,-0.975336841,-6.324431472,0.154272176,-1.869036858,-1.083625048
U1523,B,20,F,2,86,129.86,160036,184,11452,159762,674,968,21795,-3257,70062,32115,20788,1380,2624,181520,4393,262,1143,1206,8066,9230,1841,11876,189,515998,4886,0.356593492,-1.031158823,1.894122818,2.181597384,0.780057354,1.076681863,0.64729877,-0.434947314,-1.116297427,0.081706368,-2.50462334,-3.4505631,5.652187451,1.73204263,1.090524001,0.28740464,-1.246864162,-4.324468938,0.369796045,-0.994803654,-6.335930518,0.152140744,-1.882949238,-1.089720061
U1523,B,20,F,2,88,129.88,161338,366,11714,162658,660,1005,23478,-3921,70915,31715,21436,1083,2478,178112,4344,284,1065,1195,7840,9828,1704,12880,40,516621,5085,0.369352042,-0.996005047,1.914969007,2.236008198,0.804692222,1.098099418,0.675894687,-0.391718003,-1.079314752,0.078133375,-2.549337972,-3.495662278,5.616017657,1.725622811,1.084741028,0.309884913,-1.1715543,-4.27148845,0.406116979,-0.901114034,-6.28058806,0.160334227,-1.830494726,-1.066739739
U1523,B,20,F,2,91,129.91,149176,235,10350,150345,611,811,20223,-2776,63952,30946,19403,1019,2218,156684,4072,195,928,1122,7226,9840,1728,16288,147,215719,1727,0.334453564,-1.09525723,1.856112462,2.066567569,0.725889052,1.029587942,0.626995411,-0.466816057,-1.143561137,0.071673237,-2.635637861,-3.582704347,5.063142248,1.621987288,0.991386149,0.317973244,-1.145788039,-4.253361885,0.526336199,-0.64181511,-6.127420185,0.055806889,-2.885857951,-1.529094368
U1523,B,20,F,2,92,129.92,158032,372,11115,157748,686,829,21731,-3866,69187,34417,20298,862,2550,173633,4356,239,1061,1109,7632,9977,1953,16232,-124,515844,4917,0.322950867,-1.130255081,1.835358737,2.010256559,0.698262355,1.005569292,0.589766685,-0.528028269,-1.195928184,0.074091292,-2.602457269,-3.549238402,5.044977773,1.618393248,0.988148638,0.289885812,-1.238268184,-4.318421668,0.471627393,-0.751566026,-6.192250051,0.142865444,-1.94585204,-1.117277779
U1523,B,20,F,2,94,129.94,162100,393,11820,164978,727,965,21352,-3975,71887,33922,20991,1150,2608,181435,4490,245,985,1118,8114,9653,1736,13013,153,516247,4595,0.348446436,-1.054270759,1.88041744,2.11918519,0.75103167,1.051446934,0.618801957,-0.479969997,-1.154814332,0.076882259,-2.565480127,-3.511943256,5.348593833,1.676833691,1.040791789,0.284564589,-1.256795024,-4.331455299,0.383615353,-0.958114914,-6.314258479,0.135457815,-1.999095016,-1.140603526
U1523,B,20,F,2,96,129.96,159954,218,11431,163330,635,784,21081,-3862,70064,35031,20777,832,2549,175290,4323,231,987,1159,7756,9798,1827,14069,229,516362,4918,0.326310982,-1.119904421,1.841496679,2.000057092,0.693175726,1.001146976,0.593103251,-0.522386778,-1.191101889,0.072764123,-2.620532258,-3.567468836,5.00385373,1.610208361,0.980775692,0.279695127,-1.274055101,-4.343597763,0.401615712,-0.912259588,-6.287171739,0.14038994,-1.96333144,-1.124935504
U1523,B,20,F,2,100,130,161373,234,11168,163689,644,1639,21250,-3313,70172,33051,20633,1109,2825,179800,4418,352,1049,1151,7840,9304,1734,12174,53,516524,4699,0.33790203,-1.084999277,1.862195429,2.123143021,0.752897548,1.053069128,0.624277632,-0.471160087,-1.147277455,0.085473964,-2.459543458,-3.405095532,5.440077456,1.693793299,1.056069004,0.281504342,-1.267607408,-4.339061811,0.368339838,-0.998749293,-6.338261207,0.142174216,-1.950702103,-1.119402591
U1523,B,20,F,2,102,130.02,161894,218,11273,160224,624,1711,22651,-3521,71069,32890,21322,1165,2821,182029,4351,259,1172,1251,7617,9164,1866,12640,10,516266,4935,0.342748556,-1.070758174,1.870640403,2.160808756,0.770482576,1.068357551,0.648282153,-0.433429257,-1.114998729,0.085770751,-2.456077228,-3.401599492,5.534478565,1.710997355,1.071566417,0.278625722,-1.277885896,-4.346292728,0.384311341,-0.956302271,-6.313187752,0.150045607,-1.896815987,-1.095795084
U1523,B,20,F,2,104,130.04,159352,317,11229,159450,726,1283,21351,-3414,69529,32791,20621,850,2344,177024,4441,258,1011,1184,7835,9312,1656,12116,369,517956,4532,0.342441524,-1.07165437,1.870108959,2.120368394,0.751589844,1.051932211,0.628861578,-0.463844113,-1.141018639,0.071483029,-2.638295216,-3.585384555,5.398554481,1.686131229,1.049167011,0.28398036,-1.258850197,-4.332901113,0.369491629,-0.995627194,-6.336416984,0.138208655,-1.978990744,-1.131795845
U1523,B,20,F,2,106,130.06,159409,203,10819,161479,624,1276,21938,-3190,68836,32819,20259,1129,3009,175504,4376,309,1171,1278,7668,9039,1666,12263,456,517634,4818,0.329656601,-1.109703768,1.847545665,2.097443554,0.740719248,1.042481314,0.61729486,-0.482408477,-1.156900452,0.091684695,-2.389399818,-3.334348657,5.347633993,1.676654219,1.04063012,0.275419726,-1.289459067,-4.354434454,0.373655504,-0.984421017,-6.329797495,0.146805204,-1.918648712,-1.105360001
U1523,B,20,F,2,108,130.08,159155,289,10271,158939,504,1125,21995,-3404,68066,33499,20196,908,2768,176916,4394,272,1008,1238,7410,9009,2003,11821,274,516581,4604,0.306606167,-1.182191197,1.80456062,2.031881549,0.708962235,1.014871767,0.602883668,-0.506031023,-1.17710954,0.082629332,-2.49339055,-3.439233709,5.281232276,1.664159456,1.029374838,0.268933401,-1.31329151,-4.371200577,0.352876205,-1.041637977,-6.363595553,0.137436938,-1.984590097,-1.134248921
U1523,B,20,F,2,110,130.1,158104,296,10198,155041,655,1779,22405,-3165,66598,32413,20096,1083,2239,178468,4410,263,1040,1286,7512,8785,1819,11857,145,517738,4487,0.314626847,-1.156367954,1.819873803,2.054669423,0.72011497,1.024567955,0.619998149,-0.478038787,-1.153162182,0.069077222,-2.672530239,-3.619913999,5.506062382,1.705849737,1.066929443,0.271033227,-1.305513855,-4.365728997,0.365810015,-1.005641166,-6.342332237,0.138432111,-1.97737525,-1.131088097
U1523,B,20,F,2,112,130.12,157127,267,10379,159343,617,1365,21910,-3071,66160,32093,19596,950,2348,171257,4470,233,1164,1181,7548,9316,1835,11986,-69,517811,4448,0.323403858,-1.128853404,1.836189932,2.06150874,0.723438113,1.027457095,0.610600442,-0.493312474,-1.166228822,0.073162372,-2.615074036,-3.561963673,5.336272707,1.674527414,1.038714295,0.29028137,-1.236904586,-4.317462376,0.373477082,-0.984898636,-6.330079624,0.138597202,-1.976183381,-1.130565939
U1523,B,20,F,2,114,130.14,154593,295,10443,157462,534,854,21668,-3402,66041,32141,19442,941,2542,165981,4260,220,1066,1183,7434,9835,1888,13552,-130,213853,1731,0.324912106,-1.124200576,1.838949058,2.054727606,0.720143288,1.024592574,0.604897172,-0.502696799,-1.174257112,0.079089014,-2.537181301,-3.48340106,5.164151707,1.64174085,1.009180158,0.305995458,-1.184185022,-4.280374163,0.421642139,-0.863598336,-6.258427537,0.053856445,-2.921433198,-1.544679884
U1523,B,20,F,2,116,130.16,154666,283,10425,157209,596,1307,22016,-3200,65153,31496,19718,755,2132,165804,4376,260,1048,1227,7243,9327,1807,12757,-56,211371,1782,0.330994412,-1.105653786,1.849947305,2.068611887,0.726877796,1.030447556,0.626047752,-0.468328629,-1.144855143,0.067691135,-2.692800047,-3.640358128,5.264287529,1.660945814,1.026479989,0.296132842,-1.216947134,-4.303422309,0.40503556,-0.903780413,-6.28216309,0.056578613,-2.872124225,-1.523077623
U1523,B,20,F,2,118,130.18,159561,255,10690,162168,613,3784,22386,-3285,65422,31744,19425,816,2253,177928,4243,236,1090,1256,7437,9008,1558,12439,215,517409,5394,0.336756552,-1.088395006,1.860181761,2.060924899,0.723154862,1.027210837,0.611926663,-0.491142835,-1.164372695,0.070974042,-2.64544107,-3.592591863,5.605090726,1.723675243,1.082986659,0.283770161,-1.25959066,-4.333422029,0.391853579,-0.936867033,-6.301707356,0.169921875,-1.772416506,-1.041295671
U1523,B,20,F,2,120,130.2,157470,268,10535,161495,571,1303,22529,-3448,66271,32605,19654,772,2240,170120,4295,300,1017,1287,7445,9566,1818,12892,166,517377,4499,0.323109952,-1.129762604,1.835650776,2.032541021,0.709286745,1.015153896,0.602790983,-0.506184771,-1.177241072,0.068701119,-2.677989785,-3.625420497,5.217604662,1.65203842,1.018456208,0.293390584,-1.226250506,-4.309967231,0.395399479,-0.927858687,-6.296386126,0.137984972,-1.980610501,-1.13250546
U1523,B,20,F,2,122,130.22,153361,247,10009,157702,637,1177,22259,-3110,63085,34426,19249,938,2230,159184,4529,232,956,1234,7321,10178,2004,14156,-117,517427,5108,0.290739557,-1.235327405,1.773050849,1.832481264,0.605670931,0.925070307,0.559141347,-0.581352982,-1.241547476,0.064776622,-2.736810507,-3.684747078,4.623947017,1.531248673,0.909648805,0.295648638,-1.218583565,-4.304573538,0.411200837,-0.88867353,-6.273239454,0.148376227,-1.908004155,-1.10069662
U1523,B,20,F,2,124,130.24,165493,310,11314,174189,722,1630,23960,-4860,67412,35737,20658,834,2559,178851,4472,332,1035,1401,7514,10531,1998,13071,235,515369,5175,0.316590648,-1.15014567,1.823563618,1.88633629,0.634636477,0.950252953,0.578056356,-0.548083913,-1.213085788,0.071606458,-2.636570009,-3.583644512,5.004645046,1.61036649,0.980918134,0.294680583,-1.221863278,-4.306880816,0.36575538,-1.005790531,-6.342420467,0.144807902,-1.932347227,-1.11136132
U1523,B,20,F,2,126,130.26,157478,282,10198,163958,675,1775,21661,-3591,63551,33497,20320,1281,2607,169256,4333,235,1050,1387,6985,9789,1704,12959,127,517368,4801,0.304445174,-1.18926426,1.800366294,1.897214676,0.640386851,0.955252328,0.606621488,-0.49985026,-1.171821897,0.077827865,-2.553255748,-3.499613747,5.052870406,1.619956479,0.989556796,0.292235126,-1.230196576,-4.312743291,0.386870466,-0.949665355,-6.309267325,0.143326268,-1.942631653,-1.115866927
U1523,B,20,F,2,130,130.3,160330,282,10749,165755,761,4281,21464,-3666,64617,33972,20390,951,2220,179005,4347,281,967,1215,6869,10534,1721,13446,138,516875,5151,0.31640763,-1.150723929,1.82322071,1.902066408,0.642940878,0.957472799,0.600200165,-0.510492071,-1.180925967,0.065347934,-2.72802946,-3.675890513,5.269192276,1.661877082,1.027318876,0.310078888,-1.170928535,-4.271048224,0.395796538,-0.926854992,-6.295793244,0.151624868,-1.886345785,-1.091208089
U1523,B,20,F,2,132,130.32,158308,311,10885,168195,641,1537,21063,-3897,64960,33682,19958,624,2256,170374,4313,201,1183,1257,7308,9963,1874,13111,194,515718,4913,0.323169646,-1.129577875,1.83576032,1.928626566,0.656808126,0.969528985,0.592542011,-0.523333505,-1.191911813,0.066979396,-2.703370236,-3.65101922,5.058310077,1.621032451,0.990526031,0.295795974,-1.218085339,-4.304223036,0.389258358,-0.943511998,-6.305632537,0.14586426,-1.925078817,-1.10817703
U1523,B,20,F,2,134,130.34,156285,169,9678,154422,563,4050,21636,-3201,61412,33140,19355,950,2386,177694,4348,264,982,1246,7124,9893,1724,12877,264,514087,4670,0.292033796,-1.230885744,1.775684754,1.853108027,0.616864244,0.934801774,0.584037417,-0.537790228,-1.20427954,0.071997586,-2.631122688,-3.578150343,5.361919131,1.679321958,1.04303322,0.298521424,-1.208913576,-4.2977707,0.388563669,-0.945298238,-6.306687669,0.14091732,-1.95958194,-1.123292848
U1523,B,20,F,2,136,130.36,155617,211,10088,161174,565,1415,21189,-3051,64801,33956,19133,1081,2480,165912,4267,165,956,1133,7233,9772,1806,12928,-85,512365,4522,0.297090352,-1.21371897,1.785864651,1.908381435,0.646255466,0.960354503,0.563464483,-0.573650976,-1.23495841,0.073035693,-2.616807009,-3.563711549,4.886087878,1.586391958,0.959321876,0.287784191,-1.245544415,-4.323540496,0.380728001,-0.965670067,-6.318721309,0.133172341,-2.016111195,-1.148058315
U1523,B,20,F,2,139,130.39,166490,258,11401,178219,784,2994,22538,-4992,66717,35468,20476,733,2294,183386,4425,276,1091,1174,7501,10205,1887,14073,92,512662,5667,0.321444683,-1.134929811,1.832586622,1.881047705,0.631828911,0.947812056,0.577309124,-0.549377413,-1.214192377,0.06467802,-2.738333863,-3.686283534,5.170463516,1.64296234,1.010280475,0.287724146,-1.245753085,-4.323687295,0.396780196,-0.924372814,-6.294327021,0.159777828,-1.833971004,-1.068262697
U1523,B,20,F,3,4,130.54,126789,106,7795,123611,310,3267,16461,-720,47810,24154,15155,625,1859,131820,4081,204,824,984,5362,7965,1415,10488,323,215100,1363,0.322720874,-1.130967495,1.834936275,1.979382297,0.682784825,0.992113127,0.627432309,-0.466119487,-1.142965221,0.076964478,-2.564411289,-3.510865226,5.457481163,1.696987358,1.058946212,0.329759046,-1.109393054,-4.227758014,0.434213795,-0.834218251,-6.241072721,0.056429577,-2.874761845,-1.524233164
U1523,B,20,F,3,6,130.56,161877,278,11203,170452,744,3191,23407,-3826,65699,33428,20043,702,2192,174641,4342,233,994,1354,7259,10091,1833,12845,189,514318,4645,0.335138207,-1.093212273,1.857325122,1.965388297,0.675689833,0.98594474,0.599587172,-0.511513907,-1.181800147,0.06557377,-2.724579503,-3.672410887,5.224392725,1.653338566,1.01962738,0.301872682,-1.197749935,-4.289917079,0.384258705,-0.956439242,-6.31326866,0.138955367,-1.9736025,-1.129435255
U1523,B,20,F,3,8,130.58,161607,212,10997,170027,739,2816,24854,-4184,66023,33894,19918,841,1958,170825,4533,300,1030,1164,7256,10128,1624,12785,155,514819,5082,0.324452705,-1.125615499,1.838110009,1.947925887,0.666765159,0.978185629,0.587655632,-0.531614162,-1.198995916,0.057768337,-2.851314463,-3.800235768,5.039977577,1.617401633,0.987255391,0.298813949,-1.207934142,-4.297081669,0.377205405,-0.974965399,-6.324212061,0.149938042,-1.897533123,-1.096109261
U1523,B,20,F,3,10,130.6,163615,357,11555,175729,679,2102,25376,-4480,68232,32021,20233,1105,2546,171951,4487,206,1052,1366,7486,9203,1891,12966,272,515529,4962,0.360856938,-1.019273694,1.9011707,2.130851629,0.756521725,1.056219988,0.631866588,-0.459077003,-1.136940376,0.079510321,-2.531868437,-3.478042506,5.369944724,1.680817615,1.044380508,0.28740514,-1.24686242,-4.324467712,0.40492177,-0.904061391,-6.282329064,0.154960807,-1.864583052,-1.081673835
U1523,B,20,F,3,12,130.62,160280,309,11588,173696,605,1814,22288,-3864,67553,32684,19988,858,2240,167132,4404,241,1068,1173,7539,10229,1746,13074,-20,515770,5059,0.354546567,-1.036915582,1.89070906,2.066852282,0.726026813,1.029707712,0.611553053,-0.491753568,-1.164895177,0.068535063,-2.680409796,-3.62786132,5.11357239,1.631898258,1.000313951,0.312966589,-1.161658838,-4.264526993,0.400012238,-0.916260136,-6.289534863,0.154785216,-1.865716826,-1.082170542
U1523,B,20,F,3,13,130.63,159001,249,11110,169410,726,1803,22108,-4647,64902,32121,20402,920,2353,167329,4371,259,998,1209,7542,9985,1704,13820,75,210803,1844,0.345879643,-1.061664418,1.876033,2.020547306,0.703368418,1.010008503,0.635160798,-0.453877087,-1.132491848,0.073254257,-2.613818912,-3.560697755,5.209333458,1.650451912,1.017027083,0.310855826,-1.168426055,-4.26928773,0.430248124,-0.843393204,-6.246492365,0.057407926,-2.857572897,-1.516702686
