FileName,Site,Hole,Core,Core Type,Section,Interval (cm),Depth (CSF-A),Depth (CCSF),Core_ID , Section_ID , Depth , LiveTime , RealTime , MeasurementDate , MeasurementTime , Sample_ID , User_ID,Al_Area,Si_Area,P_Area,S_Area,Cl_Area,Ar_Area,K_Area,Ca_Area,Ti_Area,Cr_Area,Mn_Area,Fe_Area,Rh_Area,Ba_Area
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-3\Run 1 at  10kV\U1456A-2H-3  940.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,3,94,8.44,9.96,0,0,940,15,19,10/26/2015 12:24,,940,,-492,9125,-6591,-1468,207218,-23749,-7082,1405528,870,-613,549,54647,84227,-607
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-3\Run 1 at  10kV\U1456A-2H-3  960.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,3,96,8.46,9.98,0,0,960,15,19,10/26/2015 12:24,,960,,-472,10722,-7644,-2040,185097,-43264,-11152,1562404,659,-592,383,60887,95436,-562
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-3\Run 1 at  10kV\U1456A-2H-3  980.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,3,98,8.48,10,0,0,980,15,19,10/26/2015 12:25,,980,,-552,20899,-7003,-2269,160285,-43232,-6850,1415749,2099,35,85,90747,96186,-767
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-3\Run 1 at  10kV\U1456A-2H-3 1000.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,3,100,8.5,10.02,0,0,1000,15,19,10/26/2015 12:25,,1000,,-434,26463,-7078,-2859,152247,-25173,-1517,1596715,2752,-422,739,108035,80331,-930
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-3\Run 1 at  10kV\U1456A-2H-3 1020.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,3,102,8.52,10.04,0,0,1020,15,19,10/26/2015 12:26,,1020,,-120,24190,-7014,-4600,143014,-57235,-9362,1634019,3193,-184,285,96500,108035,-953
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-3\Run 1 at  10kV\U1456A-2H-3 1040.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,3,104,8.54,10.06,0,0,1040,15,19,10/26/2015 12:26,,1040,,-412,23319,-6697,-3391,139589,-30096,-4814,1719273,1477,-391,266,105867,86413,-837
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-3\Run 1 at  10kV\U1456A-2H-3 1060.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,3,106,8.56,10.08,0,0,1060,15,19,10/26/2015 12:27,,1060,,-87,29361,-6925,-4199,123582,-58797,-9251,1735866,4178,-678,24,108073,116382,-1593
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-3\Run 1 at  10kV\U1456A-2H-3 1080.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,3,108,8.58,10.1,0,0,1080,15,19,10/26/2015 12:27,,1080,,-215,35142,-6380,-4270,122618,-40797,-4415,1821264,2466,-644,102,125030,91179,-896
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-3\Run 1 at  10kV\U1456A-2H-3 1100.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,3,110,8.6,10.12,0,0,1100,15,19,10/26/2015 12:28,,1100,,-551,22787,-6806,-4118,132577,-40440,-6946,1780403,690,-199,-144,102489,95797,-569
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-3\Run 1 at  10kV\U1456A-2H-3 1120.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,3,112,8.62,10.14,0,0,1120,15,19,10/26/2015 12:28,,1120,,-61,20511,-6915,-3974,138187,-52365,-10065,1774833,1313,-642,-248,83877,105732,-683
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-3\Run 1 at  10kV\U1456A-2H-3 1140.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,3,114,8.64,10.16,0,0,1140,15,19,10/26/2015 12:29,,1140,,923,47275,-5655,-3097,131078,-31866,5192,1410852,5241,-344,260,156308,75498,-1417
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-3\Run 1 at  10kV\U1456A-2H-3 1160.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,3,116,8.66,10.18,0,0,1160,15,19,10/26/2015 12:29,,1160,,-573,14746,-6834,-2846,159271,-45874,-10567,1739655,1081,-626,30,66775,86619,-542
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-3\Run 1 at  10kV\U1456A-2H-3 1180.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,3,118,8.68,10.2,0,0,1180,15,19,10/26/2015 12:30,,1180,,-775,12365,-8353,-3606,168661,-49174,-12824,1747151,856,-543,192,63947,98494,-575
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-3\Run 1 at  10kV\U1456A-2H-3 1200.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,3,120,8.7,10.22,0,0,1200,15,20,10/26/2015 12:30,,1200,,-797,23680,-6551,-4615,133235,-30633,-5619,1896107,1798,-398,-59,92958,96298,-718
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-3\Run 1 at  10kV\U1456A-2H-3 1220.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,3,122,8.72,10.24,0,0,1220,15,19,10/26/2015 12:31,,1220,,-306,20962,-6786,-3830,135735,-50125,-10596,1795270,2210,-476,-79,85176,103251,-740
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-3\Run 1 at  10kV\U1456A-2H-3 1240.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,3,124,8.74,10.26,0,0,1240,15,19,10/26/2015 12:31,,1240,,-331,21608,-8175,-3506,130681,-71366,-13871,1735306,2085,-750,97,86324,122626,-982
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-3\Run 1 at  10kV\U1456A-2H-3 1260.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,3,126,8.76,10.28,0,0,1260,15,19,10/26/2015 12:32,,1260,,-556,21700,-7208,-3944,123521,-65210,-12027,1844923,1366,-984,102,84868,114654,-794
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-3\Run 1 at  10kV\U1456A-2H-3 1280.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,3,128,8.78,10.3,0,0,1280,15,19,10/26/2015 12:32,,1280,,-329,14197,-6183,-3306,153501,-52136,-11298,1569850,955,-512,189,75023,98207,-555
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-3\Run 1 at  10kV\U1456A-2H-3 1300.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,3,130,8.8,10.32,0,0,1300,15,19,10/26/2015 12:33,,1300,,-609,16933,-6872,-2679,148430,-41527,-6981,1546897,2310,-308,389,96552,92315,-888
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-3\Run 1 at  10kV\U1456A-2H-3 1320.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,3,132,8.82,10.34,0,0,1320,15,18,10/26/2015 12:33,,1320,,-408,8012,-6277,-1826,187019,-26289,-7237,1218290,521,138,1042,66801,86490,-353
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-3\Run 1 at  10kV\U1456A-2H-3 1340.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,3,134,8.84,10.36,0,0,1340,15,18,10/26/2015 12:34,,1340,,-398,5955,-6000,-1110,203148,-31066,-7935,1171337,657,-268,368,57652,94478,-419
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-3\Run 1 at  10kV\U1456A-2H-3 1360.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,3,136,8.86,10.38,0,0,1360,15,16,10/26/2015 12:34,,1360,,24,3150,-1660,230,62063,11345,-2902,270278,-117,559,587,20641,21073,336
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-3\Run 1 at  10kV\U1456A-2H-3 1380.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,3,138,8.88,10.4,0,0,1380,15,16,10/26/2015 12:34,,1380,,-67,5979,-2146,-1008,48328,1284,-5238,483570,69,544,273,30840,34574,153
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1   40.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,4,14.04,15.99,0,0,40,15,18,10/26/2015 13:33,,40,,4774,81380,-3172,-757,93161,-42419,29688,697368,21766,1069,912,300808,63917,-4154
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1   60.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,6,14.06,16.01,0,0,60,15,18,10/26/2015 13:33,,60,,5919,87691,-2654,-631,98752,-25950,34331,595627,21810,1280,763,308793,42860,-3880
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1   80.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,8,14.08,16.03,0,0,80,15,18,10/26/2015 13:34,,80,,8293,112135,-1505,-1783,91977,-33146,45719,647380,25051,1007,492,386114,48632,-4174
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  100.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,10,14.1,16.05,0,0,100,15,18,10/26/2015 13:34,,100,,7302,100459,-2367,-1214,93892,-40774,39342,646421,23337,343,456,381675,59615,-4545
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  120.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,12,14.12,16.07,0,0,120,15,18,10/26/2015 13:35,,120,,8349,106370,-1703,-1650,94872,-45038,41954,644407,23371,1162,415,381883,62447,-4560
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  140.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,14,14.14,16.09,0,0,140,15,18,10/26/2015 13:35,,140,,8237,110140,-1778,-1323,98645,-32308,48954,629153,25521,1493,1002,439608,48815,-4657
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  160.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,16,14.16,16.11,0,0,160,15,18,10/26/2015 13:36,,160,,5712,91320,-2748,-1150,111995,-17392,34882,827144,24380,962,641,330508,39475,-4786
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  180.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,18,14.18,16.13,0,0,180,15,18,10/26/2015 13:36,,180,,7575,106336,-1834,-2163,98060,-39418,42566,707063,26374,1175,679,403881,68966,-4637
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  200.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,20,14.2,16.15,0,0,200,15,18,10/26/2015 13:37,,200,,10240,130257,-1104,-2342,82968,-40133,49875,819344,28798,921,919,433270,62011,-5477
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  220.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,22,14.22,16.17,0,0,220,15,18,10/26/2015 13:37,,220,,7546,108753,-2567,-1352,106175,-20403,42519,821015,27798,317,1121,383177,45136,-5216
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  240.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,24,14.24,16.19,0,0,240,15,18,10/26/2015 13:38,,240,,6438,98227,-2753,-1092,104107,-34522,39172,798030,26643,1215,484,380168,55527,-5090
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  260.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,26,14.26,16.21,0,0,260,15,18,10/26/2015 13:38,,260,,7246,108762,-2534,-1586,102115,-18420,43918,835018,26990,625,618,383704,46003,-4924
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  280.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,28,14.28,16.23,0,0,280,15,18,10/26/2015 13:39,,280,,7425,109374,-2902,-1669,99806,-35877,40825,845828,28669,1132,614,402855,59188,-5076
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  300.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,30,14.3,16.25,0,0,300,15,18,10/26/2015 13:39,,300,,6996,98578,-2716,-1264,100421,-31176,38787,751040,25313,509,588,382160,53202,-4687
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  320.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,32,14.32,16.27,0,0,320,15,18,10/26/2015 13:40,,320,,6399,99196,-1979,-797,112249,-39179,37054,784727,28810,1361,695,406195,61771,-5113
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  340.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,34,14.34,16.29,0,0,340,15,18,10/26/2015 13:40,,340,,7822,105902,-2421,-1061,111212,-27957,40578,744452,28279,969,657,417960,45889,-5067
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  360.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,36,14.36,16.31,0,0,360,15,18,10/26/2015 13:40,,360,,8099,100388,-1173,-1889,79818,-42409,36808,596683,24052,1504,222,368403,68701,-4239
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  380.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,38,14.38,16.33,0,0,380,15,18,10/26/2015 13:41,,380,,8441,105081,-1436,-1253,75327,-31617,38240,598487,23703,850,511,356250,55802,-4336
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  400.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,40,14.4,16.35,0,0,400,15,18,10/26/2015 13:41,,400,,8146,108491,-2244,-812,110618,-16327,48956,691132,29405,854,708,423675,35505,-4992
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  420.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,42,14.42,16.37,0,0,420,15,18,10/26/2015 13:42,,420,,8088,112618,-2326,-1251,100065,-28556,44997,754707,28590,1490,1338,418934,50776,-5252
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  440.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,44,14.44,16.39,0,0,440,15,18,10/26/2015 13:42,,440,,7333,114108,-2513,-453,100559,-32129,39809,694080,31825,801,953,370423,54238,-5613
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  460.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,46,14.46,16.41,0,0,460,15,18,10/26/2015 13:43,,460,,9125,116001,-1904,-2389,86159,-54130,41602,753952,27965,1111,583,435661,72797,-5230
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  480.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,48,14.48,16.43,0,0,480,15,18,10/26/2015 13:43,,480,,5596,89043,-2885,-997,110527,-39671,32726,784806,25946,928,865,375606,73474,-4656
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  500.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,50,14.5,16.45,0,0,500,15,18,10/26/2015 13:44,,500,,7743,109411,-2534,-1792,93333,-38745,43279,808083,27437,1589,879,431070,61698,-4949
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  520.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,52,14.52,16.47,0,0,520,15,18,10/26/2015 13:44,,520,,5875,91991,-2556,-428,117068,-19764,40370,705407,29696,1491,832,397349,44428,-5064
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  540.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,54,14.54,16.49,0,0,540,15,18,10/26/2015 13:45,,540,,7458,109994,-2862,-561,110839,-13872,46737,678003,31891,1335,634,439761,38935,-5637
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  560.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,56,14.56,16.51,0,0,560,15,18,10/26/2015 13:45,,560,,9030,120102,-1714,-1210,87133,-35606,44610,694030,31774,1251,583,436894,57395,-5113
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  580.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,58,14.58,16.53,0,0,580,15,18,10/26/2015 13:46,,580,,7331,101143,-1922,-215,114868,-16164,45964,631120,32188,1947,1042,441362,39228,-5806
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  600.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,60,14.6,16.55,0,0,600,15,18,10/26/2015 13:46,,600,,10413,130520,-1873,-989,95018,-21101,52638,725245,32377,1434,843,445445,40082,-5185
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  620.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,62,14.62,16.57,0,0,620,15,18,10/26/2015 13:47,,620,,9929,128671,-1946,-1819,86861,-36554,48167,747671,32089,932,1278,430726,58829,-5332
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  640.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,64,14.64,16.59,0,0,640,15,18,10/26/2015 13:47,,640,,6666,99883,-3644,-973,119124,-29808,40764,823590,27625,931,601,379915,51036,-5083
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  660.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,66,14.66,16.61,0,0,660,15,18,10/26/2015 13:48,,660,,6314,98809,-3221,-459,116474,-9755,44889,825312,26233,956,933,392460,36483,-4233
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  680.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,68,14.68,16.63,0,0,680,15,18,10/26/2015 13:48,,680,,6357,97912,-2372,-973,122343,-22344,43242,740604,30837,1576,943,398948,50129,-5529
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  700.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,70,14.7,16.65,0,0,700,15,18,10/26/2015 13:49,,700,,6128,86542,-2806,-503,125902,-26989,36574,636038,26482,1058,1082,386258,44493,-4911
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  720.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,72,14.72,16.67,0,0,720,15,18,10/26/2015 13:49,,720,,7352,100420,-2284,-964,101349,-35768,38732,654163,25941,1138,1054,396025,51756,-4462
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  740.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,74,14.74,16.69,0,0,740,15,18,10/26/2015 13:50,,740,,8935,116455,-1271,-1858,97085,-26264,49137,647760,29325,1389,702,433508,45728,-4743
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  760.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,76,14.76,16.71,0,0,760,15,18,10/26/2015 13:50,,760,,9214,118226,-1293,-1558,94913,-28514,45781,708560,28941,1189,755,442118,48537,-4765
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  780.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,78,14.78,16.73,0,0,780,15,18,10/26/2015 13:50,,780,,8612,115377,-2113,-1017,86683,-37319,42380,772374,28611,1104,509,434401,62996,-4910
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  800.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,80,14.8,16.75,0,0,800,15,18,10/26/2015 13:51,,800,,8959,121710,-2577,-1488,83163,-38142,40488,782080,28765,1806,661,428957,68856,-5363
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  820.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,82,14.82,16.77,0,0,820,15,18,10/26/2015 13:51,,820,,9715,134114,-3126,-328,72267,-33862,45093,731928,32753,1625,744,432926,66535,-5815
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  840.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,84,14.84,16.79,0,0,840,15,18,10/26/2015 13:52,,840,,7153,115717,-4903,7473,70809,-39318,32252,634890,30966,1024,761,422759,71905,-5315
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  860.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,86,14.86,16.81,0,0,860,15,18,10/26/2015 13:52,,860,,6831,104308,-3377,1568,95335,-21845,40105,667053,30718,1110,551,415261,46520,-5341
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  880.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,88,14.88,16.83,0,0,880,15,18,10/26/2015 13:53,,880,,7755,102725,-2054,-91,96526,-15964,43655,635729,27266,1391,872,393652,42164,-4265
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  900.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,90,14.9,16.85,0,0,900,15,18,10/26/2015 13:53,,900,,7889,105824,-2165,-1578,90908,-36573,37866,813071,26950,1704,1222,418049,67589,-4823
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  920.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,92,14.92,16.87,0,0,920,15,18,10/26/2015 13:54,,920,,7954,111935,-2452,-1012,100477,-8331,44524,833274,26817,736,1029,410893,37236,-5456
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  940.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,94,14.94,16.89,0,0,940,15,18,10/26/2015 13:54,,940,,6699,98692,-3221,-648,104787,-25885,36910,817938,27164,1166,726,402345,51570,-4792
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  960.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,96,14.96,16.91,0,0,960,15,18,10/26/2015 13:55,,960,,6691,94454,-2502,-638,100878,-40046,32120,765447,26935,758,701,388573,62422,-4582
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1  980.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,98,14.98,16.93,0,0,980,15,18,10/26/2015 13:55,,980,,5659,88677,-3443,222,111295,-23489,33058,728497,27391,1032,995,365464,51290,-5118
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1 1000.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,100,15,16.95,0,0,1000,15,18,10/26/2015 13:56,,1000,,7701,110754,-2717,-203,103007,-25405,40590,736397,32014,1429,791,417808,46910,-5176
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-3H-1\Run 1 at  10kV\U1456A-3H-1 1020.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,3,H,1,102,15.02,16.97,0,0,1020,15,18,10/26/2015 13:56,,1020,,7475,107879,-3854,3243,71088,-40309,30086,658597,25378,910,1157,358723,63384,-4350
