 Spectrum , Sample , Throughput , K -Ka Area , K -Ka AreaStd , Ca-Ka Area , Ca-Ka AreaStd , Ti-Ka Area , Ti-Ka AreaStd , Mn-Ka Area , Mn-Ka AreaStd , Fe-Ka Area , Fe-Ka AreaStd , Co-Ka Area , Co-Ka AreaStd , Ni-Ka Area , Ni-Ka AreaStd , Cu-Ka Area , Cu-Ka AreaStd , Zn-Ka Area , Zn-Ka AreaStd , Ga-Ka Area , Ga-Ka AreaStd , As-Ka Area , As-Ka AreaStd , Br-Ka Area , Br-Ka AreaStd , Rb-Ka Area , Rb-Ka AreaStd , Sr-Ka Area , Sr-Ka AreaStd , Y -Ka Area , Y -Ka AreaStd , Zr-Ka Area , Zr-Ka AreaStd , Nb-Ka Area , Nb-Ka AreaStd , Mo-Ka Area , Mo-Ka AreaStd , Rh-Ka-Inc Area , Rh-Ka-Inc AreaStd , Rh-Ka-Coh Area , Rh-Ka-Coh AreaStd 
363-U1487A-3H-5-A_SHLF8287861 X1380.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,1380,1.38E+05,803,37,75477,261,638,37,1294,46,45315,207,432,53,4697,74,232,30,451,32,89,25,143,27,1589,50,529,53,40555,211,441,78,3913,141,373,128,516,165,42375,522,27891,313
363-U1487A-3H-5-A_SHLF8287861 X1400.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,1400,1.46E+05,659,41,74625,261,579,37,1489,47,37965,190,409,51,4828,74,296,31,441,33,96,26,147,27,1977,54,505,56,46820,227,801,82,4774,150,393,132,374,170,46606,544,29709,324
363-U1487A-3H-5-A_SHLF8287861 X1420.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,1420,1.44E+05,694,40,72952,258,495,36,1450,48,39434,194,483,52,4729,74,180,31,526,34,120,25,96,27,1721,52,602,56,45996,225,964,83,5638,152,774,133,-10,169,45460,536,28966,322
363-U1487A-3H-5-A_SHLF8287861 X1440.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,1440,1.45E+05,864,41,74898,261,534,37,1422,48,42664,201,389,52,4741,74,233,31,531,35,59,26,99,27,1653,51,568,56,44831,222,1031,83,5890,153,374,132,219,168,45483,538,29064,321
363-U1487A-3H-5-A_SHLF8287861 X1460.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,1460,1.45E+05,918,43,56816,228,738,39,1418,48,49909,217,424,55,4661,74,170,31,549,37,73,28,170,28,1765,52,870,58,39040,209,1675,89,9296,164,631,136,377,171,47339,544,29113,323
363-U1487A-3H-5-A_SHLF8287861 X1480.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,1480,1.57E+05,1258,47,40065,193,1436,48,1432,50,81592,276,947,68,4685,75,230,32,1022,43,176,29,169,29,1882,55,1156,62,32295,193,2680,99,15433,182,1286,144,64,178,49098,564,29607,334
363-U1487A-3H-5-A_SHLF8287861 X1490.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,1490,1.50E+05,1173,46,40073,193,1061,44,1479,49,69811,256,715,64,4714,76,239,32,871,40,112,28,116,28,1655,52,1088,60,31901,192,2588,96,14280,177,1432,140,391,175,47497,561,29211,331
363-U1487A-3H-6-A_SHLF8287891 X  20.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,20,1.50E+05,948,42,56444,227,525,37,1517,49,44311,205,416,54,4713,75,286,32,572,37,50,27,71,28,2087,56,743,59,44875,223,1358,89,7996,165,629,140,527,176,50902,567,29926,331
363-U1487A-3H-6-A_SHLF8287891 X  40.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,40,1.50E+05,828,40,59844,234,640,39,1555,50,50282,218,378,55,4835,75,330,33,495,35,61,26,173,28,2031,55,713,59,45173,223,808,84,4779,152,182,137,120,173,48501,558,29731,330
363-U1487A-3H-6-A_SHLF8287891 X  60.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,60,1.49E+05,836,41,56764,228,708,38,1445,48,52365,222,522,56,4820,75,276,31,599,36,102,27,116,28,2030,56,635,58,42427,217,1008,86,6274,155,608,136,209,173,48432,558,30082,329
363-U1487A-3H-6-A_SHLF8287891 X  80.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,80,1.52E+05,952,42,53977,223,637,38,1395,49,52661,223,512,58,4631,75,250,32,641,37,112,28,167,29,2046,56,758,59,42036,217,1445,88,8574,164,496,138,98,175,49484,566,30732,334
363-U1487A-3H-6-A_SHLF8287891 X 100.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,100,1.51E+05,763,40,60238,235,608,38,1550,50,50380,219,460,56,4868,75,270,31,590,36,91,27,138,27,2175,56,733,58,43324,219,1278,86,6621,157,458,135,297,174,47399,560,30231,332
363-U1487A-3H-6-A_SHLF8287891 X 120.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,120,1.51E+05,799,40,58126,230,848,41,1486,50,61799,241,649,61,4706,75,282,32,614,36,119,27,136,27,2131,55,602,57,41034,214,768,83,5301,151,208,135,248,173,48372,559,30019,331
363-U1487A-3H-6-A_SHLF8287891 X 140.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,140,1.53E+05,931,41,52354,219,800,41,1522,50,62187,242,674,61,4613,75,280,34,624,37,143,29,113,28,2129,55,847,60,37799,207,1534,91,9352,165,798,141,260,176,50169,569,30443,334
363-U1487A-3H-6-A_SHLF8287891 X 160.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,160,1.53E+05,997,40,60187,234,918,42,1618,51,65536,248,697,62,4745,75,263,32,616,36,84,26,87,28,2186,56,668,57,41452,214,769,82,4566,148,212,135,149,173,49074,557,31007,332
363-U1487A-3H-6-A_SHLF8287891 X 180.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,180,1.52E+05,968,42,55298,225,954,42,1497,50,63606,245,597,61,4744,76,269,33,626,37,90,27,177,29,2049,56,662,58,40116,212,1029,86,5742,153,224,137,218,174,48019,560,29758,332
363-U1487A-3H-6-A_SHLF8287891 X 200.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,200,1.51E+05,837,39,61869,237,693,38,1481,49,55183,228,451,57,4923,75,272,31,485,34,105,27,127,28,2101,56,631,57,42023,216,368,82,3543,146,333,136,454,174,47706,558,29614,331
363-U1487A-3H-6-A_SHLF8287891 X 220.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,220,1.55E+05,736,42,59400,233,779,40,1469,50,55581,230,586,59,4723,76,282,33,529,35,98,26,80,27,2399,58,593,59,42768,218,545,83,3785,148,280,138,175,176,50491,570,30352,337
363-U1487A-3H-6-A_SHLF8287891 X 240.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,240,1.53E+05,725,40,57371,229,862,41,1434,49,57176,232,520,58,4750,75,288,33,514,36,81,28,135,28,2299,58,543,58,41623,215,554,81,3529,145,355,138,360,176,49128,562,29662,335
363-U1487A-3H-6-A_SHLF8287891 X 260.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,260,1.49E+05,805,41,66469,246,680,39,1286,47,47756,213,590,56,4776,75,211,32,416,34,92,27,115,27,2036,55,567,57,43286,218,891,81,3683,145,231,135,190,172,48312,556,29435,330
363-U1487A-3H-6-A_SHLF8287891 X 280.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,280,1.51E+05,727,42,54556,224,925,41,1381,49,65551,248,668,61,4673,75,285,32,559,36,88,26,129,28,2028,55,805,59,40237,212,694,83,3540,145,87,135,176,173,48630,561,29908,330
363-U1487A-3H-6-A_SHLF8287891 X 300.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,300,1.49E+05,886,41,53072,221,1002,43,1458,50,69057,255,815,64,4675,74,308,32,538,35,76,26,189,29,1970,55,687,57,39177,209,697,81,3290,141,50,133,98,171,47793,552,29458,328
363-U1487A-3H-6-A_SHLF8287891 X 320.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,320,1.55E+05,1190,47,42704,199,1252,46,1594,52,90168,290,883,70,4708,76,335,33,653,37,136,28,132,28,2103,55,989,61,38406,207,870,85,4437,146,480,136,245,174,48611,561,29999,334
363-U1487A-3H-6-A_SHLF8287891 X 340.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,340,1.52E+05,1011,44,45242,204,1323,45,1673,52,83840,280,938,68,4558,75,388,34,573,36,77,27,145,29,1887,53,996,61,38091,206,645,83,3391,142,338,133,300,172,47625,555,29122,329
363-U1487A-3H-6-A_SHLF8287891 X 360.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,360,1.53E+05,1060,44,48609,211,1156,45,1638,51,81858,277,813,66,4767,76,370,34,585,36,49,27,105,29,2015,55,928,59,38974,209,561,82,3622,144,95,135,264,173,47238,556,28802,331
363-U1487A-3H-6-A_SHLF8287891 X 380.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,380,1.54E+05,975,44,48157,211,1146,45,1427,51,78661,272,795,67,4651,75,302,34,637,38,112,27,121,28,2069,56,814,60,39106,209,796,83,3720,145,241,136,201,174,50199,567,30271,332
363-U1487A-3H-6-A_SHLF8287891 X 400.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,400,1.57E+05,1475,49,34824,180,1087,43,1609,53,73218,263,708,65,4830,76,235,34,962,42,179,30,173,29,1944,54,1243,65,31796,193,3332,103,17118,187,1384,146,454,181,50541,576,30237,339
363-U1487A-3H-6-A_SHLF8287891 X 420.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,420,1.52E+05,837,39,59583,233,953,42,1323,48,62061,242,714,61,4714,75,362,33,546,35,62,27,100,27,2078,55,568,57,41307,214,732,83,3942,146,211,134,708,173,49679,560,29553,330
363-U1487A-3H-6-A_SHLF8287891 X 440.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,440,1.51E+05,870,40,55771,226,1019,43,1475,50,63133,244,570,60,4740,75,339,33,571,36,133,26,129,29,2049,56,604,57,41627,214,751,82,3614,144,142,134,222,174,48390,559,29457,330
363-U1487A-3H-6-A_SHLF8287891 X 460.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,460,1.51E+05,723,41,56875,228,1261,46,1746,52,71435,259,847,64,4702,75,333,33,571,35,127,26,111,28,2101,55,660,58,41256,214,622,82,3806,145,92,134,158,171,48290,560,29201,328
363-U1487A-3H-6-A_SHLF8287891 X 480.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,480,1.50E+05,965,41,51771,217,1306,45,1886,54,73648,263,664,63,4745,75,262,33,505,36,66,27,88,28,1802,53,856,58,41227,214,766,83,4737,148,273,134,153,171,46661,551,30051,328
363-U1487A-3H-6-A_SHLF8287891 X 500.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,500,1.51E+05,695,39,51102,217,1201,46,1742,53,75198,266,809,65,4694,76,287,33,568,36,92,27,105,28,2022,55,574,57,40343,212,590,82,3531,143,270,133,149,171,48476,556,29726,328
363-U1487A-3H-6-A_SHLF8287891 X 520.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,520,1.53E+05,750,40,52942,220,1339,47,1863,54,80034,274,810,67,4689,76,282,33,450,34,111,26,106,27,1986,54,834,59,41083,214,562,82,3775,144,362,132,64,172,47634,551,30567,330
363-U1487A-3H-6-A_SHLF8287891 X 540.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,540,1.52E+05,725,39,52146,218,1519,48,2195,57,92622,294,948,70,4766,76,396,33,552,36,57,27,99,27,1774,52,615,57,40685,213,686,81,4086,144,375,132,199,169,45325,546,29829,327
363-U1487A-3H-6-A_SHLF8287891 X 560.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,560,1.50E+05,766,39,50688,215,1506,49,2096,57,91067,291,951,69,4606,75,350,34,507,35,69,27,92,27,1691,51,541,56,39656,210,755,81,4134,144,269,132,-76,169,45891,548,28598,322
363-U1487A-3H-6-A_SHLF8287891 X 580.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,580,1.51E+05,890,42,51445,217,1547,49,2047,57,90917,291,992,70,4598,75,268,33,521,35,42,26,131,27,1650,51,743,58,41851,215,846,82,4670,148,325,132,104,169,45321,543,29741,324
363-U1487A-3H-6-A_SHLF8287891 X 600.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,600,1.52E+05,946,41,47327,208,1718,50,1857,55,94105,296,1107,71,4618,75,387,35,604,37,85,27,142,28,1837,53,777,58,37771,206,596,82,5360,149,404,133,465,171,48140,553,29327,325
363-U1487A-3H-6-A_SHLF8287891 X 620.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,620,1.49E+05,997,43,51975,219,1279,46,1672,52,72267,260,834,64,4682,75,271,33,446,35,51,27,140,28,1816,53,756,59,40218,212,746,83,5550,150,213,134,248,169,47134,548,29724,326
363-U1487A-3H-6-A_SHLF8287891 X 640.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,640,1.57E+05,1711,51,19709,137,2498,57,1766,55,136508,356,1613,83,4590,76,440,36,890,42,164,31,141,29,1414,48,1935,68,23260,167,1874,93,14268,173,1394,141,367,174,46113,558,29560,329
363-U1487A-3H-6-A_SHLF8287891 X 650.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,650,1.60E+05,2059,55,15384,123,2123,54,1627,55,128911,346,1438,81,4688,77,296,35,896,42,219,31,205,29,1587,51,2880,75,16997,147,2256,99,18464,185,1799,147,529,182,49545,573,28930,334
363-U1487A-3H-6-A_SHLF8287891 X 660.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,660,1.48E+05,1037,43,57085,228,949,42,2112,55,62126,241,528,59,4751,75,339,32,381,32,114,27,132,27,1693,53,964,60,45410,223,777,83,5421,152,447,132,230,171,47370,550,29436,325
363-U1487A-3H-6-A_SHLF8287891 X 680.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,680,1.48E+05,1183,44,58941,232,1169,44,2211,56,68376,253,695,61,4846,76,351,32,518,34,131,27,166,28,1596,51,920,60,45285,224,839,82,5197,150,220,132,260,168,44865,542,29474,322
363-U1487A-3H-6-A_SHLF8287891 X 700.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,700,1.50E+05,941,44,69459,252,640,39,2444,58,49227,216,518,56,4725,74,285,32,460,34,86,26,108,29,1712,52,774,60,54576,243,490,81,2862,146,296,132,266,171,46134,550,29753,327
363-U1487A-3H-6-A_SHLF8287891 X 720.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,720,1.54E+05,1277,46,46895,208,1258,46,2387,60,95958,299,992,71,4672,76,343,34,661,38,120,28,96,28,1679,52,1167,63,43111,218,832,85,4496,148,196,133,160,170,46339,553,29709,327
363-U1487A-3H-6-A_SHLF8287891 X 740.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,740,1.48E+05,1033,44,64039,242,862,41,2231,57,55558,229,493,56,4542,73,260,32,480,34,42,26,76,27,1694,52,767,58,49701,232,474,80,3318,145,376,131,279,168,45603,544,30074,325
363-U1487A-3H-6-A_SHLF8287891 X 760.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,760,1.46E+05,854,41,60817,236,792,40,2130,55,55645,229,526,58,4657,75,213,32,460,34,42,26,154,27,1843,53,632,57,46582,226,715,81,3758,146,149,132,68,169,46010,543,29339,324
363-U1487A-3H-6-A_SHLF8287891 X 780.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,780,1.48E+05,673,39,71347,255,795,40,2167,55,47104,211,484,55,4741,75,254,31,398,33,21,24,154,28,1893,54,503,57,49490,232,358,80,3525,146,252,131,75,169,45247,546,29283,325
363-U1487A-3H-6-A_SHLF8287891 X 800.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,800,1.49E+05,847,40,77560,265,781,40,2367,58,48035,214,371,54,4650,75,169,32,431,34,70,25,101,27,1719,52,562,57,52034,238,572,81,3491,147,11,130,87,168,45141,543,30044,326
363-U1487A-3H-6-A_SHLF8287891 X 820.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,820,1.46E+05,693,40,68013,249,713,39,2128,55,54170,226,507,57,4680,74,257,31,378,31,63,25,119,28,1697,52,504,57,48754,230,456,80,3163,143,401,130,75,167,44902,542,29858,323
363-U1487A-3H-6-A_SHLF8287891 X 840.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,840,1.46E+05,721,37,67137,247,669,38,1975,53,44839,206,317,52,4717,74,207,31,361,33,31,25,148,26,1840,53,621,57,48829,231,443,80,3814,147,242,131,187,169,46337,549,30194,325
363-U1487A-3H-6-A_SHLF8287891 X 860.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,860,1.47E+05,649,39,55238,225,640,38,1837,52,48084,213,558,56,4755,74,309,32,485,34,54,25,63,26,1983,55,787,59,45733,224,682,83,4832,150,366,134,310,171,47664,553,30879,329
363-U1487A-3H-6-A_SHLF8287891 X 880.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,880,1.49E+05,1104,45,46752,208,1020,42,1806,53,60324,238,718,61,4769,75,281,32,528,35,90,27,147,29,2031,55,1266,63,40130,212,1000,86,7032,158,522,136,150,172,48450,556,30571,331
363-U1487A-3H-6-A_SHLF8287891 X 900.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,900,1.48E+05,1135,45,45535,205,1077,43,1914,54,63473,244,659,61,4530,74,250,33,516,35,121,27,160,27,1971,54,1214,63,39162,210,1000,86,7275,157,419,136,213,173,46259,555,29741,329
363-U1487A-3H-6-A_SHLF8287891 X 920.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,920,1.48E+05,877,41,63554,241,772,40,2035,54,49405,216,392,54,4646,74,200,32,402,33,65,25,101,27,1989,54,644,57,48399,230,597,82,4315,150,350,134,445,170,47665,553,29763,327
363-U1487A-3H-6-A_SHLF8287891 X 940.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,940,1.51E+05,1009,45,50174,215,901,41,1713,52,57373,233,655,59,4882,76,271,32,415,34,116,27,124,28,1917,55,1151,62,39997,212,953,86,7207,158,655,137,316,175,48126,561,30763,333
363-U1487A-3H-6-A_SHLF8287891 X 960.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,960,1.51E+05,945,41,60800,235,887,40,1955,54,50548,219,683,57,4719,74,346,33,430,34,54,26,114,27,2043,54,653,59,47729,229,635,83,5041,153,264,135,222,172,48127,559,30104,332
363-U1487A-3H-6-A_SHLF8287891 X 980.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,980,1.48E+05,1345,46,51373,217,1042,42,1584,51,63124,244,652,61,4701,75,293,32,529,35,113,26,58,28,1754,52,1274,62,38101,207,789,84,7320,156,458,133,-25,171,46449,553,29824,328
363-U1487A-3H-6-A_SHLF8287891 X1000.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,1000,1.44E+05,879,41,53748,222,1095,42,1428,49,66447,250,691,61,4722,75,269,32,467,34,102,26,156,28,1848,53,836,57,36940,203,605,81,4843,146,443,131,215,168,45530,547,29112,321
363-U1487A-3H-6-A_SHLF8287891 X1020.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,1020,1.45E+05,802,39,65061,243,1051,43,1491,49,59597,237,605,59,4722,75,252,32,404,33,45,26,140,28,1798,52,540,55,40007,210,576,79,3244,141,110,131,248,168,45789,543,28984,322
363-U1487A-3H-6-A_SHLF8287891 X1040.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,1040,1.48E+05,629,38,71822,255,854,40,1425,48,52400,222,505,56,4756,74,255,31,403,33,53,26,81,27,1968,54,512,55,41986,215,484,80,3008,141,184,132,-42,170,45567,549,29669,326
363-U1487A-3H-6-A_SHLF8287891 X1060.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,1060,1.51E+05,1101,44,50589,215,1163,43,1581,51,70671,258,709,63,4712,75,318,33,522,35,102,27,137,28,2102,56,907,60,38888,209,554,84,4910,149,201,134,-127,172,48348,563,29258,330
363-U1487A-3H-6-A_SHLF8287891 X1080.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,1080,1.53E+05,1011,44,53903,222,1174,43,1511,50,64821,247,775,63,4557,75,222,33,422,35,66,28,199,29,2136,57,781,60,40113,212,659,84,4653,148,250,135,439,175,49219,564,30141,333
363-U1487A-3H-6-A_SHLF8287891 X1100.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,1100,1.53E+05,868,42,61565,237,1022,44,1571,51,63699,245,543,61,4725,76,261,33,460,34,70,27,87,28,2112,56,817,60,40842,214,582,84,4896,149,665,134,499,173,48342,564,30021,332
363-U1487A-3H-6-A_SHLF8287891 X1120.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,1120,1.47E+05,714,38,63846,241,910,42,1332,48,56536,231,589,59,4766,75,260,31,408,33,47,26,85,27,1929,53,606,56,40921,213,507,80,3596,142,250,133,148,171,45807,548,29157,327
363-U1487A-3H-6-A_SHLF8287891 X1130.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,1130,1.45E+05,600,38,62863,239,1117,43,1307,48,68664,254,696,62,4688,74,276,32,438,33,84,26,121,28,1880,53,586,55,37557,204,640,78,3926,142,89,131,459,167,44319,544,28969,321
363-U1487A-3H-6-A_SHLF8287891 X1140.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,1140,1.47E+05,624,39,63920,241,883,41,1258,46,51974,222,517,57,4674,75,270,33,403,33,102,26,130,28,2114,55,566,55,41000,213,582,81,3078,142,307,133,123,171,47513,552,29951,327
363-U1487A-3H-6-A_SHLF8287891 X1160.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,1160,1.45E+05,664,37,74071,259,752,39,1156,45,47845,213,413,54,4638,74,250,32,358,32,75,26,185,28,1905,54,640,56,40148,211,282,79,2783,140,83,132,55,168,46665,539,28794,322
363-U1487A-3H-6-A_SHLF8287891 X1180.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,1180,1.44E+05,692,37,62367,238,798,39,1238,46,51150,220,463,55,4711,74,253,31,393,33,66,25,156,28,2018,55,523,55,39181,209,440,80,3195,141,210,132,499,170,47000,548,28808,323
363-U1487A-3H-6-A_SHLF8287891 X1200.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,1200,1.47E+05,801,40,60496,235,955,43,1436,49,61272,240,575,59,4646,74,307,32,463,33,52,25,140,27,1941,54,547,56,40087,211,656,81,3343,142,143,133,192,171,46811,553,29225,325
363-U1487A-3H-6-A_SHLF8287891 X1220.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,1220,1.49E+05,691,39,58665,232,1005,42,1302,47,58768,235,609,59,4594,74,247,32,425,33,87,26,98,27,2005,55,590,56,40758,213,538,82,3663,144,312,134,430,172,47428,556,29508,329
363-U1487A-3H-6-A_SHLF8287891 X1240.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,1240,1.48E+05,826,39,60755,235,795,39,1283,47,50952,220,515,56,4757,75,290,31,491,34,42,26,224,29,2185,56,763,58,41895,215,406,81,3419,143,464,134,254,172,47629,553,29766,329
