FileName,Site,Hole,Core,Type,Section,Interval,Depth (CSF-A),Depth (CCSF),Core_ID , Section_ID , Depth , LiveTime , RealTime , MeasurementDate , MeasurementTime , Sample_ID , User_ID,Al_Area,Si_Area,P_Area,S_Area,Cl_Area,Ar_Area,K_Area,Ca_Area,Ti_Area,Cr_Area,Mn_Area,Fe_Area,Rh_Area,Ba_Area
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-5\Run 1 at  10kV\U1456C-1H-5  880.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,5,88,6.88,6.88,0,0,880,15,19,10/20/2015 17:01,,880,,4747,86921,-4387,-731,105555,-23483,29417,1064579,16519,464,164,289619,52902,-3842
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-5\Run 1 at  10kV\U1456C-1H-5  900.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,5,90,6.9,6.9,0,0,900,15,18,10/20/2015 17:01,,900,,3602,74410,-3714,-705,112086,-27499,24555,1065606,15128,744,413,269757,57730,-2997
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-5\Run 1 at  10kV\U1456C-1H-5  920.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,5,92,6.92,6.92,0,0,920,15,18,10/20/2015 17:02,,920,,2723,63543,-4964,250,146155,-15089,21563,880789,15350,508,540,243155,47955,-2820
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-5\Run 1 at  10kV\U1456C-1H-5  940.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,5,94,6.94,6.94,0,0,940,15,18,10/20/2015 17:02,,940,,1358,46575,-5288,1158,136526,-17396,18292,989721,12650,407,530,224887,50639,-2445
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-5\Run 1 at  10kV\U1456C-1H-5  960.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,5,96,6.96,6.96,0,0,960,15,18,10/20/2015 17:03,,960,,2537,58081,-4551,-1075,119449,-36821,15526,1023702,14079,624,127,245889,68602,-2756
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-5\Run 1 at  10kV\U1456C-1H-5  980.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,5,98,6.98,6.98,0,0,980,15,18,10/20/2015 17:03,,980,,1122,44829,-5508,-1084,131406,-26483,11509,1132017,10034,5,413,196980,61652,-2596
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-5\Run 1 at  10kV\U1456C-1H-5 1000.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,5,100,7,7,0,0,1000,15,18,10/20/2015 17:03,,1000,,2236,54100,-5297,-1215,102593,-50844,11001,1079434,11981,426,504,223204,80168,-1857
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-5\Run 1 at  10kV\U1456C-1H-5 1020.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,5,102,7.02,7.02,0,0,1020,15,18,10/20/2015 17:04,,1020,,2704,66704,-5094,-671,96515,-38118,17360,1035757,16159,315,599,246583,66681,-3094
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-5\Run 1 at  10kV\U1456C-1H-5 1060.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,5,106,7.06,7.06,0,0,1060,15,17,10/20/2015 17:04,,1060,,1937,59499,-3528,500,89570,-21097,9282,640266,13501,862,695,181708,50788,-2801
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-5\Run 1 at  10kV\U1456C-1H-5 1080.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,5,108,7.08,7.08,0,0,1080,15,17,10/20/2015 17:05,,1080,,1907,63943,-2586,591,87856,-23481,8704,528824,15428,624,859,176932,48498,-2494
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-5\Run 1 at  10kV\U1456C-1H-5 1120.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,5,112,7.12,7.12,0,0,1120,15,18,10/20/2015 17:05,,1120,,4079,66619,-3579,-416,107245,-22321,24539,829480,13150,828,1458,246352,46508,-2471
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-5\Run 1 at  10kV\U1456C-1H-5 1140.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,5,114,7.14,7.14,0,0,1140,15,18,10/20/2015 17:06,,1140,,3118,62357,-4161,-681,105177,-30614,22312,924697,14123,679,402,266821,55488,-2874
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-5\Run 1 at  10kV\U1456C-1H-5 1160.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,5,116,7.16,7.16,0,0,1160,15,17,10/20/2015 17:06,,1160,,1385,36526,-3406,-240,83258,-29358,10217,613730,9230,692,828,178277,53182,-1943
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1   40.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,4,8.84,9.82,0,0,40,15,19,10/20/2015 17:53,,40,,-5,36074,-6241,-3021,116868,-47237,-3381,1438413,5692,-114,207,148040,87613,-1761
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1   60.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,6,8.86,9.84,0,0,60,15,19,10/20/2015 17:53,,60,,-82,28842,-5826,-2144,129904,-43345,-2236,1363471,4513,-193,522,161971,86468,-1426
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1   80.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,8,8.88,9.86,0,0,80,15,18,10/20/2015 17:54,,80,,-315,8746,-5809,-539,182811,-39572,-8087,1114215,1147,70,706,76157,80296,-569
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  100.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,10,8.9,9.88,0,0,100,15,18,10/20/2015 17:54,,100,,-545,9097,-6270,-390,192860,-41342,-8896,1039415,2086,-355,424,90238,90105,-550
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  120.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,12,8.92,9.9,0,0,120,15,18,10/20/2015 17:55,,120,,-219,8340,-5999,-754,209683,-23281,-4826,1068446,1785,184,498,84827,68989,-355
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  140.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,14,8.94,9.92,0,0,140,15,18,10/20/2015 17:55,,140,,-479,10802,-6764,-2018,189463,-22871,-6258,1341422,554,-257,434,66341,78680,-486
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  160.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,16,8.96,9.94,0,0,160,15,19,10/20/2015 17:56,,160,,-341,11161,-6602,-1241,173705,-41094,-8834,1433161,1162,51,427,66104,83987,-474
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  180.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,18,8.98,9.96,0,0,180,15,18,10/20/2015 17:56,,180,,-695,13024,-6692,-783,158012,-30748,-7694,1348996,2012,-1,370,70760,86842,-886
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  200.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,20,9,9.98,0,0,200,15,19,10/20/2015 17:57,,200,,104,31582,-7082,722,134806,-37170,4093,1295181,4384,-82,1400,157017,80546,-1130
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  220.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,22,9.02,10,0,0,220,15,19,10/20/2015 17:57,,220,,-738,16416,-6711,-1228,128459,-69754,-9867,1335474,6158,175,741,111848,123816,-1605
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  240.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,24,9.04,10.02,0,0,240,15,18,10/20/2015 17:58,,240,,-565,13640,-5766,-614,156484,-46974,-8122,1250241,5221,60,478,91731,96674,-1520
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  260.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,26,9.06,10.04,0,0,260,15,18,10/20/2015 17:58,,260,,-530,13164,-7237,-684,135429,-52666,-8120,1370208,2747,76,1284,99009,104547,-705
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  280.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,28,9.08,10.06,0,0,280,15,19,10/20/2015 17:59,,280,,-831,15948,-7186,-470,144036,-33118,-3564,1381910,2789,-263,86,98513,80124,-886
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  300.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,30,9.1,10.08,0,0,300,15,19,10/20/2015 17:59,,300,,-293,22882,-6124,-1451,129478,-33348,-840,1550742,3705,-371,28,126712,81557,-1136
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  320.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,32,9.12,10.1,0,0,320,15,19,10/20/2015 18:00,,320,,-905,13102,-6890,-1441,143408,-43454,-5544,1455659,1242,-46,210,99380,88470,-406
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  340.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,34,9.14,10.12,0,0,340,15,18,10/20/2015 18:00,,340,,-299,6110,-6404,-622,183285,-35118,-7223,1090480,749,-5,631,72333,84488,-422
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  360.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,36,9.16,10.14,0,0,360,15,18,10/20/2015 18:01,,360,,-520,6563,-6498,-1288,182723,-36660,-7980,1134830,447,-59,818,59572,87297,-376
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  380.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,38,9.18,10.16,0,0,380,15,18,10/20/2015 18:01,,380,,-292,3942,-5865,281,214273,-30294,-8192,944904,502,-261,985,47489,79483,-115
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  400.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,40,9.2,10.18,0,0,400,15,18,10/20/2015 18:02,,400,,-600,7211,-7592,-1764,174075,-55922,-13133,1401907,137,-637,556,46126,93561,-326
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  420.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,42,9.22,10.2,0,0,420,15,19,10/20/2015 18:02,,420,,-972,13633,-6682,-2597,130484,-64924,-12739,1528108,1686,-257,45,72544,121268,-838
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  440.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,44,9.24,10.22,0,0,440,15,19,10/20/2015 18:03,,440,,-178,18852,-7123,-2748,129265,-41450,-6221,1609408,1734,-204,625,86032,92780,-809
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  460.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,46,9.26,10.24,0,0,460,15,19,10/20/2015 18:03,,460,,-553,15736,-7229,-1325,148782,-39986,-6813,1519805,1050,-115,-127,85805,91142,-360
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  480.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,48,9.28,10.26,0,0,480,15,18,10/20/2015 18:03,,480,,-546,12394,-6438,-1385,155642,-46952,-7012,1358093,1316,-317,345,84307,92542,-683
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  500.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,50,9.3,10.28,0,0,500,15,18,10/20/2015 18:04,,500,,-431,7504,-5991,-73,186232,-20248,-4582,1197883,784,-205,475,70547,67168,-500
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  520.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,52,9.32,10.3,0,0,520,15,18,10/20/2015 18:04,,520,,-575,5423,-6212,-1445,176053,-55992,-12285,1149504,1261,-81,579,71645,106545,-386
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  540.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,54,9.34,10.32,0,0,540,15,18,10/20/2015 18:05,,540,,-339,6493,-6037,-1086,178590,-31409,-7599,1274923,1723,-185,585,69633,87804,-620
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  560.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,56,9.36,10.34,0,0,560,15,19,10/20/2015 18:05,,560,,-435,9656,-7071,-1481,168887,-43249,-9000,1454231,255,-587,401,51584,82765,-76
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  580.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,58,9.38,10.36,0,0,580,15,19,10/20/2015 18:06,,580,,-420,18452,-6856,-3017,117677,-72432,-13616,1584240,2422,-702,-90,84855,125929,-1037
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  600.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,60,9.4,10.38,0,0,600,15,19,10/20/2015 18:06,,600,,-616,12124,-6908,-2052,147566,-37514,-6596,1412803,1282,13,132,90088,95309,-306
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  620.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,62,9.42,10.4,0,0,620,15,19,10/20/2015 18:07,,620,,-674,19547,-7082,-2265,122297,-64196,-9033,1564872,2171,-408,311,91976,106037,-804
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  640.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,64,9.44,10.42,0,0,640,15,19,10/20/2015 18:07,,640,,-437,16337,-7961,-3305,120406,-54750,-10406,1752700,1158,-465,177,71809,103588,-773
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  660.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,66,9.46,10.44,0,0,660,15,19,10/20/2015 18:08,,660,,-823,15421,-8328,-3123,105564,-91997,-18291,1732788,377,-916,-349,60007,137276,-760
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  680.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,68,9.48,10.46,0,0,680,15,19,10/20/2015 18:08,,680,,-687,15546,-8055,-2016,129927,-49086,-10343,1734310,-73,-191,521,54545,94391,-591
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  700.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,70,9.5,10.48,0,0,700,15,19,10/20/2015 18:09,,700,,-443,15161,-7492,-2490,133840,-59017,-12789,1535599,1165,-748,65,57657,104277,-675
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  720.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,72,9.52,10.5,0,0,720,15,19,10/20/2015 18:09,,720,,-684,29097,-6937,-2490,96786,-56493,-5868,1710292,2679,-369,191,111134,104027,-1249
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  740.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,74,9.54,10.52,0,0,740,15,19,10/20/2015 18:10,,740,,232,38055,-6444,-2300,93383,-63020,-231,1534477,3708,-358,365,139093,107809,-1037
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  760.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,76,9.56,10.54,0,0,760,15,18,10/20/2015 18:10,,760,,1046,40226,-5926,-929,125498,-34753,9693,1117344,7079,195,1380,175267,77333,-1910
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  780.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,78,9.58,10.56,0,0,780,15,18,10/20/2015 18:11,,780,,1315,49927,-5023,-164,116979,-25266,17043,1104818,8035,117,1298,196300,58213,-2374
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  800.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,80,9.6,10.58,0,0,800,15,18,10/20/2015 18:11,,800,,458,42299,-6014,-760,118084,-33964,12053,1150908,6721,277,1079,183276,68848,-1314
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  820.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,82,9.62,10.6,0,0,820,15,18,10/20/2015 18:12,,820,,554,33151,-5999,216,132874,-25368,8590,1139349,5724,192,1513,157090,62591,-1478
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  840.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,84,9.64,10.62,0,0,840,15,19,10/20/2015 18:12,,840,,-635,25139,-7042,-1855,94572,-69983,-6615,1591309,3099,-58,741,120895,118887,-1122
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  860.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,86,9.66,10.64,0,0,860,15,19,10/20/2015 18:13,,860,,31,28108,-6675,-1719,116375,-40945,-537,1565570,4354,141,1004,127090,82924,-1161
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  880.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,88,9.68,10.66,0,0,880,15,19,10/20/2015 18:13,,880,,-623,22550,-6410,-1954,110391,-35883,-3266,1560717,3058,41,643,99692,80970,-1249
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  900.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,90,9.7,10.68,0,0,900,15,19,10/20/2015 18:14,,900,,-678,26383,-6480,-1784,107249,-31982,-1126,1669039,2279,-473,760,110243,85106,-1031
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  920.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,92,9.72,10.7,0,0,920,15,19,10/20/2015 18:14,,920,,-346,13807,-7410,-2306,114327,-57763,-9994,1741118,716,-614,135,69378,103554,-620
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  940.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,94,9.74,10.72,0,0,940,15,19,10/20/2015 18:14,,940,,-516,16396,-8147,-4112,101930,-84912,-17330,1831110,338,-1061,-551,64263,131600,-582
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  960.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,96,9.76,10.74,0,0,960,15,19,10/20/2015 18:15,,960,,-967,12350,-7708,-3549,124861,-73892,-15583,1731804,1296,-973,-1,64259,121685,-634
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1  980.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,98,9.78,10.76,0,0,980,15,19,10/20/2015 18:15,,980,,-253,10458,-7780,-1904,139048,-45386,-9596,1684649,-164,-380,253,53487,94340,-46
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1 1000.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,100,9.8,10.78,0,0,1000,15,19,10/20/2015 18:16,,1000,,-752,12613,-7886,-1367,138096,-52309,-8875,1606423,176,-409,382,63606,98129,-436
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1 1020.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,102,9.82,10.8,0,0,1020,15,18,10/20/2015 18:16,,1020,,-450,5182,-7084,-1265,163646,-55822,-12929,1296711,724,-70,498,46796,114354,-591
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1 1040.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,104,9.84,10.82,0,0,1040,15,18,10/20/2015 18:17,,1040,,-274,4728,-5978,1385,204195,-24903,-5796,1043931,439,-177,737,50886,71023,-338
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1 1060.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,106,9.86,10.84,0,0,1060,15,19,10/20/2015 18:17,,1060,,-476,25595,-6568,-586,139127,-46909,121,1391749,2896,-118,933,123657,86748,-1210
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1 1080.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,108,9.88,10.86,0,0,1080,15,18,10/20/2015 18:18,,1080,,-88,27314,-6785,-461,135713,-43382,3005,1282051,4147,-74,1674,133358,82680,-1199
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1 1100.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,110,9.9,10.88,0,0,1100,15,18,10/20/2015 18:18,,1100,,298,33921,-7846,5623,213353,-47685,6330,1056728,5489,-275,2641,157093,73465,-1546
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1 1120.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,112,9.92,10.9,0,0,1120,15,18,10/20/2015 18:19,,1120,,892,49213,-5724,843,119440,-35850,15706,1155485,8317,-39,2203,181121,78570,-1817
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1 1140.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,114,9.94,10.92,0,0,1140,15,18,10/20/2015 18:19,,1140,,480,42325,-6271,1878,137782,-46204,13915,1036412,8408,262,2098,185835,86517,-2009
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1 1160.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,116,9.96,10.94,0,0,1160,15,18,10/20/2015 18:20,,1160,,503,43935,-5759,-310,112697,-23719,18094,1186708,6671,62,1785,162745,60535,-1316
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1 1180.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,118,9.98,10.96,0,0,1180,15,18,10/20/2015 18:20,,1180,,558,45278,-2564,-390,105083,-38224,26563,996152,8977,735,1538,205631,66084,-2314
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1 1200.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,120,10,10.98,0,0,1200,15,18,10/20/2015 18:21,,1200,,490,37706,-3735,212,126234,-29061,17876,972256,8141,215,1424,177389,61695,-1692
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-3H-1\Run 1 at  10kV\U1456C-3H-1 1220.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,3,H,1,122,10.02,11,0,0,1220,15,18,10/20/2015 18:21,,1220,,1806,57609,-3850,875,119968,-32416,17679,816039,17333,753,1010,203131,63254,-2729
